Frequency/GHz	 Amplitude rel. 2	 Phase 2	 Ref.Amplitude rel. 2	 Ref.Phase 2
130.0	0.1061141	20.95902	0.1044065	21.68765
131.0	0.1071417	21.09339	0.1085884	21.77146
132.0	0.1081376	21.2269	0.1129116	21.86005
133.0	0.1091098	21.35955	0.1172754	21.95301
134.0	0.1100667	21.49134	0.1215845	22.04987
135.0	0.1110168	21.62227	0.1257507	22.15007
136.0	0.111969	21.75237	0.1296946	22.25303
137.0	0.1129319	21.88166	0.1333466	22.35817
138.0	0.1139141	22.0102	0.1366478	22.46492
139.0	0.114924	22.13802	0.1395502	22.57273
140.0	0.1159693	22.26519	0.1420173	22.68106
141.0	0.1170572	22.39176	0.1440248	22.7894
142.0	0.1181944	22.51782	0.1455609	22.89724
143.0	0.1193865	22.64344	0.1466266	23.00408
144.0	0.1206384	22.76869	0.1472362	23.10944
145.0	0.1219537	22.89367	0.1474181	23.21285
146.0	0.1233354	23.01844	0.1472144	23.31385
147.0	0.124785	23.14309	0.1466817	23.41201
148.0	0.1263034	23.2677	0.1458903	23.50693
149.0	0.12789	23.39234	0.144924	23.59827
150.0	0.1295436	23.51707	0.1438787	23.68577
151.0	0.131262	23.64196	0.1428601	23.76929
152.0	0.1330421	23.76705	0.1419805	23.84883
153.0	0.1348802	23.89239	0.1413545	23.92457
154.0	0.136772	24.01802	0.1410929	23.9969
155.0	0.1387127	24.14396	0.1412966	24.06643
156.0	0.1406973	24.27024	0.1420498	24.13393
157.0	0.1427204	24.39686	0.1434133	24.20035
158.0	0.1447766	24.52384	0.1454203	24.26669
159.0	0.1468606	24.65116	0.148074	24.33394
160.0	0.1489671	24.77883	0.1513477	24.40299
161.0	0.151091	24.90682	0.1551882	24.47456
162.0	0.1532275	25.03513	0.15952	24.5492
163.0	0.1553723	25.16373	0.1642515	24.62721
164.0	0.1575213	25.2926	0.1692806	24.70872
165.0	0.159671	25.42172	0.1745005	24.7937
166.0	0.1618183	25.55104	0.179804	24.88196
167.0	0.1639607	25.68056	0.1850878	24.97324
168.0	0.166096	25.81023	0.1902548	25.0672
169.0	0.1682227	25.94003	0.195217	25.16347
170.0	0.1703398	26.06993	0.1998964	25.26165
171.0	0.1724466	26.1999	0.2042264	25.36132
172.0	0.174543	26.32992	0.2081529	25.46209
173.0	0.1766292	26.45996	0.2116345	25.56356
174.0	0.1787057	26.59	0.214643	25.66534
175.0	0.1807735	26.72002	0.2171641	25.76705
176.0	0.1828336	26.85001	0.2191969	25.86835
177.0	0.1848873	26.97994	0.2207545	25.96887
178.0	0.1869361	27.10981	0.2218636	26.0683
179.0	0.1889814	27.2396	0.2225641	26.16635
180.0	0.1910247	27.36932	0.2229087	26.26274
181.0	0.1930674	27.49894	0.2229622	26.35724
182.0	0.195111	27.62847	0.2227998	26.44965
183.0	0.1971564	27.7579	0.2225055	26.53984
184.0	0.1992048	27.88725	0.2221701	26.62775
185.0	0.2012569	28.0165	0.2218882	26.71337
186.0	0.203313	28.14566	0.2217547	26.7968
187.0	0.2053733	28.27473	0.2218612	26.8782
188.0	0.2074379	28.40373	0.2222921	26.95785
189.0	0.2095061	28.53265	0.2231199	27.03609
190.0	0.2115774	28.6615	0.2244021	27.11333
191.0	0.2136508	28.79028	0.2261777	27.19002
192.0	0.2157251	28.91901	0.2284653	27.26665
193.0	0.217799	29.04767	0.2312622	27.34366
194.0	0.219871	29.17627	0.2345454	27.42149
195.0	0.2219396	29.30483	0.2382725	27.50049
196.0	0.2240032	29.43332	0.2423853	27.58095
197.0	0.2260603	29.56177	0.2468125	27.66306
198.0	0.2281096	29.69015	0.2514739	27.74694
199.0	0.23015	29.81848	0.2562841	27.83262
200.0	0.2321806	29.94674	0.2611559	27.92005
201.0	0.234201	30.07494	0.2660037	28.00914
202.0	0.2362111	30.20306	0.2707463	28.09973
203.0	0.2382114	30.3311	0.2753092	28.19162
204.0	0.2402027	30.45906	0.2796264	28.28461
205.0	0.2421867	30.58693	0.2836422	28.37844
206.0	0.2441653	30.7147	0.2873122	28.47287
207.0	0.2461413	30.84237	0.2906041	28.56765
208.0	0.248118	30.96993	0.2934985	28.66251
209.0	0.2500992	31.09739	0.2959891	28.7572
210.0	0.2520892	31.22473	0.2980827	28.85149
211.0	0.2540929	31.35197	0.2997995	28.94514
212.0	0.2561156	31.4791	0.3011721	29.03793
213.0	0.2581628	31.60614	0.3022452	29.1297
214.0	0.2602402	31.73308	0.3030746	29.22026
215.0	0.2623537	31.85994	0.3037256	29.3095
216.0	0.2645091	31.98672	0.3042716	29.39732
217.0	0.2667121	32.11346	0.3047919	29.48368
218.0	0.2689681	32.24015	0.3053691	29.56859
219.0	0.271282	32.36682	0.3060865	29.65209
220.0	0.2736582	32.4935	0.307025	29.73429
221.0	0.2761005	32.6202	0.3082597	29.81537
222.0	0.2786118	32.74695	0.3098572	29.89551
223.0	0.2811941	32.87377	0.3118723	29.97497
224.0	0.2838483	33.00068	0.3143459	30.05402
225.0	0.2865746	33.12772	0.317303	30.13296
226.0	0.2893716	33.25489	0.3207518	30.21206
227.0	0.2922373	33.38224	0.3246837	30.29161
228.0	0.2951682	33.50976	0.3290735	30.37185
229.0	0.2981598	33.63749	0.3338817	30.45301
230.0	0.3012066	33.76543	0.3390558	30.53524
231.0	0.3043022	33.8936	0.3445332	30.61867
232.0	0.3074389	34.02201	0.350244	30.70338
233.0	0.3106088	34.15066	0.3561137	30.78938
234.0	0.3138029	34.27955	0.3620658	30.87668
235.0	0.3170119	34.40869	0.3680246	30.9652
236.0	0.3202261	34.53807	0.3739172	31.05488
237.0	0.3234354	34.66768	0.3796755	31.1456
238.0	0.32663	34.7975	0.385238	31.23724
239.0	0.3297998	34.92754	0.390551	31.32965
240.0	0.3329354	35.05777	0.3955694	31.42268
241.0	0.3360274	35.18816	0.4002578	31.51619
242.0	0.3390672	35.31872	0.4045907	31.61001
243.0	0.3420469	35.4494	0.4085528	31.704
244.0	0.3449593	35.58019	0.4121391	31.798
245.0	0.3477982	35.71106	0.4153543	31.89188
246.0	0.3505584	35.842	0.4182129	31.98551
247.0	0.3532358	35.97297	0.420738	32.07878
248.0	0.3558274	36.10395	0.4229609	32.17157
249.0	0.3583313	36.23493	0.4249199	32.26382
250.0	0.3607469	36.36587	0.426659	32.35545
251.0	0.3630746	36.49677	0.4282265	32.44641
252.0	0.365316	36.62759	0.4296738	32.53669
253.0	0.3674737	36.75833	0.4310536	32.62627
254.0	0.3695512	36.88897	0.4324178	32.71518
255.0	0.3715531	37.01949	0.4338167	32.80345
256.0	0.3734844	37.1499	0.4352964	32.89114
257.0	0.3753509	37.28018	0.4368982	32.97833
258.0	0.3771589	37.41032	0.4386563	33.0651
259.0	0.3789148	37.54034	0.4405974	33.15156
260.0	0.3806253	37.67023	0.4427398	33.2378
261.0	0.382297	37.79999	0.4450926	33.32395
262.0	0.3839364	37.92963	0.4476559	33.41011
263.0	0.3855493	38.05917	0.4504208	33.49638
264.0	0.3871416	38.1886	0.4533703	33.58286
265.0	0.3887179	38.31795	0.45648	33.66961
266.0	0.3902826	38.44723	0.4597192	33.75672
267.0	0.3918388	38.57645	0.4630523	33.84422
268.0	0.3933891	38.70563	0.4664401	33.93215
269.0	0.3949348	38.83478	0.4698415	34.02052
270.0	0.3964764	38.96391	0.4732148	34.10933
271.0	0.3980133	39.09305	0.4765192	34.19856
272.0	0.399544	39.22219	0.4797157	34.28817
273.0	0.4010663	39.35136	0.4827691	34.37811
274.0	0.4025768	39.48056	0.4856482	34.46834
275.0	0.4040718	39.60979	0.4883269	34.55879
276.0	0.4055469	39.73907	0.4907848	34.64939
277.0	0.4069971	39.86839	0.4930078	34.74007
278.0	0.4084173	39.99774	0.4949881	34.83074
279.0	0.4098022	40.12714	0.4967243	34.92134
280.0	0.4111466	40.25656	0.4982214	35.0118
281.0	0.4124455	40.386	0.4994903	35.10204
282.0	0.413694	40.51546	0.5005477	35.19201
283.0	0.4148881	40.6449	0.5014149	35.28164
284.0	0.4160242	40.77433	0.5021179	35.3709
285.0	0.4170994	40.90371	0.5026856	35.45975
286.0	0.418112	41.03304	0.5031499	35.54815
287.0	0.4190608	41.1623	0.5035438	35.6361
288.0	0.419946	41.29146	0.503901	35.72359
289.0	0.4207688	41.4205	0.5042545	35.81063
290.0	0.4215314	41.54941	0.5046358	35.89724
291.0	0.4222371	41.67816	0.5050742	35.98343
292.0	0.4228905	41.80674	0.5055954	36.06925
293.0	0.4234968	41.93514	0.5062215	36.15475
294.0	0.4240626	42.06333	0.50697	36.23996
295.0	0.424595	42.19131	0.5078535	36.32494
296.0	0.4251021	42.31906	0.5088798	36.40975
297.0	0.4255924	42.44659	0.5100518	36.49443
298.0	0.4260749	42.57388	0.5113679	36.57904
299.0	0.4265589	42.70094	0.5128218	36.66362
300.0	0.4270538	42.82776	0.5144039	36.74821
301.0	0.4275689	42.95437	0.5161015	36.83285
302.0	0.4281131	43.08075	0.5178994	36.91757
303.0	0.4286952	43.20694	0.5197811	37.00238
304.0	0.4293229	43.33293	0.5217294	37.08729
305.0	0.4300036	43.45876	0.5237271	37.17232
306.0	0.4307434	43.58443	0.5257579	37.25746
307.0	0.4315476	43.70998	0.5278071	37.34269
308.0	0.4324201	43.83543	0.5298618	37.42801
309.0	0.4333639	43.96079	0.5319117	37.5134
310.0	0.4343804	44.08611	0.5339493	37.59884
311.0	0.43547	44.21139	0.5359698	37.6843
312.0	0.4366316	44.33667	0.5379714	37.76978
313.0	0.4378631	44.46196	0.5399551	37.85524
314.0	0.4391611	44.5873	0.5419245	37.94068
315.0	0.4405211	44.7127	0.5438853	38.02607
316.0	0.4419377	44.83819	0.545845	38.11141
317.0	0.4434048	44.96376	0.5478123	38.1967
318.0	0.4449155	45.08945	0.5497966	38.28192
319.0	0.4464624	45.21526	0.5518074	38.36709
320.0	0.4480377	45.3412	0.5538535	38.45221
321.0	0.4496334	45.46728	0.555943	38.5373
322.0	0.4512416	45.59349	0.5580821	38.62237
323.0	0.4528544	45.71985	0.5602751	38.70744
324.0	0.454464	45.84633	0.562524	38.79253
325.0	0.4560632	45.97295	0.564828	38.87766
326.0	0.457645	46.0997	0.567184	38.96286
327.0	0.4592033	46.22656	0.5695858	39.04815
328.0	0.4607323	46.35353	0.5720249	39.13353
329.0	0.4622271	46.48059	0.5744905	39.21904
330.0	0.4636834	46.60773	0.5769698	39.30467
331.0	0.4650978	46.73495	0.5794485	39.39044
332.0	0.4664676	46.86222	0.5819112	39.47635
333.0	0.4677907	46.98954	0.5843422	39.5624
334.0	0.469066	47.11688	0.5867258	39.64857
335.0	0.4702928	47.24424	0.589047	39.73486
336.0	0.4714713	47.37161	0.5912922	39.82125
337.0	0.4726022	47.49896	0.5934493	39.90772
338.0	0.4736865	47.6263	0.5955085	39.99425
339.0	0.474726	47.7536	0.5974626	40.0808
340.0	0.4757228	47.88086	0.5993071	40.16736
341.0	0.4766791	48.00807	0.6010407	40.2539
342.0	0.4775975	48.13522	0.6026651	40.34038
343.0	0.478481	48.26231	0.604185	40.42678
344.0	0.4793322	48.38933	0.6056081	40.51307
345.0	0.4801544	48.51627	0.6069448	40.59924
346.0	0.4809503	48.64313	0.6082079	40.68526
347.0	0.4817231	48.76991	0.609412	40.77112
348.0	0.4824756	48.89661	0.6105733	40.85682
349.0	0.4832107	49.02322	0.6117089	40.94233
350.0	0.483931	49.14974	0.6128362	41.02768
351.0	0.4846392	49.27618	0.6139725	41.11285
352.0	0.4853378	49.40254	0.6151343	41.19787
353.0	0.4860291	49.52881	0.6163366	41.28274
354.0	0.4867153	49.65501	0.6175927	41.36748
355.0	0.4873987	49.78112	0.6189137	41.45212
356.0	0.4880813	49.90717	0.6203082	41.53668
357.0	0.488765	50.03314	0.6217817	41.62118
358.0	0.4894518	50.15905	0.6233373	41.70565
359.0	0.4901435	50.28489	0.6249747	41.79012
360.0	0.490842	50.41068	0.6266911	41.8746
361.0	0.4915491	50.53641	0.6284811	41.95913
362.0	0.4922666	50.6621	0.6303369	42.04371
363.0	0.4929964	50.78774	0.632249	42.12837
364.0	0.4937401	50.91335	0.6342065	42.21311
365.0	0.4944996	51.03893	0.6361974	42.29794
366.0	0.4952766	51.16448	0.6382096	42.38288
367.0	0.4960727	51.29002	0.640231	42.4679
368.0	0.4968897	51.41554	0.6422503	42.55302
369.0	0.4977291	51.54106	0.6442573	42.63821
370.0	0.4985923	51.66659	0.6462432	42.72348
371.0	0.4994806	51.79212	0.6482016	42.8088
372.0	0.5003951	51.91768	0.6501278	42.89416
373.0	0.5013368	52.04326	0.6520197	42.97955
374.0	0.5023064	52.16887	0.6538778	43.06494
375.0	0.5033044	52.29453	0.6557048	43.15032
376.0	0.5043309	52.42024	0.6575058	43.23568
377.0	0.5053858	52.546	0.6592883	43.321
378.0	0.5064687	52.67183	0.6610614	43.40627
379.0	0.5075789	52.79772	0.6628355	43.49149
380.0	0.5087152	52.9237	0.6646226	43.57666
381.0	0.5098762	53.04975	0.6664347	43.66177
382.0	0.5110601	53.1759	0.6682842	43.74683
383.0	0.5122648	53.30213	0.6701829	43.83184
384.0	0.5134878	53.42846	0.6721417	43.91683
385.0	0.5147264	53.55489	0.6741698	44.00179
386.0	0.5159776	53.68142	0.6762748	44.08677
387.0	0.517238	53.80805	0.6784616	44.17176
388.0	0.5185041	53.93478	0.6807326	44.2568
389.0	0.5197721	54.06161	0.6830875	44.34191
390.0	0.521038	54.18854	0.6855228	44.42711
391.0	0.5222979	54.31557	0.6880318	44.51242
392.0	0.5235474	54.44269	0.6906053	44.59786
393.0	0.5247823	54.5699	0.6932309	44.68345
394.0	0.5259983	54.6972	0.6958939	44.7692
395.0	0.5271911	54.82457	0.6985775	44.85512
396.0	0.5283565	54.95201	0.7012631	44.94123
397.0	0.5294902	55.07952	0.7039309	45.02752
398.0	0.5305883	55.20708	0.7065605	45.11399
399.0	0.5316469	55.33469	0.7091313	45.20062
400.0	0.5326623	55.46233	0.7116233	45.28742
401.0	0.533631	55.59001	0.7140175	45.37437
402.0	0.5345501	55.7177	0.7162963	45.46143
403.0	0.5354166	55.8454	0.7184443	45.5486
404.0	0.5362282	55.97309	0.7204488	45.63583
405.0	0.5369828	56.10077	0.7222998	45.72311
406.0	0.5376789	56.22842	0.7239904	45.81041
407.0	0.5383153	56.35604	0.7255175	45.89768
408.0	0.5388914	56.48361	0.7268814	45.98491
409.0	0.5394072	56.61112	0.728086	46.07205
410.0	0.5398631	56.73855	0.7291388	46.15908
411.0	0.5402604	56.86591	0.7300508	46.24596
412.0	0.5406006	56.99318	0.7308363	46.33268
413.0	0.540886	57.12035	0.7315122	46.41921
414.0	0.5411194	57.24741	0.7320979	46.50554
415.0	0.5413045	57.37436	0.7326149	46.59164
416.0	0.5414451	57.50119	0.7330859	46.67751
417.0	0.541546	57.62788	0.7335343	46.76316
418.0	0.541612	57.75445	0.7339836	46.84857
419.0	0.5416489	57.88087	0.7344566	46.93376
420.0	0.5416624	58.00716	0.734975	47.01874
421.0	0.5416588	58.13332	0.7355584	47.10352
422.0	0.5416445	58.25933	0.7362239	47.18814
423.0	0.5416261	58.38521	0.7369857	47.2726
424.0	0.5416102	58.51095	0.7378544	47.35695
425.0	0.5416032	58.63658	0.7388368	47.4412
426.0	0.5416115	58.76208	0.7399359	47.5254
427.0	0.5416411	58.88747	0.7411506	47.60956
428.0	0.5416975	59.01276	0.7424759	47.69372
429.0	0.5417857	59.13797	0.7439034	47.7779
430.0	0.5419101	59.2631	0.7454212	47.86212
431.0	0.5420743	59.38816	0.7470147	47.94642
432.0	0.5422812	59.51318	0.7486672	48.03078
433.0	0.5425325	59.63816	0.7503606	48.11524
434.0	0.5428293	59.76312	0.7520759	48.19978
435.0	0.5431715	59.88808	0.7537944	48.28442
436.0	0.5435582	60.01304	0.7554979	48.36914
437.0	0.5439874	60.13803	0.7571702	48.45392
438.0	0.5444563	60.26304	0.758797	48.53877
439.0	0.5449611	60.3881	0.7603672	48.62365
440.0	0.5454975	60.51321	0.7618728	48.70854
441.0	0.5460604	60.63839	0.7633098	48.79343
442.0	0.5466441	60.76362	0.7646782	48.87829
443.0	0.5472429	60.88893	0.7659822	48.96309
444.0	0.5478505	61.0143	0.7672299	49.04781
445.0	0.5484608	61.13975	0.7684335	49.13244
446.0	0.549068	61.26526	0.7696083	49.21696
447.0	0.5496664	61.39082	0.7707729	49.30135
448.0	0.5502509	61.51645	0.7719478	49.38561
449.0	0.5508172	61.64211	0.7731551	49.46973
450.0	0.5513619	61.76781	0.7744174	49.55373
451.0	0.5518823	61.89352	0.7757568	49.63762
452.0	0.5523772	62.01925	0.7771939	49.72141
453.0	0.5528465	62.14497	0.7787471	49.80512
454.0	0.5532911	62.27067	0.7804313	49.88878
455.0	0.5537137	62.39633	0.7822575	49.97243
456.0	0.5541179	62.52195	0.7842318	50.05609
457.0	0.5545088	62.64751	0.7863553	50.13981
458.0	0.5548927	62.77301	0.7886234	50.22361
459.0	0.5552768	62.89842	0.7910263	50.30753
460.0	0.5556696	63.02375	0.7935486	50.3916
461.0	0.5560798	63.149	0.7961703	50.47585
462.0	0.5565173	63.27416	0.7988673	50.56029
463.0	0.5569917	63.39923	0.8016121	50.64494
464.0	0.5575129	63.52422	0.804375	50.7298
465.0	0.5580906	63.64914	0.8071253	50.81488
466.0	0.5587338	63.774	0.8098323	50.90016
467.0	0.5594506	63.89881	0.8124671	50.98562
468.0	0.5602481	64.0236	0.8150033	51.07125
469.0	0.561132	64.14838	0.8174186	51.15701
470.0	0.5621062	64.27317	0.8196958	51.24286
471.0	0.5631727	64.39801	0.8218237	51.32877
472.0	0.5643318	64.5229	0.8237979	51.41469
473.0	0.5655814	64.64788	0.8256213	51.50058
474.0	0.5669172	64.77298	0.8273044	51.58639
475.0	0.5683328	64.89821	0.8288654	51.67209
476.0	0.5698197	65.0236	0.8303297	51.75764
477.0	0.5713673	65.14916	0.8317292	51.84301
478.0	0.5729633	65.27492	0.8331016	51.92817
479.0	0.5745938	65.40089	0.8344892	52.01313
480.0	0.5762435	65.52708	0.8359371	52.09786
481.0	0.5778965	65.65348	0.8374917	52.18239
482.0	0.5795359	65.78011	0.8391988	52.26673
483.0	0.581145	65.90696	0.8411016	52.35091
484.0	0.5827073	66.03402	0.8432386	52.43498
485.0	0.5842067	66.16127	0.8456418	52.51899
486.0	0.5856285	66.28871	0.848335	52.60299
487.0	0.5869595	66.41631	0.851332	52.68706
488.0	0.5881882	66.54405	0.8546358	52.77126
489.0	0.5893055	66.67189	0.858238	52.85566
490.0	0.5903048	66.79982	0.8621179	52.94033
491.0	0.5911824	66.92779	0.8662436	53.02532
492.0	0.5919375	67.05578	0.870572	53.11069
493.0	0.5925727	67.18376	0.8750506	53.19648
494.0	0.5930936	67.31168	0.8796189	53.28272
495.0	0.5935095	67.43952	0.8842102	53.36942
496.0	0.5938324	67.56726	0.8887543	53.45659
497.0	0.5940778	67.69485	0.8931797	53.5442
498.0	0.5942638	67.82229	0.897416	53.63224
499.0	0.594411	67.94954	0.9013971	53.72066
500.0	0.5945422	68.07661	0.905063	53.8094
501.0	0.5946818	68.20349	0.9083627	53.8984
502.0	0.5948551	68.33016	0.9112561	53.98758
503.0	0.595088	68.45665	0.913716	54.07685
504.0	0.5954061	68.58296	0.9157295	54.16613
505.0	0.5958339	68.70913	0.9172994	54.25533
506.0	0.5963942	68.83517	0.9184446	54.34435
507.0	0.5971075	68.96112	0.9192006	54.43312
508.0	0.5979909	69.08704	0.9196189	54.52155
509.0	0.5990578	69.21296	0.9197663	54.60957
510.0	0.6003171	69.33894	0.9197232	54.69712
511.0	0.6017725	69.46503	0.9195817	54.78417
512.0	0.6034226	69.59131	0.9194424	54.87071
513.0	0.6052604	69.71781	0.9194114	54.95672
514.0	0.6072727	69.84461	0.9195964	55.04223
515.0	0.6094411	69.97175	0.9201021	55.12731
516.0	0.6117411	70.09929	0.921026	55.21201
517.0	0.6141431	70.22728	0.9224536	55.29645
518.0	0.6166127	70.35574	0.9244543	55.38073
519.0	0.619111	70.48471	0.9270768	55.46501
520.0	0.6215955	70.61421	0.9303462	55.54941
521.0	0.6240207	70.74427	0.9342615	55.6341
522.0	0.6263389	70.87487	0.9387938	55.71923
523.0	0.6285011	71.00601	0.9438863	55.80495
524.0	0.6304577	71.13768	0.9494547	55.89139
525.0	0.6321596	71.26986	0.9553895	55.97866
526.0	0.6335587	71.40252	0.9615585	56.06686
527.0	0.634609	71.5356	0.9678105	56.15606
528.0	0.6352674	71.66906	0.9739798	56.24629
529.0	0.6354944	71.80285	0.9798904	56.33757
530.0	0.6352545	71.9369	0.9853611	56.42987
531.0	0.6345175	72.07113	0.9902103	56.52316
532.0	0.6332585	72.20547	0.9942608	56.61736
533.0	0.6314589	72.33984	0.9973443	56.71237
534.0	0.6291066	72.47415	0.9993054	56.80809
535.0	0.6261965	72.60831	1.000006	56.90437
536.0	0.6227313	72.74221	0.9993285	57.00105
