freq(GHz)	real_ε	real_ε_SG_filtered	real_ε_SG_filtered+RA	loss_T	loss_T_SG_filtered	loss_T_SG_filtered+RA
75.0	2.791426128	2.7989114049290733	2.7988961525438993	0.010300696	0.006166203866280764	0.006164314700990781
75.05	2.778551764	2.798932048446972	2.798917911561134	0.006349652	0.006169628047454169	0.006167660794013005
75.1	2.793845466	2.798951811283451	2.798938725582339	0.004655738	0.006172973597365233	0.006170949320315407
75.15	2.786025471	2.7989708485380578	2.798958744268874	0.004956442	0.006176217501538884	0.006174156269690525
75.2	2.787745951	2.798989316694423	2.798978119206009	-0.000172165	0.006179338894935425	0.006177259719401618
75.25	2.806276819	2.7990073725803657	2.798997002890014	-0.002117073	0.006182319062185809	0.006180239851228064
75.3	2.816302299	2.7990251723410147	2.7990155477215053	0.002236577	0.006185141426991978	0.006183078956082934
75.35	2.817290086	2.799042870429398	2.799033905007682	0.005583167	0.006187791532498681	0.006185761427139206
75.4	2.818536993	2.799060618618544	2.7990522239754463	0.00850411	0.006190257014415882	0.006188273742277517
75.45	2.815465225	2.7990785650388377	2.799070650796818	0.011890045	0.006192527568613819	0.006190604436516511
75.5	2.803706624	2.7990968532439897	2.7990893276536957	0.015647932	0.006194594914829459	0.00619274407391564
75.55	2.786083811	2.799115621308737	2.79910839183168	0.013945741	0.006196452758016891	0.006194685215901605
75.6	2.784054767	2.7991350009610936	2.7991279748460434	0.011714759	0.006198096748748344	0.006196422387409198
75.65	2.772255247	2.7991551167517783	2.7991482016026668	0.006739836	0.006199524443928823	0.0061979520420990504
75.7	2.781434769	2.7991760852631997	2.799169189596536	0.003734242	0.006200735268926717	0.006199272527767235
75.75	2.785405584	2.7991980143602078	2.7991910481502087	0.002881675	0.0062017304820454556	0.006200384052896982
75.8	2.790310463	2.7992210024846504	2.799213877694468	0.002380751	0.006202513142067902	0.00620128865512337
75.85	2.787370087	2.799245137995626	2.7992377690932786	0.00215205	0.006203088079397212	0.006201990172190319
75.9	2.798203178	2.7992704985572368	2.79926280301503	-0.001111819	0.006203461871097728	0.0062024942157788195
75.95	2.802659773	2.7992971505755633	2.799289049352031	-0.001534182	0.006203642819911284	0.0062028081483798455
76.0	2.815609392	2.799325148686588	2.7993165666901505	-0.000364363	0.00620364093709334	0.0062029410631792015
76.05	2.819254499	2.79935453529684	2.799345401830581	0.004371644	0.006203467928686385	0.006202903766719564
76.1	2.816456614	2.799385340178614	2.7993755893656984	0.006884765	0.006203137184633349	0.006202708763912395
76.15	2.80612777	2.799417580121782	2.7994071513111494	0.010920718	0.006202663769939073	0.006202370244794968
76.2	2.802420063	2.7994512586443983	2.7994400967963857	0.007903616	0.006202064416920282	0.006201904072270793
76.25	2.801927926	2.79948636576451	2.7994744218160514	0.006379806	0.006201357517449077	0.006201327769940768
76.3	2.80652789	2.799522877835826	2.7995101090436902	0.007069075	0.006200563113996217	0.006200660508711305
76.35	2.8068089	2.7995607574501356	2.7995471277096775	0.00799607	0.006199702888222938	0.006199923090860849
76.4	2.807910092	2.7995999534095977	2.7995854335452095	0.009761433	0.006198800145855976	0.006199137930133243
76.45	2.801721955	2.799640400772221	2.799624968794086	0.012936073	0.006197879796611043	0.006198329026340029
76.5	2.788612116	2.799682020962982	2.799665662293841	0.011833972	0.006196968324798708	0.0061975219328946635
76.55	2.78516579	2.79972472195671	2.799707429627561	0.008769348	0.006196093750181828	0.0061967437156694085
76.6	2.784903526	2.799768398533931	2.7997501733474577	0.006273453	0.006195285577357293	0.006196022901559644
76.65	2.785217139	2.79981293261055	2.799793783270899	0.003316161	0.006194574732006932	0.006195389415159268
76.7	2.792781346	2.7998581936419473	2.799838136849192	-0.00183059	0.006193993482466617	0.006194874501993632
76.75	2.810928163	2.7999040391017083	2.799883099608929	0.000625287	0.006193575345196541	0.006194510636821292
76.8	2.815817848	2.7999503150347937	2.799928525666278	0.005169735	0.00619335497289856	0.0061943314159223235
76.85	2.813696929	2.7999968566845492	2.7999742583137137	0.007329712	0.006193368024219183	0.006194371432334675
76.9	2.811928662	2.800043489192522	2.800020130678303	0.009829814	0.006193651014199613	0.00619466613320664
76.95	2.805354426	2.8000900283695955	2.800065966450189	0.013072267	0.00619424114488764	0.006195251658667833
77.0	2.788786442	2.800136281536472	2.80011158067947	0.011613366	0.0061951761158090275	0.006196164661880844
77.05	2.787237508	2.800182048431069	2.800156780639169	0.007608633	0.006196493914305345	0.006197442110218306
77.1	2.791746621	2.8002271221798223	2.800201366751482	0.006125152	0.006198232586076942	0.006199121067811816
77.15	2.795741203	2.8002712903294076	2.8002451335739544	0.005710211	0.006200429986618852	0.006201238460035968
77.2	2.794373079	2.800314335934759	2.8002878708417085	0.007973273	0.006203123514596736	0.006203830820817457
77.25	2.79042771	2.8003560386987036	2.8003293645612604	0.007275009	0.006206349828571157	0.0062069340239904545
77.3	2.786958113	2.8003961761579195	2.8003693981509112	0.005606483	0.0062101445488336685	0.0062105830002490165
77.35	2.787131323	2.800434524909272	2.800407753622152	0.004035016	0.006214541946460702	0.006214811441569367
77.4	2.78571478	2.8004708618700684	2.800444212795953	0.00122709	0.0062195746220144975	0.006219651495283794
77.45	2.789678713	2.800504965565112	2.800478558547307	-0.002715122	0.006225273176617614	0.006225133450278366
77.5	2.816735979	2.800536617432979	2.8005105760709084	-0.004069515	0.0062316658783946495	0.006231285418054252
77.55	2.820736718	2.8005656031434767	2.800540054160424	0.002199435	0.0062387783275088485	0.006238133011633536
77.6	2.817052235	2.8005917139178353	2.8005667864934036	0.005349357	0.006246633123221209	0.006245699025490473
77.65	2.815207403	2.8006147478429497	2.8005905729135305	0.006047846	0.0062552495365645715	0.00625400311985794
77.7	2.816328546	2.8006345111707676	2.800611220701645	0.007449178	0.006264643192355605	0.0062630615128897405
77.75	2.810770505	2.8006508195938573	2.800628545826768	0.008665388	0.0062748257643639995	0.006272886684250398
77.8	2.809112086	2.800663499487717	2.8006423741682225	0.00936178	0.006285804687403034	0.006283487093753187
77.85	2.810165997	2.800672389110544	2.80065254269987	0.009731029	0.006297582890135369	0.006294866918672664
77.9	2.80835876	2.80067733975121	2.8006589006274902	0.013450958	0.006310158552332511	0.006307025813317787
77.95	2.79252144	2.8006782168163435	2.8006613104704146	0.013428897	0.006323524890224178	0.006319958694364249
78.0	2.786729448	2.800674900847527	2.800659649078616	0.010075501	0.006337669973422544	0.006333655555307745
78.05	2.787367334	2.800667288459945	2.800653808576703	0.007753588	0.0063525765767036176	0.00634810131321222
78.1	2.78667127	2.800655293194043	2.8006436972265307	0.00620504	0.006368222069672445	0.006363275690699333
78.15	2.78604742	2.800638846272192	2.8006292402005295	0.003429582	0.00638457834702919	0.0063791531358453986
78.2	2.792269052	2.8006178972527818	2.8006103802582873	-0.000595975	0.006401611801790564	0.006395702782325765
78.25	2.810606156	2.8005924145747265	2.8005870783194466	-0.000610138	0.006419283343408753	0.006412888451776656
78.3	2.816869135	2.8005623859859945	2.800559313926597	0.003379135	0.006437548462274149	0.006430668699935423
78.35	2.81898869	2.8005278188505334	2.8005270855925195	0.007922315	0.006456357341596035	0.006448996907676706
78.4	2.813889792	2.800488740328787	2.8004904110269377	0.012269594	0.006475655017136169	0.00646782141759082
78.45	2.796649901	2.8004451974279383	2.800449327238758	0.013402723	0.006495381584733097	0.006487085716258205
78.5	2.790116882	2.800397256919027	2.80040389051073	0.009204581	0.006515472455010206	0.006506728661867504
78.55	2.79068105	2.80034500511917	2.8003541762444217	0.007070625	0.006535858654116447	0.006526684756311911
78.6	2.7946954	2.8002885475382224	2.800300278674461	0.006091662	0.006556467168813591	0.0065468844603860914
78.65	2.79536848	2.8002280083903957	2.8002423104520524	0.006357372	0.0065772213337030455	0.0065672545502011865
78.7	2.795831197	2.800163529972501	2.800180402098903	0.006666494	0.006598041257883561	0.00658771851244439
78.75	2.794789933	2.8000952719116476	2.8001147013337895	0.007028894	0.006618844287852813	0.006608196975638403
78.8	2.789805782	2.800023410286386	2.8000453722751315	0.006108148	0.006639545503015951	0.006628608174109872
78.85	2.790010783	2.7999481366264485	2.799972594524048	0.003870942	0.00666005823974698	0.006648868440959935
78.9	2.793276726	2.7998696567972954	2.7998965621334646	0.002632465	0.00668029463956821	0.006668892725948443
78.95	2.796537587	2.7997881897768018	2.7998174824699094	0.001926656	0.006700166216673232	0.006688595133861069
79.0	2.804787365	2.7997039663324466	2.7997355749756614	0.000909163	0.006719584439724893	0.006707889478629847
79.05	2.807533852	2.7996172276083358	2.7996510698399213	0.003601342	0.006738461322617071	0.006726689848227216
79.1	2.808373921	2.799528223632391	2.7995642065885824	0.003160903	0.006756710018698672	0.006744911175155602
79.15	2.812548398	2.7994372117548383	2.7994752326030854	0.005327416	0.006774245412829309	0.006762469807213084
79.2	2.810936318	2.799344455030024	2.7993844015796325	0.006633731	0.006790984705571346	0.006779284073134012
79.25	2.814092442	2.7992502205542467	2.799291971940757	0.006416402	0.006806847983826487	0.006795274837684624
79.3	2.813934584	2.799154777772996	2.7991982052119018	0.009024599	0.0068217587722998185	0.00681036604083918
79.35	2.81406258	2.7990583967714815	2.7991033643761556	0.011721246	0.006835644560321802	0.006824485215772622
79.4	2.801324852	2.798961346562761	2.799007712220747	0.015104985	0.006848437298777489	0.006837563980581063
79.45	2.789382865	2.798863893388049	2.7989115096891632	0.013623205	0.0068600738621793595	0.0068495384988795215
79.5	2.784861014	2.798766299043893	2.798815014252946	0.009328392	0.00687049647127045	0.006860349904724483
79.55	2.788206511	2.7986688192508744	2.7987184783172196	0.007701214	0.006879653071951486	0.006869944687662982
79.6	2.78886337	2.798571702078301	2.7986221476739113	0.00734453	0.006887497666783079	0.006878275034115466
79.65	2.785935176	2.7984751864390045	2.798526260016364	0.005824635	0.006893990595813912	0.006885299121750963
79.7	2.788808836	2.798379500667855	2.798431043528634	0.001766792	0.006899098764020948	0.006890981364004599
79.75	2.80629879	2.7982848611969806	2.7983367155622583	0.00097185	0.006902795813211474	0.006895292602413122
79.8	2.813504168	2.798191471339914	2.7982434814125896	0.005703633	0.006905062236824666	0.006898210244997873
79.85	2.812380297	2.798099520196005	2.7981515332060316	0.009899336	0.006905885436676765	0.00689971834950092
