Frequency/GHz, Amplitude rel., Phase
  1250.0,  1.666843E-1,    94.16096
  1260.0,  1.640888E-1,    94.93036
  1270.0,  1.608843E-1,    95.69239
  1280.0,  1.586051E-1,    96.45070
  1290.0,  1.562624E-1,    97.21335
  1300.0,  1.524394E-1,    97.97327
  1310.0,  1.481909E-1,    98.72354
  1320.0,  1.442653E-1,    99.47231
  1330.0,  1.397497E-1,   100.22344
  1340.0,  1.348612E-1,   100.97244
  1350.0,  1.303690E-1,   101.72267
  1360.0,  1.258751E-1,   102.47575
  1370.0,  1.217679E-1,   103.22486
  1380.0,  1.189844E-1,   103.97437
  1390.0,  1.163806E-1,   104.73151
  1400.0,  1.128473E-1,   105.48422
  1410.0,  1.097515E-1,   106.22400
  1420.0,  1.077312E-1,   106.96574
  1430.0,  1.051444E-1,   107.71684
  1440.0,  1.015296E-1,   108.46611
  1450.0,  9.803115E-2,   109.21141
  1460.0,  9.488528E-2,   109.96035
  1470.0,  9.179712E-2,   110.71221
  1480.0,  8.902963E-2,   111.46382
  1490.0,  8.671714E-2,   112.21604
  1500.0,  8.469292E-2,   112.96913
  1510.0,  8.268211E-2,   113.72340
  1520.0,  8.026949E-2,   114.47691
  1530.0,  7.748151E-2,   115.22494
  1540.0,  7.470748E-2,   115.96935
  1550.0,  7.184997E-2,   116.71577
  1560.0,  6.874802E-2,   117.46190
  1570.0,  6.590262E-2,   118.20521
  1580.0,  6.357559E-2,   118.95317
  1590.0,  6.122913E-2,   119.70717
  1600.0,  5.887712E-2,   120.45571
  1610.0,  5.714179E-2,   121.20043
  1620.0,  5.555961E-2,   121.95239
  1630.0,  5.348247E-2,   122.70291
  1640.0,  5.142562E-2,   123.44695
  1650.0,  4.922642E-2,   124.19771
  1660.0,  4.617173E-2,   124.94343
  1670.0,  4.342079E-2,   125.66242
  1680.0,  4.224032E-2,   126.38246
  1690.0,  4.146384E-2,   127.13682
  1700.0,  3.974831E-2,   127.90596
  1710.0,  3.749847E-2,   128.65608
  1720.0,  3.586305E-2,   129.38318
  1730.0,  3.506116E-2,   130.11398
  1740.0,  3.417594E-2,   130.86146
  1750.0,  3.272772E-2,   131.60810
  1760.0,  3.117263E-2,   132.34327
  1770.0,  2.977952E-2,   133.07673
  1780.0,  2.839924E-2,   133.81321
  1790.0,  2.705245E-2,   134.54801
  1800.0,  2.593843E-2,   135.28016
  1810.0,  2.511649E-2,   136.01635
  1820.0,  2.435983E-2,   136.75958
  1830.0,  2.353919E-2,   137.50088
  1840.0,  2.278381E-2,   138.23774
  1850.0,  2.199814E-2,   138.97623
  1860.0,  2.104589E-2,   139.71008
  1870.0,  2.013998E-2,   140.43552
  1880.0,  1.935905E-2,   141.16408
  1890.0,  1.855855E-2,   141.89895
  1900.0,  1.775213E-2,   142.63599
  1910.0,  1.696513E-2,   143.37425
  1920.0,  1.622174E-2,   144.10780
  1930.0,  1.565199E-2,   144.83593
  1940.0,  1.522005E-2,   145.56720
  1950.0,  1.477689E-2,   146.30062
  1960.0,  1.431957E-2,   147.03219
  1970.0,  1.384008E-2,   147.76545
  1980.0,  1.327921E-2,   148.49970
  1990.0,  1.267919E-2,   149.23115
  2000.0,  1.211332E-2,   149.96098
  2010.0,  1.162084E-2,   150.69188
  2020.0,  1.120067E-2,   151.42748
  2030.0,  1.078953E-2,   152.16574
  2040.0,  1.041346E-2,   152.89705
  2050.0,  1.016668E-2,   153.62526
  2060.0,  9.957990E-3,   154.36195
  2070.0,  9.656460E-3,   155.10045
  2080.0,  9.315983E-3,   155.83257
  2090.0,  8.982088E-3,   156.56443
  2100.0,  8.627084E-3,   157.29793
  2110.0,  8.280657E-3,   158.03186
  2120.0,  7.950043E-3,   158.76875
  2130.0,  7.640347E-3,   159.50402
  2140.0,  7.405516E-3,   160.23998
  2150.0,  7.167845E-3,   160.98341
  2160.0,  6.867505E-3,   161.71610
  2170.0,  6.666181E-3,   162.43248
  2180.0,  6.546885E-3,   163.16321
  2190.0,  6.300805E-3,   163.90300
  2200.0,  6.018304E-3,   164.62593
  2210.0,  5.824607E-3,   165.35259
  2220.0,  5.584282E-3,   166.09335
  2230.0,  5.322180E-3,   166.82300
  2240.0,  5.168949E-3,   167.55356
  2250.0,  5.007189E-3,   168.30259
  2260.0,  4.768031E-3,   169.04077
  2270.0,  4.594901E-3,   169.75585
  2280.0,  4.516723E-3,   170.47666
  2290.0,  4.420482E-3,   171.21234
  2300.0,  4.273173E-3,   171.95118
  2310.0,  4.096296E-3,   172.69129
  2320.0,  3.888591E-3,   173.43306
  2330.0,  3.662666E-3,   174.17006
  2340.0,  3.454483E-3,   174.89836
  2350.0,  3.288666E-3,   175.61912
  2360.0,  3.177160E-3,   176.33645
  2370.0,  3.104439E-3,   177.05958
  2380.0,  3.018750E-3,   177.78723
  2390.0,  2.916218E-3,   178.50163
  2400.0,  2.856333E-3,   179.20524
  2410.0,  2.827203E-3,   179.92520
  2420.0,  2.758170E-3,   180.66123
  2430.0,  2.659905E-3,   181.39488
  2440.0,  2.569848E-3,   182.13178
  2450.0,  2.461472E-3,   182.87535
  2460.0,  2.341554E-3,   183.60307
  2470.0,  2.276324E-3,   184.31456
  2480.0,  2.256668E-3,   185.03879
  2490.0,  2.215936E-3,   185.77389
  2500.0,  2.153284E-3,   186.49870
  2510.0,  2.097984E-3,   187.21582
  2520.0,  2.043038E-3,   187.93460
  2530.0,  1.987287E-3,   188.65286
  2540.0,  1.945458E-3,   189.37666
  2550.0,  1.905085E-3,   190.11636
  2560.0,  1.844106E-3,   190.86369
  2570.0,  1.777998E-3,   191.60100
  2580.0,  1.738017E-3,   192.33369
  2590.0,  1.700472E-3,   193.07756
  2600.0,  1.637519E-3,   193.81092
  2610.0,  1.602614E-3,   194.52414
  2620.0,  1.588723E-3,   195.26778
  2630.0,  1.490434E-3,   196.02622
  2640.0,  1.362505E-3,   196.70919
  2650.0,  1.367170E-3,   197.36124
  2660.0,  1.422486E-3,   198.10407
  2670.0,  1.391153E-3,   198.88411
  2680.0,  1.325434E-3,   199.62412
  2690.0,  1.301650E-3,   200.34668
  2700.0,  1.290034E-3,   201.08804
  2710.0,  1.259714E-3,   201.83023
  2720.0,  1.225740E-3,   202.55886
  2730.0,  1.199011E-3,   203.27975
  2740.0,  1.185819E-3,   203.99999
  2750.0,  1.183278E-3,   204.74220
  2760.0,  1.145770E-3,   205.51016
  2770.0,  1.064664E-3,   206.24554
  2780.0,  1.027479E-3,   206.92585
  2790.0,  1.054984E-3,   207.64154
  2800.0,  1.058310E-3,   208.40835
  2810.0,  1.024410E-3,   209.15967
  2820.0,  9.997637E-4,   209.88702
  2830.0,  9.842191E-4,   210.61530
  2840.0,  9.693645E-4,   211.34077
  2850.0,  9.615630E-4,   212.06962
  2860.0,  9.495063E-4,   212.81145
  2870.0,  9.246276E-4,   213.55550
  2880.0,  8.956238E-4,   214.29042
  2890.0,  8.771246E-4,   215.01843
  2900.0,  8.723992E-4,   215.75833
  2910.0,  8.622175E-4,   216.51793
  2920.0,  8.351147E-4,   217.27353
  2930.0,  8.085000E-4,   218.00646
  2940.0,  7.977737E-4,   218.73470
  2950.0,  7.875484E-4,   219.48237
  2960.0,  7.539169E-4,   220.23239
  2970.0,  7.143885E-4,   220.94157
  2980.0,  7.156521E-4,   221.63765
  2990.0,  7.332421E-4,   222.40375
  3000.0,  7.017465E-4,   223.20438
  3010.0,  6.455870E-4,   223.93352
  3020.0,  6.439557E-4,   224.61611
  3030.0,  6.685193E-4,   225.36875
  3040.0,  6.539924E-4,   226.14236
  3050.0,  6.311722E-4,   226.85847
  3060.0,  6.391548E-4,   227.57122
  3070.0,  6.417408E-4,   228.32826
  3080.0,  6.198740E-4,   229.08332
  3090.0,  5.994961E-4,   229.81617
  3100.0,  5.925483E-4,   230.55695
  3110.0,  5.875268E-4,   231.32266
  3120.0,  5.730055E-4,   232.09578
  3130.0,  5.568892E-4,   232.84578
  3140.0,  5.561448E-4,   233.58520
  3150.0,  5.566936E-4,   234.34530
  3160.0,  5.405170E-4,   235.09712
  3170.0,  5.254836E-4,   235.81583
  3180.0,  5.221977E-4,   236.53843
  3190.0,  5.160929E-4,   237.28138
  3200.0,  5.052566E-4,   238.02896
  3210.0,  4.957524E-4,   238.78078
  3220.0,  4.890566E-4,   239.53900
  3230.0,  4.858883E-4,   240.30469
  3240.0,  4.823114E-4,   241.07795
  3250.0,  4.737481E-4,   241.84777
  3260.0,  4.603051E-4,   242.60085
  3270.0,  4.475889E-4,   243.32888
  3280.0,  4.444218E-4,   244.04793
  3290.0,  4.451747E-4,   244.79267
  3300.0,  4.347429E-4,   245.55890
  3310.0,  4.154180E-4,   246.31684
  3320.0,  3.991036E-4,   247.06526
  3330.0,  3.874853E-4,   247.81746
  3340.0,  3.794363E-4,   248.57074
  3350.0,  3.770456E-4,   249.32422
  3360.0,  3.800499E-4,   250.08653
  3370.0,  3.831217E-4,   250.86827
  3380.0,  3.753242E-4,   251.66412
  3390.0,  3.537771E-4,   252.43656
  3400.0,  3.353036E-4,   253.16236
  3410.0,  3.308253E-4,   253.88557
  3420.0,  3.289140E-4,   254.63629
  3430.0,  3.246966E-4,   255.39173
  3440.0,  3.226028E-4,   256.14819
  3450.0,  3.203106E-4,   256.90883
  3460.0,  3.190140E-4,   257.66296
  3470.0,  3.208341E-4,   258.42933
  3480.0,  3.146142E-4,   259.21744
  3490.0,  2.974877E-4,   259.98498
  3500.0,  2.862650E-4,   260.72438
  3510.0,  2.815677E-4,   261.49827
  3520.0,  2.664879E-4,   262.29789
  3530.0,  2.487695E-4,   263.05639
  3540.0,  2.452842E-4,   263.80722
  3550.0,  2.423704E-4,   264.60074
  3560.0,  2.317102E-4,   265.36966
  3570.0,  2.293496E-4,   266.10353
  3580.0,  2.296362E-4,   266.87344
  3590.0,  2.192797E-4,   267.64078
  3600.0,  2.092524E-4,   268.37908
  3610.0,  1.969602E-4,   269.13310
  3620.0,  1.794180E-4,   269.83308
  3630.0,  1.812219E-4,   270.50212
  3640.0,  1.863365E-4,   271.30038
  3650.0,  1.679938E-4,   272.09122
  3660.0,  1.584723E-4,   272.72670
  3670.0,  1.739923E-4,   273.43752
  3680.0,  1.785412E-4,   274.25339
  3690.0,  1.729931E-4,   275.03046
  3700.0,  1.705928E-4,   275.79518
  3710.0,  1.665818E-4,   276.55340
  3720.0,  1.713379E-4,   277.29347
  3730.0,  1.809481E-4,   278.11803
  3740.0,  1.734860E-4,   278.96843
  3750.0,  1.608132E-4,   279.71111
  3760.0,  1.631298E-4,   280.42594
  3770.0,  1.642788E-4,   281.20390
  3780.0,  1.568291E-4,   281.96469
  3790.0,  1.503671E-4,   282.69782
  3800.0,  1.444463E-4,   283.43225
  3810.0,  1.414276E-4,   284.16139
  3820.0,  1.419484E-4,   284.93625
  3830.0,  1.365376E-4,   285.74174
  3840.0,  1.311294E-4,   286.49152
  3850.0,  1.384917E-4,   287.25768
  3860.0,  1.448195E-4,   288.13480
  3870.0,  1.355708E-4,   289.02235
  3880.0,  1.222849E-4,   289.80710
  3890.0,  1.185253E-4,   290.54855
  3900.0,  1.168423E-4,   291.31263
  3910.0,  1.173844E-4,   292.05823
  3920.0,  1.218089E-4,   292.85984
  3930.0,  1.141871E-4,   293.70993
  3940.0,  9.834592E-5,   294.42972
  3950.0,  9.791224E-5,   295.08522
  3960.0,  9.675766E-5,   295.89853
  3970.0,  8.158076E-5,   296.66100
  3980.0,  7.777730E-5,   297.27945
  3990.0,  8.231264E-5,   298.07140
  4000.0,  7.612480E-5,   298.89036
  4010.0,  7.572507E-5,   299.58029
  4020.0,  8.316988E-5,   300.38748
  4030.0,  7.936497E-5,   301.22161
  4040.0,  7.610150E-5,   301.89590
  4050.0,  8.166777E-5,   302.63457
  4060.0,  7.731929E-5,   303.44161
  4070.0,  7.104852E-5,   304.11520
  4080.0,  7.524917E-5,   304.85006
  4090.0,  7.296782E-5,   305.74099
  4100.0,  6.158561E-5,   306.58118
  4110.0,  5.320430E-5,   307.29963
  4120.0,  4.907910E-5,   307.95766
  4130.0,  5.259941E-5,   308.54630
  4140.0,  6.514010E-5,   309.31352
  4150.0,  6.921004E-5,   310.26286
  4160.0,  5.758686E-5,   311.16215
  4170.0,  4.525743E-5,   311.78894
  4180.0,  4.679788E-5,   312.35413
  4190.0,  5.124945E-5,   313.11245
  4200.0,  5.388790E-5,   313.91965
  4210.0,  5.774949E-5,   314.75229
  4220.0,  6.060204E-5,   315.62960
  4230.0,  5.886793E-5,   316.50199
  4240.0,  5.259803E-5,   317.29239
  4250.0,  4.777075E-5,   317.94839
  4260.0,  4.884723E-5,   318.62779
  4270.0,  4.783028E-5,   319.45025
  4280.0,  4.194788E-5,   320.30957
  4290.0,  3.589518E-5,   321.20959
  4300.0,  2.782502E-5,   322.17919
  4310.0,  2.042643E-5,   322.87013
  4320.0,  2.591433E-5,   323.49645
  4330.0,  2.957064E-5,   324.53989
  4340.0,  1.976681E-5,   325.38264
  4350.0,  1.945271E-5,   325.42690
  4360.0,  2.729608E-5,   326.13041
  4370.0,  2.598463E-5,   326.82693
  4380.0,  2.786873E-5,   327.47086
  4390.0,  2.490186E-5,   328.36682
  4400.0,  1.665930E-5,   328.98035
  4410.0,  1.878927E-5,   329.53827
  4420.0,  1.843338E-5,   330.62436
  4430.0,  1.277859E-5,   331.59526
  4440.0,  1.166265E-5,   332.37736
  4450.0,  1.099418E-5,   333.71147
  4460.0,  8.423410E-6,   335.55439
  4470.0,  8.644378E-6,   337.31540
  4480.0,  8.327360E-6,   338.48251
  4490.0,  5.472719E-6,   338.93345
  4500.0,  1.018979E-5,   338.96900
  4510.0,  1.426094E-5,   340.06774
  4520.0,  7.201417E-6,   341.52599
  4530.0,  4.964102E-6,   338.85866
  4540.0,  7.456520E-6,   339.91908
  4550.0,  1.326979E-5,   340.08230
  4560.0,  2.235844E-5,   341.21674
  4570.0,  1.814970E-5,   342.80083
  4580.0,  1.131173E-5,   345.26141
  4590.0,  1.489005E-5,   347.39650
  4600.0,  9.250575E-6,   348.77318
  4610.0,  4.405979E-6,   348.60734
  4620.0,  5.914593E-6,   349.90417
  4630.0,  9.079808E-6,   352.67970
  4640.0,  1.743375E-5,   354.49402
  4650.0,  1.685362E-5,   356.14564
  4660.0,  1.157274E-5,   358.30757
  4670.0,  1.592869E-5,   360.56129
  4680.0,  1.764379E-5,   362.20529
  4690.0,  9.864090E-6,   363.75427
  4700.0,  6.984312E-7,   366.36860
  4710.0,  1.968827E-6,   364.94672
  4720.0,  1.270179E-5,   367.43242
  4730.0,  2.578832E-5,   368.95325
  4740.0,  3.005938E-5,   370.30679
  4750.0,  2.436318E-5,   371.48218
  4760.0,  1.517195E-5,   372.37217
  4770.0,  9.307550E-6,   372.76569
  4780.0,  9.501721E-6,   373.08037
  4790.0,  8.252385E-6,   373.72233
  4800.0,  6.235749E-6,   373.81268
  4810.0,  1.125995E-5,   374.31634
  4820.0,  1.485851E-5,   375.62745
  4830.0,  1.669836E-5,   377.38301
  4840.0,  2.025125E-5,   379.22421
  4850.0,  1.874259E-5,   380.93124
  4860.0,  8.167287E-6,   382.85303
  4870.0,  6.795416E-6,   380.05235
  4880.0,  6.791677E-6,   382.18277
  4890.0,  8.366662E-6,   379.27278
  4900.0,  1.810948E-5,   380.99638
  4910.0,  1.787883E-5,   382.19033
  4920.0,  1.443003E-5,   382.91286
  4930.0,  1.477504E-5,   383.64645
  4940.0,  1.425816E-5,   384.48292
  4950.0,  1.865072E-5,   385.33735
  4960.0,  2.719796E-5,   386.56201
  4970.0,  2.991083E-5,   387.91649
  4980.0,  2.197663E-5,   389.13005
  4990.0,  1.423671E-5,   389.79480
  5000.0,  1.604402E-5,   390.71045
  5010.0,  1.320110E-5,   392.47191
  5020.0,  1.169231E-5,   394.98850
  5030.0,  1.596270E-5,   397.29297
  5040.0,  1.826521E-5,   399.26695
  5050.0,  1.444965E-5,   401.06846
  5060.0,  3.637565E-6,   403.32022
  5070.0,  1.159753E-5,   400.66497
  5080.0,  1.618342E-5,   402.37500
  5090.0,  8.850373E-6,   404.64367
  5100.0,  1.725361E-5,   407.61260
  5110.0,  2.613025E-5,   409.32845
  5120.0,  2.082369E-5,   410.75644
  5130.0,  1.251254E-5,   411.64961
  5140.0,  1.455043E-5,   412.55296
  5150.0,  1.454836E-5,   414.06375
  5160.0,  8.085986E-6,   415.62848
  5170.0,  2.879454E-6,   415.52387
  5180.0,  8.570724E-6,   416.60438
  5190.0,  1.155653E-5,   418.29543
  5200.0,  1.236598E-5,   419.90377
  5210.0,  1.054958E-5,   421.52023
  5220.0,  7.789937E-6,   423.72142
  5230.0,  1.132901E-5,   425.93894
  5240.0,  1.011497E-5,   427.28440
  5250.0,  1.001426E-5,   427.24479
  5260.0,  2.044446E-5,   428.14149
  5270.0,  1.804883E-5,   429.28533
  5280.0,  1.104169E-5,   429.66991
  5290.0,  1.614164E-5,   430.43337
  5300.0,  1.263420E-5,   432.11416
  5310.0,  7.575706E-6,   434.76857
  5320.0,  9.271569E-6,   437.23187
  5330.0,  7.757248E-6,   439.07137
  5340.0,  6.347889E-6,   440.05134
  5350.0,  1.039581E-5,   441.12932
  5360.0,  9.498269E-6,   442.79521
  5370.0,  4.811546E-6,   445.57649
  5380.0,  7.607183E-6,   448.12969
  5390.0,  2.845041E-6,   450.55288
  5400.0,  8.893072E-6,   447.60807
  5410.0,  1.191682E-5,   448.91478
  5420.0,  1.183560E-5,   449.62672
  5430.0,  1.372052E-5,   450.65008
  5440.0,  6.896597E-6,   452.33089
  5450.0,  8.675692E-6,   449.76775
  5460.0,  1.710994E-5,   451.48674
  5470.0,  1.516082E-5,   452.79365
  5480.0,  1.310543E-5,   453.42767
  5490.0,  1.821857E-5,   454.38713
  5500.0,  1.445352E-5,   455.71264
  5510.0,  3.354736E-6,   455.73315
  5520.0,  1.540020E-5,   456.14797
  5530.0,  2.031274E-5,   457.81297
  5540.0,  1.762452E-5,   459.69845
  5550.0,  1.269861E-5,   461.54711
  5560.0,  6.588379E-6,   462.62471
  5570.0,  1.099572E-5,   463.16167
  5580.0,  1.622527E-5,   464.76302
  5590.0,  1.683090E-5,   466.70494
  5600.0,  1.531543E-5,   468.67901
  5610.0,  8.244884E-6,   470.36483
  5620.0,  6.536489E-6,   469.50557
  5630.0,  1.981224E-5,   470.86307
  5640.0,  2.348658E-5,   472.37577
  5650.0,  1.520410E-5,   473.89176
  5660.0,  2.468451E-6,   476.10280
  5670.0,  9.957948E-6,   473.05211
  5680.0,  1.755633E-5,   474.39158
  5690.0,  2.289898E-5,   475.91137
  5700.0,  2.609018E-5,   477.72782
  5710.0,  2.757464E-5,   479.62044
  5720.0,  2.034404E-5,   481.37940
  5730.0,  2.023238E-6,   482.52024
  5740.0,  1.595219E-5,   481.66139
  5750.0,  1.692068E-5,   483.25919
  5760.0,  1.628560E-6,   486.17936
  5770.0,  1.854653E-5,   483.05213
  5780.0,  2.339524E-5,   484.55759
  5790.0,  1.467312E-5,   485.79521
  5800.0,  1.000182E-5,   486.40810
  5810.0,  1.283487E-5,   487.85396
  5820.0,  1.793697E-5,   489.88681
  5830.0,  2.148295E-5,   491.71750
  5840.0,  1.311223E-5,   493.57497
  5850.0,  1.107630E-5,   490.79906
  5860.0,  2.601187E-5,   492.69993
  5870.0,  2.527846E-5,   494.15152
  5880.0,  1.495213E-5,   494.95351
  5890.0,  2.300577E-5,   495.60066
  5900.0,  2.981322E-5,   497.17553
  5910.0,  2.420583E-5,   499.12589
  5920.0,  1.730129E-5,   501.72624
  5930.0,  2.590337E-5,   504.13624
  5940.0,  2.874647E-5,   505.84262
  5950.0,  1.982531E-5,   507.25515
  5960.0,  7.952321E-6,   508.78904
  5970.0,  9.804688E-6,   511.87616
  5980.0,  2.036515E-5,   513.55552
  5990.0,  1.936326E-5,   515.12048
  6000.0,  8.143570E-6,   516.65344
  6010.0,  5.328712E-6,   516.19701
  6020.0,  1.460840E-5,   517.76041
  6030.0,  1.816703E-5,   519.39034
  6040.0,  1.242235E-5,   520.81726
  6050.0,  4.480580E-6,   521.92725
  6060.0,  4.295639E-6,   524.06341
  6070.0,  1.623241E-5,   525.64992
  6080.0,  2.849315E-5,   526.98533
  6090.0,  2.935921E-5,   528.32739
  6100.0,  1.568715E-5,   529.70612
  6110.0,  3.329339E-6,   528.42101
  6120.0,  1.266721E-5,   529.95753
  6130.0,  1.215267E-5,   532.33249
  6140.0,  1.701060E-5,   534.87018
  6150.0,  1.700280E-5,   537.05848
  6160.0,  1.084569E-5,   539.61804
  6170.0,  9.425059E-6,   536.51042
  6180.0,  1.734978E-5,   539.37361
  6190.0,  2.461900E-5,   541.50240
  6200.0,  1.731935E-5,   543.55599
  6210.0,  1.190946E-5,   546.56470
  6220.0,  1.886274E-5,   548.51979
  6230.0,  1.835415E-5,   549.44866
  6240.0,  2.320639E-5,   550.22226
  6250.0,  1.997130E-5,   551.29438
  6260.0,  1.079055E-5,   551.76097
  6270.0,  1.482730E-5,   552.48203
  6280.0,  1.539138E-5,   554.46997
  6290.0,  2.305664E-5,   556.56920
  6300.0,  2.641863E-5,   558.05734
  6310.0,  1.853559E-5,   559.13357
  6320.0,  9.449113E-6,   559.53665
  6330.0,  1.002373E-5,   559.37335
  6340.0,  1.583359E-5,   559.86512
  6350.0,  1.992215E-5,   560.85740
  6360.0,  1.693280E-5,   562.34138
  6370.0,  1.216502E-5,   564.63213
  6380.0,  1.326421E-5,   567.04901
  6390.0,  1.066918E-5,   569.71935
  6400.0,  1.791060E-5,   572.38279
  6410.0,  1.846774E-5,   574.40148
  6420.0,  8.189906E-6,   576.99683
  6430.0,  1.238675E-5,   580.11446
  6440.0,  1.136763E-5,   582.39774
  6450.0,  9.783994E-6,   585.14311
  6460.0,  7.268742E-6,   587.30096
  6470.0,  6.805989E-6,   585.46673
  6480.0,  2.172279E-5,   587.09553
  6490.0,  2.676949E-5,   588.46888
  6500.0,  2.235997E-5,   589.62985
  6510.0,  1.758724E-5,   590.50651
  6520.0,  1.693831E-5,   591.44004
  6530.0,  1.239702E-5,   592.62139
  6540.0,  4.686807E-6,   592.66345
  6550.0,  1.553636E-5,   593.25774
  6560.0,  1.902524E-5,   594.86400
  6570.0,  1.035269E-5,   596.63044
  6580.0,  4.008475E-6,   595.92445
  6590.0,  1.858076E-5,   597.69010
  6600.0,  2.816398E-5,   599.56434
  6610.0,  2.387977E-5,   601.40613
  6620.0,  1.109272E-5,   603.48788
  6630.0,  4.557909E-6,   605.66928
  6640.0,  9.874857E-6,   605.51553
  6650.0,  2.521936E-5,   606.78493
  6660.0,  2.913846E-5,   608.05902
  6670.0,  1.688610E-5,   609.12119
  6680.0,  1.076079E-5,   608.39202
