Frequency/GHz	real_ε	real_ε_SG_filtered	real_ε_SG_filtered+RA	loss_T	loss_T_SG_filtered	loss_T_SG_filtered+RA
500.0	2.743516789	2.742101164925332	2.7398242993616706	0.013404267	0.013575104745673621	0.013480082766772998
500.333333333333	2.744541154	2.7421808571587887	2.739924614482391	0.013358554	0.013559826071359003	0.013471445794466576
500.66666666666697	2.743126928	2.7422451105317576	2.7400117476449006	0.013284811	0.013543731175446912	0.01346254882884461
501.0	2.741983856	2.7422939634239683	2.7400859220884892	0.013453115	0.013526866747711058	0.013453434920736062
501.333333333333	2.743467964	2.742327470831442	2.74014737620891	0.013576594	0.013509284788683913	0.013444147938565677
501.66666666666697	2.74284576	2.7423457062708767	2.740196363730319	0.01408706	0.013491042666342571	0.013434732441839955
502.0	2.74156514	2.7423487637085278	2.7402331538178184	0.014240018	0.013472203134971278	0.013425233549195151
502.333333333333	2.741908689	2.7423367594977557	2.7402580311282647	0.013605825	0.013452834313904866	0.013415696801783285
502.66666666666697	2.742042724	2.7423098343084082	2.7402712957973088	0.012740059	0.01343300962403967	0.013406168022819473
503.0	2.744502115	2.7422681550301777	2.740273263361084	0.012605814	0.013412807680202386	0.013396693174154681
503.333333333333	2.745240223	2.7422119166312235	2.7402642646113375	0.013359242	0.013392312137691528	0.013387318210772091
503.66666666666697	2.744604973	2.7421413439526083	2.7402446453832408	0.013844953	0.013371611491549583	0.013378088934132263
504.0	2.741918757	2.742056693418408	2.740214766275549	0.013872696	0.013350798827385211	0.013369050845311151
504.333333333333	2.74136921	2.741958254640907	2.740175002303245	0.01330956	0.013329971522842144	0.013360248998885991
504.66666666666697	2.742911023	2.741846351899861	2.740125742483239	0.013164345	0.013309230899103484	0.013351727858526143
505.0	2.742796526	2.741721345474619	2.740067389354179	0.013807498	0.013288681822124369	0.01334353115523929
505.333333333333	2.741126465	2.7415836328078025	2.740000358431862	0.013625721	0.013268432253600798	0.01333570174920731
505.66666666666697	2.740619156	2.7414336494792932	2.7399250776021984	0.013039912	0.01324859275200548	0.013328281496120543
506.0	2.740960867	2.741271869969547	2.739841986454116	0.012506554	0.013229275924349996	0.013321311118884205
506.333333333333	2.743904179	2.741098808191584	2.739751535553282	0.012316215	0.01321059582966451	0.013314830057953862
506.66666666666697	2.744461565	2.7409150177716075	2.7396541856572787	0.013331588	0.01319266733551854	0.013308876343605924
507.0	2.742660673	2.7407210920588385	2.7395504068771843	0.014093026	0.013175605429236426	0.01330348647412285
507.333333333333	2.739729426	2.7405176322788503	2.7394406777889815	0.013952041	0.013159474422026484	0.013298695300592852
507.66666666666697	2.739179256	2.7403052924502607	2.739325484498534	0.012988105	0.01314437366649613	0.01329453591898761
508.0	2.740862323	2.740084761070035	2.739205319664195	0.012781879	0.013130399935787986	0.013291039570141052
508.333333333333	2.74010571	2.7398567598030983	2.7390806814813877	0.013309289	0.01311764684190393	0.013288235548208226
508.66666666666697	2.738470266	2.7396220419089508	2.7389520726337926	0.012926019	0.013106204260251856	0.013286151118135745
509.0	2.738719035	2.7393813904079867	2.738820027040513	0.01255089	0.013096157764845798	0.013284836630431627
509.333333333333	2.739173632	2.7391356159924176	2.7386850597171812	0.012350175	0.013087588078606487	0.013284317286453911
509.66666666666697	2.741213952	2.7388855546888182	2.7385476871695804	0.012144345	0.013080570543187916	0.013284615700524695
510.0	2.741836282	2.7386320652815095	2.7384084261296233	0.013375231	0.013075174612694697	0.013285751781881013
510.333333333333	2.739309463	2.738376026508063	2.738267792257628	0.014002018	0.013071463375554395	0.013287742624052596
510.66666666666697	2.736902983	2.7381183340403035	2.7381262988151276	0.013729941	0.013069493108668291	0.013290602402274117
511.0	2.735648336	2.7378598972661594	2.7379844553126538	0.012880733	0.013069312867783069	0.01329434227952906
511.333333333333	2.736976237	2.7376016358895927	2.737842766137158	0.012477147	0.013070964117805027	0.013298970321811102
511.66666666666697	2.736660656	2.7373444763676544	2.7377017291639603	0.012906219	0.01307448040651824	0.013304491423177
512.0	2.735979319	2.7370893482053322	2.737561834358262	0.012898386	0.013079887084869131	0.013310907241152527
512.333333333333	2.735696742	2.736837180130407	2.737423562371495	0.012611942	0.013087201076643826	0.013318216143039874
512.666666666667	2.736238911	2.7365888961718476	2.7372873831379017	0.012350342	0.013096430699992518	0.01332641316366139
513.0	2.738741666	2.7363454116664956	2.7371537544769438	0.012570398	0.013107575542848937	0.013335489975060255
513.333333333333	2.738252153	2.7361076292197324	2.7370231207072306	0.013558366	0.013120626393855313	0.013345434868663733
513.666666666667	2.73494366	2.735876434646656	2.7368959112778284	0.013836659	0.01313556522993565	0.013356232750398999
514.0	2.733373016	2.735652692920823	2.7367725394229034	0.013397938	0.01315236526116632	0.013367865149234933
514.333333333333	2.733281643	2.735437244157988	2.736653400845742	0.012796125	0.013170991033075109	0.01338031023960548
514.666666666667	2.734926036	2.7352308996623838	2.736538872438295	0.012522209	0.013191398585961663	0.013393542878151303
515.0	2.73508955	2.7350344380629266	2.736429311042987	0.013044405	0.013213535670276836	0.01340753465428765
515.333333333333	2.734685268	2.7348486015663935	2.7363250522626257	0.013169027	0.013237342016529588	0.01342225395531654
515.666666666667	2.734093562	2.7346740923539476	2.7362264093245794	0.013066588	0.01326274965761121	0.013437666046311258
516.0	2.733643154	2.7345115690298685	2.7361336720054	0.012754123	0.013289681646543627	0.013453733164962678
516.333333333333	2.735864959	2.7343616431089934	2.7360471056219513	0.013025262	0.013318053372577016	0.013470414631537019
516.666666666667	2.73489209	2.7342248758011802	2.7359669500950834	0.01380331	0.01334777291607428	0.01348766697405346
517.0	2.73261313	2.7341017750006857	2.7358934190917155	0.013795409	0.013378741445381044	0.013505444068747235
517.333333333333	2.731749633	2.7339927925003837	2.735826699251095	0.013567359	0.013410853653504863	0.013523697295839963
517.666666666667	2.731720747	2.7338983214495323	2.7357669500269393	0.013127546	0.01344399823218089	0.013542376544989477
518.0	2.732874006	2.733818694072512	2.7357143028663327	0.012998936	0.013478058380676389	0.01356142979444205
518.333333333333	2.733434145	2.7337541796645635	2.735668860779053	0.013362462	0.013512912346484931	0.013580803318768065
518.666666666667	2.733004322	2.7337049828790176	2.7356306980131877	0.013628839	0.013548433994884625	0.013600441907102256
519.0	2.732606507	2.733671242318951	2.7355998598402484	0.013541456	0.013584493404184725	0.013620289091028578
