freq(GHz)	real_ε	real_ε_SG_filtered	real_ε_SG_filtered+RA	loss_T	loss_T_SG_filtered	loss_T_SG_filtered+RA
50.0	2.763353183	2.7464185912328056	2.7463577580322753	0.005834593	0.006065917479787512	0.006063293496327144
50.033333333333005	2.76420354	2.7465468761274114	2.7464858864371036	0.007210288	0.006060569281862704	0.006058700711495009
50.066666666667	2.766140828	2.7466759650484214	2.7466148488809043	0.008556749	0.0060541008974279425	0.006052994730735829
50.1	2.767698952	2.746805937206937	2.746744705708463	0.010632842	0.0060465669674952555	0.006046225361741805
50.133333333333	2.766225574	2.7469368831268506	2.7468755294585505	0.013277219	0.006038029413490056	0.006038449621663505
50.166666666667	2.765313552	2.7470689014096115	2.747007402027881	0.016980378	0.006028557091057479	0.00602973143088935
50.2	2.748596419	2.7472020954563257	2.7471404117543794	0.023195562	0.0060182253941741815	0.006020141257129626
50.233333333333	2.725680721	2.7473365702337884	2.7472746505011196	0.022788949	0.006007115813617594	0.006009755713444036
50.266666666667	2.713450084	2.7474724291704247	2.7474102108222396	0.016000226	0.005995315454231407	0.005998657114226775
50.3	2.705534464	2.7476097712662373	2.7475471832909175	0.010076805	0.005982916515749376	0.0059869329934822135
50.333333333333	2.710006582	2.7477486884977864	2.747685653788289	0.005562622	0.005970015742190269	0.005974675586262319
50.366666666667	2.71485816	2.7478892635948107	2.7478257009357563	0.003175998	0.005956713845006797	0.005961981279396002
50.4	2.716475217	2.7480315682596217	2.7479673937031692	0.001807237	0.005943114905255333	0.005948950035839002
50.433333333333	2.712088298	2.7481756618937188	2.7481107892177894	0.000227496	0.00592932576004964	0.005935684796970101
50.466666666666995	2.697436596	2.7483215881005685	2.7482559307909113	-0.015410455	0.0059154553412911065	0.005922290867089458
50.5	2.756130959	2.748469372884282	2.7484028461706824	-0.006313259	0.005901614022394312	0.005908875284242958
50.533333333333005	2.74779973	2.7486190231304524	2.748551546021202	-0.00622571	0.005887912958604182	0.005895546181310926
50.566666666667	2.755538314	2.748770525379992	2.7487020226195242	-0.007583122	0.005874463424928589	0.005882412141070613
50.6	2.772391457	2.7489238449016433	2.748854248753948	-0.01119259	0.0058613761554249764	0.005869581548681989
50.633333333333	2.78956213	2.7490789250639494	2.749008176799074	-0.004615887	0.005848760687284381	0.005857161944769086
50.666666666667	2.795389208	2.7492356870029813	2.749163738214493	0.001598667	0.005836724712869947	0.005845259385706787
50.7	2.798005294	2.749394029578031	2.7493208433200778	0.007280287	0.005825373442603665	0.005833977812381768
50.733333333333	2.793251647	2.7495538296038613	2.7494793813401306	0.013884714	0.005814808981369098	0.005823418430366844
50.766666666667	2.775726012	2.7497149423449794	2.7496392207053435	0.018688712	0.005805129720920606	0.005813679104280601
50.8	2.755695504	2.749877202254756	2.7498002095987117	0.018360754	0.005796429750668122	0.005804853768974214
50.833333333333	2.74911007	2.750040423940133	2.749962176729163	0.014366339	0.005788798289144116	0.00579703186009885
50.866666666667	2.75460296	2.7502044033309794	2.750124932314781	0.012111844	0.005782319138454941	0.005790297766560421
50.9	2.762951278	2.7503689190321206	2.750288269256111	0.018130772	0.005777070164066155	0.005784730307361205
50.933333333333	2.720514403	2.750533733835328	2.750451964479086	0.017433707	0.005773122802361105	0.0057804022353542955
50.966666666666995	2.726971114	2.750698596368459	2.75061578042668	0.009668096	0.005770541598530748	0.005777379770488434
51.0	2.732410494	2.7508632428591637	2.7507794666784022	0.007177812	0.0057693837774856534	0.005775722165187225
51.033333333333005	2.736587919	2.751027398991331	2.750942761677213	0.007143916	0.0057696988506115	0.005775481304576397
51.066666666667	2.740208333	2.7511907818336074	2.751105394544374	0.006953789	0.005771528261300008	0.0057767013443334
51.1	2.738023163	2.7513531018209205	2.7512670869641207	0.006380863	0.005774905072261991	0.00577941838897327
51.133333333333	2.736897892	2.751514064771982	2.7514275551218135	0.007770717	0.005779853697656029	0.005783660213392118
51.166666666667	2.731548493	2.751673373928236	2.7515865116814817	0.00724268	0.0057863896830358365	0.005789446030455054
51.2	2.72648077	2.7518307320025936	2.7517436677803984	0.005243173	0.005794519536024972	0.005796786307248966
51.233333333333	2.720620392	2.751985843229584	2.7518987350236452	0.00244145	0.005804240610464854	0.005805682632486706
51.266666666667	2.708916759	2.7521384154122575	2.7520514274622867	-0.003767154	0.005815541046549577	0.0058161276373212365
51.3	2.74986131	2.7522881619651383	2.7522014635394974	-0.029146487	0.005828399769160109	0.0058281049715362705
51.333333333333	2.786208237	2.752434803848336	2.7523485679895723	-0.010818126	0.0058427865454247834	0.005841589336726171
51.366666666667	2.792758147	2.752578071423798	2.752492473675324	-0.004075814	0.005858662102988901	0.005856546577667186
51.4	2.796196304	2.7527177062200248	2.752632923349737	0.00246182	0.005875978309645317	0.005872933832620803
51.433333333333	2.801377047	2.752853462593023	2.752769671328009	0.010199169	0.00589467841441233	0.005890699742805787
51.466666666666995	2.755453469	2.752985109272733	2.7529024850561017	0.01327095	0.005914697349555019	0.005909784720737011
51.5	2.767864968	2.7531124307857526	2.753031146561675	0.008281383	0.005935962092445995	0.005930121276564958
51.533333333333005	2.773322359	2.753235228746722	2.7531554537835823	0.009038198	0.0059583920855611466	0.0059516344010505
51.566666666667	2.775236487	2.7533533230123055	2.7532752217729444	0.011826106	0.005981899712314689	0.005974242003213746
51.6	2.772348637	2.753466552693187	2.753390283760196	0.013631073	0.006006390825861828	0.005997855400134455
