sample_signal_time	sample_signal_y	reference_signal_time	reference_signal_y	fft_sample	fft_reference	fft_freq	measured_H	fft_freq_masked	measured_H_masked	magH	phaseH	magH_masked	phaseH_masked	freq_mask_boolean	dynamic_range_db	alpha_max
 (1.675000000000000000e+03+0.000000000000000000e+00j)	 (-2.421799999999999994e-02+0.000000000000000000e+00j)	 (1.675000000000000000e+03+0.000000000000000000e+00j)	 (-2.621400000000000119e-02+0.000000000000000000e+00j)	 (-4.854206196901553194e-02+0.000000000000000000e+00j)	 (-8.239994402798599404e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.891030939599776334e-02-0.000000000000000000e+00j)	 (3.030303030303028564e+11+0.000000000000000000e+00j)	 (8.674300066534245124e-01+4.604727429483482931e-02j)	 (-2.459617392700761940e+01+0.000000000000000000e+00j)	 (1.871893011774217463e-01+0.000000000000000000e+00j)	 (-1.223090020856108850e+00+0.000000000000000000e+00j)	 (-1.232614637850233841e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.431853833385855523e+01+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (1.675049999999999955e+03+0.000000000000000000e+00j)	 (-6.885999999999999760e-03+0.000000000000000000e+00j)	 (1.675049999999999955e+03+0.000000000000000000e+00j)	 (-1.415499999999999918e-02+0.000000000000000000e+00j)	 (1.440179130285525466e-01-1.079726017089898196e-02j)	 (1.821428922511212356e-01+3.321527608554068062e-02j)	 (9.775171065493640900e+09+0.000000000000000000e+00j)	 (7.547766282746988242e-01-1.969188795602635766e-01j)	 (3.128054740957965088e+11+0.000000000000000000e+00j)	 (7.575428506676116225e-01-3.349204416352241087e-01j)	 (-2.157645382121856859e+00+0.000000000000000000e+00j)	 (-6.801867871167607826e-02+0.000000000000000000e+00j)	 (-1.636487431146209426e+00+0.000000000000000000e+00j)	 (-1.279545807591373219e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.135031789803261404e+01+0.000000000000000000e+00j)	 (6.284533865976920453e+01+0.000000000000000000e+00j)
 (1.675099999999999909e+03+0.000000000000000000e+00j)	 (-7.302000000000000331e-03+0.000000000000000000e+00j)	 (1.675099999999999909e+03+0.000000000000000000e+00j)	 (1.503999999999999912e-03+0.000000000000000000e+00j)	 (-1.378410424675471091e-01+1.628672164624887508e-01j)	 (-1.374669585458792032e-01+3.419339483336322066e-02j)	 (1.955034213098728180e+10+0.000000000000000000e+00j)	 (1.221825011225612156e+00-8.808580092063349465e-01j)	 (3.225806451612901611e+11+0.000000000000000000e+00j)	 (5.735496322415751802e-01-5.424627471498250086e-01j)	 (3.557899330401085969e+00+0.000000000000000000e+00j)	 (-4.374501174309213258e-01+0.000000000000000000e+00j)	 (-2.053551248875463031e+00+0.000000000000000000e+00j)	 (-1.313673135490503974e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.902468446675047176e+01+0.000000000000000000e+00j)	 (6.091015645864134598e+01+0.000000000000000000e+00j)
 (1.675150000000000091e+03+0.000000000000000000e+00j)	 (1.565799999999999831e-02+0.000000000000000000e+00j)	 (1.675150000000000091e+03+0.000000000000000000e+00j)	 (9.915000000000000202e-03+0.000000000000000000e+00j)	 (-5.452135496144282223e-02-1.530342046271499501e-01j)	 (1.820667697882829839e-01-1.106120099327558282e-01j)	 (2.932551319648092270e+10+0.000000000000000000e+00j)	 (1.542613706216689196e-01-7.468196669047283409e-01j)	 (3.323558162267838135e+11+0.000000000000000000e+00j)	 (3.487517537934040623e-01-7.697650513895659685e-01j)	 (-2.354232566787510361e+00+0.000000000000000000e+00j)	 (-1.179913987048190505e+00+0.000000000000000000e+00j)	 (-1.462008173016319468e+00+0.000000000000000000e+00j)	 (-1.352457977612464290e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.256896315062472524e+01+0.000000000000000000e+00j)	 (6.339499190584037791e+01+0.000000000000000000e+00j)
 (1.675200000000000045e+03+0.000000000000000000e+00j)	 (2.274699999999999986e-02+0.000000000000000000e+00j)	 (1.675200000000000045e+03+0.000000000000000000e+00j)	 (2.895000000000000004e-02+0.000000000000000000e+00j)	 (-1.530705705545916395e-02-3.002165224096939311e-02j)	 (7.571136777473383428e-02-9.513640167773158504e-03j)	 (3.910068426197456360e+10+0.000000000000000000e+00j)	 (-1.499819578629514316e-01-4.153739067732248325e-01j)	 (3.421309872922774048e+11+0.000000000000000000e+00j)	 (-4.262572135340394336e-02-8.167856198231452369e-01j)	 (-7.098984231138654621e+00+0.000000000000000000e+00j)	 (-1.730115700253172628e+00+0.000000000000000000e+00j)	 (-1.746026408336298186e+00+0.000000000000000000e+00j)	 (-1.400211749942907780e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.365125948213481877e+01+0.000000000000000000e+00j)	 (5.643876904819880025e+01+0.000000000000000000e+00j)
 (1.675250000000000000e+03+0.000000000000000000e+00j)	 (4.204600000000000004e-02+0.000000000000000000e+00j)	 (1.675250000000000000e+03+0.000000000000000000e+00j)	 (4.274300000000000321e-02+0.000000000000000000e+00j)	 (-8.514568005115703830e-02-1.613555073826922204e-01j)	 (2.617762905621007774e-01-1.341740310645381414e-02j)	 (4.887585532746820068e+10+0.000000000000000000e+00j)	 (-2.928987068182809517e-01-6.313996085990900564e-01j)	 (3.519061583577710571e+11+0.000000000000000000e+00j)	 (-2.995127647339014265e-01-7.072548993284816232e-01j)	 (-3.147464514783679057e+00+0.000000000000000000e+00j)	 (-1.817950012096568368e+00+0.000000000000000000e+00j)	 (-2.292088020410450344e+00+0.000000000000000000e+00j)	 (-1.435056547669944749e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.437000056921363011e+01+0.000000000000000000e+00j)	 (6.483447222183954750e+01+0.000000000000000000e+00j)
 (1.675299999999999955e+03+0.000000000000000000e+00j)	 (4.872699999999999948e-02+0.000000000000000000e+00j)	 (1.675299999999999955e+03+0.000000000000000000e+00j)	 (6.600799999999999723e-02+0.000000000000000000e+00j)	 (4.570292942544391924e-04+2.596125100087397913e-02j)	 (4.454325667274144918e-02+9.001832800167752779e-03j)	 (5.865102639296184540e+10+0.000000000000000000e+00j)	 (1.230217151812742216e-01+5.579706547418155083e-01j)	 (3.616813294232647095e+11+0.000000000000000000e+00j)	 (-5.710868789501061249e-01-5.814689293833457118e-01j)	 (-4.861625820490599992e+00+0.000000000000000000e+00j)	 (1.540976938589769807e+00+0.000000000000000000e+00j)	 (-1.776708304330129939e+00+0.000000000000000000e+00j)	 (-1.472636819648231210e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.914948385953636034e+01+0.000000000000000000e+00j)	 (5.230991479144395839e+01+0.000000000000000000e+00j)
 (1.675349999999999909e+03+0.000000000000000000e+00j)	 (6.653199999999999392e-02+0.000000000000000000e+00j)	 (1.675349999999999909e+03+0.000000000000000000e+00j)	 (6.546299999999999342e-02+0.000000000000000000e+00j)	 (-7.518012164828363764e-03-1.670097871942008705e-01j)	 (1.032699912224471911e-01+2.411317084480586737e-01j)	 (6.842619745845549011e+10+0.000000000000000000e+00j)	 (-5.965444328998057433e-01-2.243053248062771288e-01j)	 (3.714565004887583618e+11+0.000000000000000000e+00j)	 (-7.568874999346668631e-01-2.486205517054545233e-01j)	 (-3.912834543866004822e+00+0.000000000000000000e+00j)	 (-2.594749475757068602e+00+0.000000000000000000e+00j)	 (-1.974377514881612061e+00+0.000000000000000000e+00j)	 (-1.520339996482877609e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.437646457530236432e+01+0.000000000000000000e+00j)	 (6.482821585238892226e+01+0.000000000000000000e+00j)
 (1.675400000000000091e+03+0.000000000000000000e+00j)	 (7.133200000000000651e-02+0.000000000000000000e+00j)	 (1.675400000000000091e+03+0.000000000000000000e+00j)	 (8.599600000000000299e-02+0.000000000000000000e+00j)	 (7.849812601311272064e-02+5.359569094263290090e-01j)	 (1.592483322188013861e-01-4.348792897269039837e-01j)	 (7.820136852394912720e+10+0.000000000000000000e+00j)	 (-1.028421464488502801e+00+5.571029358585152247e-01j)	 (3.812316715542520142e+11+0.000000000000000000e+00j)	 (-7.411779975907792917e-01+3.739389126201653202e-02j)	 (1.360906656309800677e+00+0.000000000000000000e+00j)	 (-3.450857161078991098e+00+0.000000000000000000e+00j)	 (-2.590509137516293414e+00+0.000000000000000000e+00j)	 (-1.557118319675798723e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.931386857565622961e+01+0.000000000000000000e+00j)	 (6.854413721768619894e+01+0.000000000000000000e+00j)
 (1.675450000000000045e+03+0.000000000000000000e+00j)	 (7.618400000000000172e-02+0.000000000000000000e+00j)	 (1.675450000000000045e+03+0.000000000000000000e+00j)	 (8.171799999999999897e-02+0.000000000000000000e+00j)	 (7.181118939702760707e-04+1.180800220990361610e-01j)	 (2.106957787995769327e-01-1.750195726571334154e-01j)	 (8.797653958944276428e+10+0.000000000000000000e+00j)	 (-2.734439403683793790e-01+3.332861289873203514e-01j)	 (3.910068426197456055e+11+0.000000000000000000e+00j)	 (-7.066962113558745706e-01+3.141910361347440284e-01j)	 (-7.308345549389016149e+00+0.000000000000000000e+00j)	 (-3.838114205459221218e+00+0.000000000000000000e+00j)	 (-2.232003902310736976e+00+0.000000000000000000e+00j)	 (-1.593912097930971683e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.475203468753532832e+01+0.000000000000000000e+00j)	 (6.502717293468045057e+01+0.000000000000000000e+00j)
