sample_signal_time	sample_signal_y	reference_signal_time	reference_signal_y	fft_sample	fft_reference	fft_freq	measured_H	fft_freq_masked	measured_H_masked	magH	phaseH	magH_masked	phaseH_masked	freq_mask_boolean	dynamic_range_db	alpha_max
 (1.675000000000000000e+03+0.000000000000000000e+00j)	 (-2.040900000000000006e-02+0.000000000000000000e+00j)	 (1.675000000000000000e+03+0.000000000000000000e+00j)	 (-2.621400000000000119e-02+0.000000000000000000e+00j)	 (-3.452957321339335944e-02+0.000000000000000000e+00j)	 (-8.239994402798599404e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.190485032570637203e-02-0.000000000000000000e+00j)	 (3.030303030303028564e+11+0.000000000000000000e+00j)	 (8.463681522436704574e-01+1.251958427729978410e-02j)	 (-2.755471412407403875e+01+0.000000000000000000e+00j)	 (1.906696746636342421e-01+0.000000000000000000e+00j)	 (-1.447863576268429764e+00+0.000000000000000000e+00j)	 (-1.236090989251377259e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.431853833385855523e+01+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (1.675049999999999955e+03+0.000000000000000000e+00j)	 (-8.288000000000000228e-03+0.000000000000000000e+00j)	 (1.675049999999999955e+03+0.000000000000000000e+00j)	 (-1.415499999999999918e-02+0.000000000000000000e+00j)	 (1.385269171705433844e-01-1.774280591995451226e-02j)	 (1.821428922511212356e-01+3.321527608554068062e-02j)	 (9.775171065493640900e+09+0.000000000000000000e+00j)	 (7.188702787891249057e-01-2.285034578359655399e-01j)	 (3.128054740957965088e+11+0.000000000000000000e+00j)	 (7.231454265805847825e-01-3.496668452595061982e-01j)	 (-2.448966577465205408e+00+0.000000000000000000e+00j)	 (-1.170950802938133528e-01+0.000000000000000000e+00j)	 (-1.903014608094517612e+00+0.000000000000000000e+00j)	 (-1.282609080829691450e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.135031789803261404e+01+0.000000000000000000e+00j)	 (6.281245256732696447e+01+0.000000000000000000e+00j)
 (1.675099999999999909e+03+0.000000000000000000e+00j)	 (-7.024999999999999994e-03+0.000000000000000000e+00j)	 (1.675099999999999909e+03+0.000000000000000000e+00j)	 (1.503999999999999912e-03+0.000000000000000000e+00j)	 (-1.235375412731331835e-01+1.619825749887453814e-01j)	 (-1.374669585458792032e-01+3.419339483336322066e-02j)	 (1.955034213098728180e+10+0.000000000000000000e+00j)	 (1.122329716454638859e+00-8.991710674935901038e-01j)	 (3.225806451612901611e+11+0.000000000000000000e+00j)	 (5.409860855624967213e-01-5.472354588088635952e-01j)	 (3.155783806792329393e+00+0.000000000000000000e+00j)	 (-4.847811105528266884e-01+0.000000000000000000e+00j)	 (-2.275810338321452964e+00+0.000000000000000000e+00j)	 (-1.316684177983060700e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.902468446675047176e+01+0.000000000000000000e+00j)	 (6.088016284089680141e+01+0.000000000000000000e+00j)
 (1.675150000000000091e+03+0.000000000000000000e+00j)	 (1.119500000000000009e-02+0.000000000000000000e+00j)	 (1.675150000000000091e+03+0.000000000000000000e+00j)	 (9.915000000000000202e-03+0.000000000000000000e+00j)	 (-6.943833145232840287e-02-1.470101804538174461e-01j)	 (1.820667697882829839e-01-1.106120099327558282e-01j)	 (2.932551319648092270e+10+0.000000000000000000e+00j)	 (7.973586777668525971e-02-7.590096535243695541e-01j)	 (3.323558162267838135e+11+0.000000000000000000e+00j)	 (3.095830704782781551e-01-7.626778624395021966e-01j)	 (-2.347387684596097923e+00+0.000000000000000000e+00j)	 (-1.275458059268617328e+00+0.000000000000000000e+00j)	 (-1.690783933428039898e+00+0.000000000000000000e+00j)	 (-1.356090140252019260e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.256896315062472524e+01+0.000000000000000000e+00j)	 (6.334237310913326269e+01+0.000000000000000000e+00j)
 (1.675200000000000045e+03+0.000000000000000000e+00j)	 (2.452700000000000019e-02+0.000000000000000000e+00j)	 (1.675200000000000045e+03+0.000000000000000000e+00j)	 (2.895000000000000004e-02+0.000000000000000000e+00j)	 (-1.798823142799265210e-02-3.331093649552953340e-02j)	 (7.571136777473383428e-02-9.513640167773158504e-03j)	 (3.910068426197456360e+10+0.000000000000000000e+00j)	 (-1.794702890344815338e-01-4.625243642460789562e-01j)	 (3.421309872922774048e+11+0.000000000000000000e+00j)	 (-6.922662710033468392e-02-7.897364911278735855e-01j)	 (-6.088206759295418991e+00+0.000000000000000000e+00j)	 (-1.750265953013999232e+00+0.000000000000000000e+00j)	 (-2.017112668695436373e+00+0.000000000000000000e+00j)	 (-1.403393165837146661e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.365125948213481877e+01+0.000000000000000000e+00j)	 (5.643027263429868157e+01+0.000000000000000000e+00j)
 (1.675250000000000000e+03+0.000000000000000000e+00j)	 (3.599999999999999728e-02+0.000000000000000000e+00j)	 (1.675250000000000000e+03+0.000000000000000000e+00j)	 (4.274300000000000321e-02+0.000000000000000000e+00j)	 (-1.340586127092848190e-01-1.262502971215312131e-01j)	 (2.617762905621007774e-01-1.341740310645381414e-02j)	 (4.887585532746820068e+10+0.000000000000000000e+00j)	 (-4.861147580278893932e-01-5.071990839998941070e-01j)	 (3.519061583577710571e+11+0.000000000000000000e+00j)	 (-3.155037518014662257e-01-6.788630269981928977e-01j)	 (-3.066613917975085535e+00+0.000000000000000000e+00j)	 (-2.144301754501976909e+00+0.000000000000000000e+00j)	 (-2.515037125343298374e+00+0.000000000000000000e+00j)	 (-1.438155198225303977e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.437000056921363011e+01+0.000000000000000000e+00j)	 (6.472792245075477524e+01+0.000000000000000000e+00j)
 (1.675299999999999955e+03+0.000000000000000000e+00j)	 (4.997900000000000259e-02+0.000000000000000000e+00j)	 (1.675299999999999955e+03+0.000000000000000000e+00j)	 (6.600799999999999723e-02+0.000000000000000000e+00j)	 (1.405763823170519400e-02+3.913269221774411111e-02j)	 (4.454325667274144918e-02+9.001832800167752779e-03j)	 (5.865102639296184540e+10+0.000000000000000000e+00j)	 (4.737894027803691843e-01+7.827833399698731487e-01j)	 (3.616813294232647095e+11+0.000000000000000000e+00j)	 (-5.768196490768507934e-01-5.422251716407162636e-01j)	 (-7.715721246287164936e-01+0.000000000000000000e+00j)	 (1.217185996636801937e+00+0.000000000000000000e+00j)	 (-2.029201784507095763e+00+0.000000000000000000e+00j)	 (-1.476279987852093356e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.914948385953636034e+01+0.000000000000000000e+00j)	 (5.220819447542645264e+01+0.000000000000000000e+00j)
 (1.675349999999999909e+03+0.000000000000000000e+00j)	 (5.444999999999999840e-02+0.000000000000000000e+00j)	 (1.675349999999999909e+03+0.000000000000000000e+00j)	 (6.546299999999999342e-02+0.000000000000000000e+00j)	 (1.255918912077685044e-02-1.594103794685218234e-01j)	 (1.032699912224471911e-01+2.411317084480586737e-01j)	 (6.842619745845549011e+10+0.000000000000000000e+00j)	 (-5.397812235025996053e-01-2.832576096007087263e-01j)	 (3.714565004887583618e+11+0.000000000000000000e+00j)	 (-7.431743527616780920e-01-2.142960031892327533e-01j)	 (-4.299258810451199508e+00+0.000000000000000000e+00j)	 (-2.467661212387314951e+00+0.000000000000000000e+00j)	 (-2.231311616225486016e+00+0.000000000000000000e+00j)	 (-1.523655675675227883e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.437646457530236432e+01+0.000000000000000000e+00j)	 (6.485685916993112698e+01+0.000000000000000000e+00j)
 (1.675400000000000091e+03+0.000000000000000000e+00j)	 (6.666099999999999803e-02+0.000000000000000000e+00j)	 (1.675400000000000091e+03+0.000000000000000000e+00j)	 (8.599600000000000299e-02+0.000000000000000000e+00j)	 (1.141345869279921238e-01+5.064319321003333263e-01j)	 (1.592483322188013861e-01-4.348792897269039837e-01j)	 (7.820136852394912720e+10+0.000000000000000000e+00j)	 (-9.420971185213850019e-01+6.074374845639346487e-01j)	 (3.812316715542520142e+11+0.000000000000000000e+00j)	 (-7.193575324912524493e-01+6.213197778097277052e-02j)	 (9.917192127810985358e-01+0.000000000000000000e+00j)	 (-3.523613926800968521e+00+0.000000000000000000e+00j)	 (-2.828825825962921758e+00+0.000000000000000000e+00j)	 (-1.560345125573448222e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.931386857565622961e+01+0.000000000000000000e+00j)	 (6.852878860842487541e+01+0.000000000000000000e+00j)
 (1.675450000000000045e+03+0.000000000000000000e+00j)	 (7.069899999999999796e-02+0.000000000000000000e+00j)	 (1.675450000000000045e+03+0.000000000000000000e+00j)	 (8.171799999999999897e-02+0.000000000000000000e+00j)	 (-2.271049938884031616e-02+1.279626902304970282e-01j)	 (2.106957787995769327e-01-1.750195726571334154e-01j)	 (8.797653958944276428e+10+0.000000000000000000e+00j)	 (-3.622944404484778613e-01+3.063852178479370969e-01j)	 (3.910068426197456055e+11+0.000000000000000000e+00j)	 (-6.763086263300315260e-01+3.328015550501494113e-01j)	 (-6.475682427250428752e+00+0.000000000000000000e+00j)	 (-3.652903797208397751e+00+0.000000000000000000e+00j)	 (-2.455368108102303104e+00+0.000000000000000000e+00j)	 (-1.597458944436719364e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.475203468753532832e+01+0.000000000000000000e+00j)	 (6.506137373777274036e+01+0.000000000000000000e+00j)
