Time_abs/ps, Signal/nA
  1685.700,   -10.495967
  1685.750,   -11.865324
  1685.800,   -13.506787
  1685.850,   -15.460950
  1685.900,   -17.819571
  1685.950,   -20.678107
  1686.000,   -24.161490
  1686.050,   -28.435124
  1686.100,   -33.664342
  1686.150,   -40.051527
  1686.200,   -47.718804
  1686.250,   -56.641640
  1686.300,   -66.458272
  1686.350,   -76.345686
  1686.400,   -84.712649
  1686.450,   -89.155377
  1686.500,   -86.475396
  1686.550,   -73.183955
  1686.600,   -46.222084
  1686.650,    -4.093440
  1686.700,    52.144343
  1686.750,   118.324089
  1686.800,   187.488328
  1686.850,   251.140401
  1686.900,   301.207204
  1686.950,   331.626126
  1687.000,   339.327488
  1687.050,   324.246054
  1687.100,   288.813553
  1687.150,   237.401998
  1687.200,   175.659972
  1687.250,   109.682593
  1687.300,    45.217954
  1687.350,   -13.177598
  1687.400,   -62.673130
  1687.450,  -101.897991
  1687.500,  -130.650318
  1687.550,  -149.575812
  1687.600,  -159.859577
  1687.650,  -163.019442
  1687.700,  -160.626453
  1687.750,  -154.072188
  1687.800,  -144.462656
  1687.850,  -132.655764
  1687.900,  -119.307566
  1687.950,  -104.962444
  1688.000,   -90.093610
  1688.050,   -75.211127
  1688.100,   -60.792318
  1688.150,   -47.350282
  1688.200,   -35.376221
  1688.250,   -25.178345
  1688.300,   -16.992390
  1688.350,   -10.859718
  1688.400,    -6.601812
  1688.450,    -3.912648
  1688.500,    -2.360416
  1688.550,    -1.497737
  1688.600,    -0.927364
  1688.650,    -0.345465
  1688.700,     0.423613
  1688.750,     1.456457
  1688.800,     2.690932
  1688.850,     4.037545
  1688.900,     5.308296
  1688.950,     6.312117
  1689.000,     6.905033
  1689.050,     6.987988
  1689.100,     6.537212
  1689.150,     5.590910
  1689.200,     4.231873
  1689.250,     2.613280
  1689.300,     0.948777
  1689.350,    -0.586535
  1689.400,    -1.762908
  1689.450,    -2.450689
  1689.500,    -2.582244
  1689.550,    -2.126155
  1689.600,    -1.183015
  1689.650,     0.190864
  1689.700,     1.802167
  1689.750,     3.455822
  1689.800,     4.983392
  1689.850,     6.206410
  1689.900,     6.985437
  1689.950,     7.231433
  1690.000,     6.904572
  1690.050,     6.042780
  1690.100,     4.760827
  1690.150,     3.205405
  1690.200,     1.600602
  1690.250,     0.136719
  1690.300,    -1.026821
  1690.350,    -1.715513
  1690.400,    -1.877374
  1690.450,    -1.499143
  1690.500,    -0.613147
  1690.550,     0.639667
  1690.600,     2.094358
  1690.650,     3.560413
  1690.700,     4.837793
  1690.750,     5.786617
  1690.800,     6.274657
  1690.850,     6.294438
  1690.900,     5.865242
  1690.950,     5.095031
  1691.000,     4.139879
  1691.050,     3.172723
  1691.100,     2.367905
  1691.150,     1.856024
  1691.200,     1.743597
  1691.250,     2.010007
  1691.300,     2.642675
  1691.350,     3.549050
  1691.400,     4.581830
  1691.450,     5.578696
  1691.500,     6.390076
  1691.550,     6.868888
  1691.600,     6.947686
  1691.650,     6.556088
  1691.700,     5.719375
  1691.750,     4.510037
  1691.800,     3.057040
  1691.850,     1.539718
  1691.900,     0.097609
  1691.950,    -1.118284
  1692.000,    -1.994170
  1692.050,    -2.463248
  1692.100,    -2.544451
  1692.150,    -2.247026
  1692.200,    -1.677637
  1692.250,    -0.948914
  1692.300,    -0.195686
  1692.350,     0.462168
  1692.400,     0.931643
  1692.450,     1.143918
  1692.500,     1.086339
  1692.550,     0.784097
  1692.600,     0.294874
  1692.650,    -0.285663
  1692.700,    -0.852732
  1692.750,    -1.310614
  1692.800,    -1.564395
  1692.850,    -1.566233
  1692.900,    -1.287277
  1692.950,    -0.762351
  1693.000,    -0.059222
  1693.050,     0.711907
  1693.100,     1.451297
  1693.150,     2.063029
  1693.200,     2.462783
  1693.250,     2.611485
  1693.300,     2.484929
  1693.350,     2.095112
  1693.400,     1.511751
  1693.450,     0.810905
  1693.500,     0.068350
  1693.550,    -0.580552
  1693.600,    -1.052878
  1693.650,    -1.289373
  1693.700,    -1.241430
  1693.750,    -0.940277
  1693.800,    -0.410627
  1693.850,     0.269832
  1693.900,     0.982713
  1693.950,     1.644106
  1694.000,     2.155392
  1694.050,     2.460475
  1694.100,     2.514260
  1694.150,     2.311950
  1694.200,     1.854853
  1694.250,     1.215118
  1694.300,     0.437395
  1694.350,    -0.382341
  1694.400,    -1.137473
  1694.450,    -1.761522
  1694.500,    -2.168705
  1694.550,    -2.348019
  1694.600,    -2.273061
  1694.650,    -1.973826
  1694.700,    -1.515704
  1694.750,    -0.918501
  1694.800,    -0.288792
  1694.850,     0.310727
  1694.900,     0.840349
  1694.950,     1.204627
  1695.000,     1.383317
  1695.050,     1.388943
  1695.100,     1.236489
  1695.150,     0.940137
  1695.200,     0.606214
  1695.250,     0.273227
  1695.300,     0.006558
  1695.350,    -0.176164
  1695.400,    -0.263976
  1695.450,    -0.260743
  1695.500,    -0.251288
  1695.550,    -0.259225
  1695.600,    -0.338911
  1695.650,    -0.509262
  1695.700,    -0.785858
  1695.750,    -1.156001
  1695.800,    -1.596436
  1695.850,    -2.055160
  1695.900,    -2.477115
  1695.950,    -2.815691
  1696.000,    -3.021997
  1696.050,    -3.054920
  1696.100,    -2.891615
  1696.150,    -2.533932
  1696.200,    -1.985487
  1696.250,    -1.295724
  1696.300,    -0.490038
  1696.350,     0.371184
  1696.400,     1.213131
  1696.450,     1.971527
  1696.500,     2.600937
  1696.550,     3.033698
  1696.600,     3.256727
  1696.650,     3.270186
  1696.700,     3.072412
  1696.750,     2.692223
  1696.800,     2.174702
  1696.850,     1.580101
  1696.900,     0.961953
  1696.950,     0.400534
  1697.000,    -0.078160
  1697.050,    -0.410357
  1697.100,    -0.580848
  1697.150,    -0.612525
  1697.200,    -0.539463
  1697.250,    -0.385479
  1697.300,    -0.227529
  1697.350,    -0.097805
  1697.400,    -0.035655
  1697.450,    -0.076756
  1697.500,    -0.231512
  1697.550,    -0.456504
  1697.600,    -0.750942
  1697.650,    -1.078795
  1697.700,    -1.352817
  1697.750,    -1.569626
  1697.800,    -1.676786
  1697.850,    -1.638996
  1697.900,    -1.482993
  1697.950,    -1.200250
  1698.000,    -0.838975
  1698.050,    -0.452681
  1698.100,    -0.069390
  1698.150,     0.265701
  1698.200,     0.503375
  1698.250,     0.642983
  1698.300,     0.669230
  1698.350,     0.595289
  1698.400,     0.423517
  1698.450,     0.205898
  1698.500,    -0.038050
  1698.550,    -0.262101
  1698.600,    -0.457439
  1698.650,    -0.579975
  1698.700,    -0.623372
  1698.750,    -0.588260
  1698.800,    -0.483244
  1698.850,    -0.333571
  1698.900,    -0.147287
  1698.950,     0.037743
  1699.000,     0.198385
  1699.050,     0.326290
  1699.100,     0.377746
  1699.150,     0.380639
  1699.200,     0.328921
  1699.250,     0.218131
  1699.300,     0.088442
  1699.350,    -0.027934
  1699.400,    -0.127379
  1699.450,    -0.177723
  1699.500,    -0.159316
  1699.550,    -0.085482
  1699.600,     0.045837
  1699.650,     0.218536
  1699.700,     0.426316
  1699.750,     0.636552
  1699.800,     0.810698
  1699.850,     0.948467
  1699.900,     1.000312
  1699.950,     0.953309
  1700.000,     0.804331
  1700.050,     0.577082
  1700.100,     0.294898
  1700.150,    -0.020062
  1700.200,    -0.316530
  1700.250,    -0.564298
  1700.300,    -0.748293
  1700.350,    -0.855026
  1700.400,    -0.883392
  1700.450,    -0.837025
  1700.500,    -0.735329
  1700.550,    -0.604589
  1700.600,    -0.471019
  1700.650,    -0.357968
  1700.700,    -0.284608
  1700.750,    -0.256385
  1700.800,    -0.287677
  1700.850,    -0.352523
  1700.900,    -0.448146
  1700.950,    -0.561230
  1701.000,    -0.683603
  1701.050,    -0.790939
  1701.100,    -0.866546
  1701.150,    -0.915379
  1701.200,    -0.930536
  1701.250,    -0.890963
  1701.300,    -0.802334
  1701.350,    -0.672268
  1701.400,    -0.515713
  1701.450,    -0.341600
  1701.500,    -0.180714
  1701.550,    -0.042431
  1701.600,     0.050344
  1701.650,     0.084184
  1701.700,     0.068499
  1701.750,     0.003176
  1701.800,    -0.087760
  1701.850,    -0.179750
  1701.900,    -0.252926
  1701.950,    -0.264223
  1702.000,    -0.225112
  1702.050,    -0.122632
  1702.100,     0.029345
  1702.150,     0.198574
  1702.200,     0.371884
  1702.250,     0.494358
  1702.300,     0.563838
  1702.350,     0.568611
  1702.400,     0.513507
  1702.450,     0.390089
  1702.500,     0.230841
  1702.550,     0.050110
  1702.600,    -0.125831
  1702.650,    -0.293168
  1702.700,    -0.418057
  1702.750,    -0.490467
  1702.800,    -0.511732
  1702.850,    -0.515576
  1702.900,    -0.483164
  1702.950,    -0.444353
  1703.000,    -0.399661
  1703.050,    -0.353964
  1703.100,    -0.302774
  1703.150,    -0.238773
  1703.200,    -0.171973
  1703.250,    -0.117007
  1703.300,    -0.079372
  1703.350,    -0.052316
  1703.400,    -0.053203
  1703.450,    -0.069861
  1703.500,    -0.081420
  1703.550,    -0.106349
  1703.600,    -0.097757
  1703.650,    -0.074933
  1703.700,    -0.026198
  1703.750,     0.058656
  1703.800,     0.175373
  1703.850,     0.294820
  1703.900,     0.419420
  1703.950,     0.520765
  1704.000,     0.601132
  1704.050,     0.628907
  1704.100,     0.598437
  1704.150,     0.522426
  1704.200,     0.400199
  1704.250,     0.275244
  1704.300,     0.128786
  1704.350,     0.005481
  1704.400,    -0.075308
  1704.450,    -0.100522
  1704.500,    -0.069732
  1704.550,     0.011840
  1704.600,     0.123187
  1704.650,     0.252641
  1704.700,     0.370770
  1704.750,     0.476009
  1704.800,     0.538694
  1704.850,     0.553150
  1704.900,     0.532248
  1704.950,     0.477733
  1705.000,     0.387886
  1705.050,     0.306624
  1705.100,     0.195338
  1705.150,     0.090959
  1705.200,     0.002923
  1705.250,    -0.082626
  1705.300,    -0.157980
  1705.350,    -0.210848
  1705.400,    -0.231883
  1705.450,    -0.224472
  1705.500,    -0.190042
  1705.550,    -0.123744
  1705.600,    -0.052263
  1705.650,     0.023469
  1705.700,     0.080097
  1705.750,     0.108528
  1705.800,     0.104112
  1705.850,     0.068505
  1705.900,    -0.015044
  1705.950,    -0.128790
  1706.000,    -0.242506
  1706.050,    -0.334564
  1706.100,    -0.393382
  1706.150,    -0.398388
  1706.200,    -0.354152
  1706.250,    -0.266609
  1706.300,    -0.139157
  1706.350,    -0.006027
  1706.400,     0.135762
  1706.450,     0.224906
  1706.500,     0.263593
  1706.550,     0.253596
  1706.600,     0.181360
  1706.650,     0.094444
  1706.700,    -0.023758
  1706.750,    -0.147647
  1706.800,    -0.231476
  1706.850,    -0.295189
  1706.900,    -0.322715
  1706.950,    -0.305016
  1707.000,    -0.239210
  1707.050,    -0.167341
  1707.100,    -0.037925
  1707.150,     0.100317
  1707.200,     0.245402
  1707.250,     0.402079
  1707.300,     0.563983
  1707.350,     0.728767
  1707.400,     0.887327
  1707.450,     1.020347
  1707.500,     1.123559
  1707.550,     1.174793
  1707.600,     1.168121
  1707.650,     1.109038
  1707.700,     1.022047
  1707.750,     0.892457
  1707.800,     0.752542
  1707.850,     0.598104
  1707.900,     0.456005
  1707.950,     0.326873
  1708.000,     0.229560
  1708.050,     0.160349
  1708.100,     0.116725
  1708.150,     0.103864
  1708.200,     0.100687
  1708.250,     0.087970
  1708.300,     0.083365
  1708.350,     0.066724
  1708.400,     0.053014
  1708.450,     0.058090
  1708.500,     0.089245
  1708.550,     0.121655
  1708.600,     0.188171
  1708.650,     0.250098
  1708.700,     0.320286
  1708.750,     0.385278
  1708.800,     0.447318
  1708.850,     0.501146
  1708.900,     0.543000
  1708.950,     0.558260
  1709.000,     0.583948
  1709.050,     0.579806
  1709.100,     0.589270
  1709.150,     0.574409
  1709.200,     0.580222
  1709.250,     0.545225
  1709.300,     0.496190
  1709.350,     0.437534
  1709.400,     0.346381
  1709.450,     0.243712
  1709.500,     0.144763
  1709.550,     0.053940
  1709.600,     0.006939
  1709.650,    -0.024637
  1709.700,    -0.008513
  1709.750,     0.041232
  1709.800,     0.121515
  1709.850,     0.213459
  1709.900,     0.310396
  1709.950,     0.402793
  1710.000,     0.466558
  1710.050,     0.488236
  1710.100,     0.475989
  1710.150,     0.419555
  1710.200,     0.343699
  1710.250,     0.256074
  1710.300,     0.167196
  1710.350,     0.108227
  1710.400,     0.089787
  1710.450,     0.089897
  1710.500,     0.134169
  1710.550,     0.185600
  1710.600,     0.251906
  1710.650,     0.309245
  1710.700,     0.366557
  1710.750,     0.415228
  1710.800,     0.466832
  1710.850,     0.492724
  1710.900,     0.515196
  1710.950,     0.516143
  1711.000,     0.516192
  1711.050,     0.498790
  1711.100,     0.494757
  1711.150,     0.469645
  1711.200,     0.466091
  1711.250,     0.446570
  1711.300,     0.432294
  1711.350,     0.435750
  1711.400,     0.457017
  1711.450,     0.497131
  1711.500,     0.552891
  1711.550,     0.621824
  1711.600,     0.678001
  1711.650,     0.706694
  1711.700,     0.705072
  1711.750,     0.673110
  1711.800,     0.610458
  1711.850,     0.523506
  1711.900,     0.408677
  1711.950,     0.298048
  1712.000,     0.191499
  1712.050,     0.103495
  1712.100,     0.044974
  1712.150,     0.009260
  1712.200,     0.001249
  1712.250,    -0.000799
  1712.300,     0.002272
  1712.350,     0.007462
  1712.400,     0.021199
  1712.450,     0.042813
  1712.500,     0.048334
  1712.550,     0.057285
  1712.600,     0.069781
  1712.650,     0.061506
  1712.700,     0.051959
  1712.750,     0.028248
  1712.800,     0.003826
  1712.850,    -0.050775
  1712.900,    -0.104292
  1712.950,    -0.184273
  1713.000,    -0.256265
  1713.050,    -0.336914
  1713.100,    -0.402352
  1713.150,    -0.450217
  1713.200,    -0.473162
  1713.250,    -0.483423
  1713.300,    -0.473259
  1713.350,    -0.452126
  1713.400,    -0.427954
  1713.450,    -0.419787
  1713.500,    -0.428049
  1713.550,    -0.466160
  1713.600,    -0.528873
  1713.650,    -0.607473
  1713.700,    -0.689955
  1713.750,    -0.766739
  1713.800,    -0.809761
  1713.850,    -0.831229
  1713.900,    -0.826403
  1713.950,    -0.786076
  1714.000,    -0.727255
  1714.050,    -0.673948
  1714.100,    -0.596160
  1714.150,    -0.533260
  1714.200,    -0.486962
  1714.250,    -0.455612
  1714.300,    -0.439459
  1714.350,    -0.448125
  1714.400,    -0.466839
  1714.450,    -0.488872
  1714.500,    -0.511980
  1714.550,    -0.536260
  1714.600,    -0.541179
  1714.650,    -0.538007
  1714.700,    -0.536338
  1714.750,    -0.513461
  1714.800,    -0.493571
  1714.850,    -0.468500
  1714.900,    -0.430465
  1714.950,    -0.412315
  1715.000,    -0.381414
  1715.050,    -0.355693
  1715.100,    -0.344305
  1715.150,    -0.337835
  1715.200,    -0.331112
  1715.250,    -0.338260
  1715.300,    -0.331782
  1715.350,    -0.325607
  1715.400,    -0.318923
  1715.450,    -0.314858
  1715.500,    -0.305288
  1715.550,    -0.290961
  1715.600,    -0.269265
  1715.650,    -0.230146
  1715.700,    -0.191264
  1715.750,    -0.147474
  1715.800,    -0.100896
  1715.850,    -0.083705
  1715.900,    -0.074280
  1715.950,    -0.079635
  1716.000,    -0.115660
  1716.050,    -0.147269
  1716.100,    -0.169664
  1716.150,    -0.206874
  1716.200,    -0.238161
  1716.250,    -0.260181
  1716.300,    -0.295073
  1716.350,    -0.302361
  1716.400,    -0.314662
  1716.450,    -0.299983
  1716.500,    -0.270402
  1716.550,    -0.259112
  1716.600,    -0.227403
  1716.650,    -0.205791
  1716.700,    -0.197500
  1716.750,    -0.184978
  1716.800,    -0.174016
  1716.850,    -0.162244
  1716.900,    -0.138566
  1716.950,    -0.123799
  1717.000,    -0.091226
  1717.050,    -0.077248
  1717.100,    -0.057197
  1717.150,    -0.045228
  1717.200,    -0.039857
  1717.250,    -0.042538
  1717.300,    -0.062729
  1717.350,    -0.089204
  1717.400,    -0.094744
  1717.450,    -0.110663
  1717.500,    -0.103265
  1717.550,    -0.087863
  1717.600,    -0.080974
  1717.650,    -0.072223
  1717.700,    -0.075302
  1717.750,    -0.095686
  1717.800,    -0.128692
  1717.850,    -0.172819
  1717.900,    -0.241421
  1717.950,    -0.328565
  1718.000,    -0.417907
  1718.050,    -0.514715
  1718.100,    -0.627576
  1718.150,    -0.721402
  1718.200,    -0.796094
  1718.250,    -0.874662
  1718.300,    -0.954534
  1718.350,    -1.006007
  1718.400,    -1.090056
  1718.450,    -1.199094
  1718.500,    -1.340782
  1718.550,    -1.508509
  1718.600,    -1.711148
  1718.650,    -1.952891
  1718.700,    -2.181471
  1718.750,    -2.399922
  1718.800,    -2.602270
  1718.850,    -2.743274
  1718.900,    -2.811050
  1718.950,    -2.793826
  1719.000,    -2.651701
  1719.050,    -2.388895
  1719.100,    -1.987826
  1719.150,    -1.460453
  1719.200,    -0.818841
  1719.250,    -0.058048
  1719.300,     0.779309
  1719.350,     1.658251
  1719.400,     2.557060
  1719.450,     3.429692
  1719.500,     4.245605
  1719.550,     4.952017
  1719.600,     5.533429
  1719.650,     5.957440
  1719.700,     6.199731
  1719.750,     6.286301
  1719.800,     6.182673
  1719.850,     5.902667
  1719.900,     5.457368
  1719.950,     4.861991
  1720.000,     4.164023
  1720.050,     3.381027
  1720.100,     2.550940
  1720.150,     1.712143
  1720.200,     0.874762
  1720.250,     0.079299
  1720.300,    -0.661368
  1720.350,    -1.338115
  1720.400,    -1.925170
  1720.450,    -2.424028
  1720.500,    -2.835248
  1720.550,    -3.149714
  1720.600,    -3.354759
  1720.650,    -3.472638
  1720.700,    -3.514933
  1720.750,    -3.473936
  1720.800,    -3.366042
  1720.850,    -3.227898
  1720.900,    -3.050516
  1720.950,    -2.849138
  1721.000,    -2.630102
  1721.050,    -2.396803
  1721.100,    -2.147782
  1721.150,    -1.902654
  1721.200,    -1.656165
  1721.250,    -1.401236
  1721.300,    -1.155715
  1721.350,    -0.918938
  1721.400,    -0.691035
  1721.450,    -0.477315
  1721.500,    -0.277820
  1721.550,    -0.101324
  1721.600,     0.057006
  1721.650,     0.206188
  1721.700,     0.332601
  1721.750,     0.459762
  1721.800,     0.574839
  1721.850,     0.686602
  1721.900,     0.786460
  1721.950,     0.874870
  1722.000,     0.946243
  1722.050,     0.997433
  1722.100,     1.026453
  1722.150,     1.041405
  1722.200,     1.024135
  1722.250,     0.999455
  1722.300,     0.991158
  1722.350,     0.953250
  1722.400,     0.946897
  1722.450,     0.953451
  1722.500,     0.969657
  1722.550,     1.009394
  1722.600,     1.049518
  1722.650,     1.095202
  1722.700,     1.133561
  1722.750,     1.155999
  1722.800,     1.176822
  1722.850,     1.184746
  1722.900,     1.178594
  1722.950,     1.188918
  1723.000,     1.172170
  1723.050,     1.161537
  1723.100,     1.154698
  1723.150,     1.125311
  1723.200,     1.090270
  1723.250,     1.051632
  1723.300,     1.006265
  1723.350,     0.950144
  1723.400,     0.884490
  1723.450,     0.818213
  1723.500,     0.743426
  1723.550,     0.684495
  1723.600,     0.623955
  1723.650,     0.569692
  1723.700,     0.520837
  1723.750,     0.467995
  1723.800,     0.395654
  1723.850,     0.308252
  1723.900,     0.203623
  1723.950,     0.057851
  1724.000,    -0.111604
  1724.050,    -0.301053
  1724.100,    -0.515929
  1724.150,    -0.737867
  1724.200,    -0.947223
  1724.250,    -1.158468
  1724.300,    -1.335744
  1724.350,    -1.488404
  1724.400,    -1.602208
  1724.450,    -1.696312
  1724.500,    -1.777559
  1724.550,    -1.838598
  1724.600,    -1.890763
  1724.650,    -1.937387
  1724.700,    -1.958493
  1724.750,    -1.989873
  1724.800,    -2.018280
  1724.850,    -2.048693
  1724.900,    -2.078176
  1724.950,    -2.096084
  1725.000,    -2.135943
  1725.050,    -2.162827
  1725.100,    -2.175023
  1725.150,    -2.170214
  1725.200,    -2.134230
  1725.250,    -2.067742
  1725.300,    -1.943493
  1725.350,    -1.767867
  1725.400,    -1.544645
  1725.450,    -1.262814
  1725.500,    -0.926360
  1725.550,    -0.568475
  1725.600,    -0.189703
  1725.650,     0.207663
  1725.700,     0.601372
  1725.750,     0.980853
  1725.800,     1.359171
  1725.850,     1.711662
  1725.900,     2.064086
  1725.950,     2.385537
  1726.000,     2.700522
  1726.050,     2.991673
  1726.100,     3.259787
  1726.150,     3.507605
  1726.200,     3.714730
  1726.250,     3.896162
  1726.300,     4.034540
  1726.350,     4.134070
  1726.400,     4.202934
  1726.450,     4.250109
  1726.500,     4.280257
  1726.550,     4.313510
  1726.600,     4.343795
  1726.650,     4.380602
  1726.700,     4.410769
  1726.750,     4.422210
  1726.800,     4.409225
  1726.850,     4.347716
  1726.900,     4.255054
  1726.950,     4.131945
  1727.000,     3.982958
  1727.050,     3.805699
  1727.100,     3.631134
  1727.150,     3.431006
  1727.200,     3.225062
  1727.250,     3.015558
  1727.300,     2.785212
  1727.350,     2.559222
  1727.400,     2.318742
  1727.450,     2.077883
  1727.500,     1.822911
  1727.550,     1.550874
  1727.600,     1.284996
  1727.650,     1.013851
  1727.700,     0.732725
  1727.750,     0.440048
  1727.800,     0.135999
  1727.850,    -0.176516
  1727.900,    -0.487903
  1727.950,    -0.808541
  1728.000,    -1.126703
  1728.050,    -1.444080
  1728.100,    -1.748309
  1728.150,    -2.048384
  1728.200,    -2.314890
  1728.250,    -2.553354
  1728.300,    -2.759470
  1728.350,    -2.923728
  1728.400,    -3.081177
  1728.450,    -3.203737
  1728.500,    -3.307938
  1728.550,    -3.421291
  1728.600,    -3.513997
  1728.650,    -3.611678
  1728.700,    -3.689007
  1728.750,    -3.751912
  1728.800,    -3.801650
  1728.850,    -3.819905
  1728.900,    -3.821580
  1728.950,    -3.778168
  1729.000,    -3.720652
  1729.050,    -3.642941
  1729.100,    -3.557855
  1729.150,    -3.458564
  1729.200,    -3.354136
  1729.250,    -3.254857
  1729.300,    -3.138372
  1729.350,    -3.026114
  1729.400,    -2.911529
  1729.450,    -2.790440
  1729.500,    -2.662980
  1729.550,    -2.540660
  1729.600,    -2.417617
  1729.650,    -2.286760
  1729.700,    -2.177749
  1729.750,    -2.071872
  1729.800,    -1.983358
  1729.850,    -1.900861
  1729.900,    -1.839018
  1729.950,    -1.765347
  1730.000,    -1.691907
  1730.050,    -1.604969
  1730.100,    -1.504457
  1730.150,    -1.394037
  1730.200,    -1.275344
  1730.250,    -1.152585
  1730.300,    -1.043724
  1730.350,    -0.940288
  1730.400,    -0.871333
  1730.450,    -0.823347
