1_Freq_Hz,1_EpsReal,1_TanDelta,1_Thickness_mm,2_Freq_Hz,2_EpsReal,2_TanDelta,2_Thickness_mm,3_Freq_Hz,3_EpsReal,3_TanDelta,3_Thickness_mm,4_Freq_Hz,4_EpsReal,4_TanDelta,4_Thickness_mm,5_Freq_Hz,5_EpsReal,5_TanDelta,5_Thickness_mm,6_Freq_Hz,6_EpsReal,6_TanDelta,6_Thickness_mm
500000000000,2.74374350174346,0.0136768154913127,NaN,500000000000,2.73827079518667,0.0135129715097638,NaN,500000000000,2.7435167686281,0.0134042594997642,NaN,500000000000,2.72667621993832,0.0137505844887115,NaN,500000000000,2.73121814791924,0.0137090094516014,NaN,500000000000,2.7308846468937,0.0136544814894038,NaN
500333333333.333,2.74456834593836,0.0136138244767183,NaN,500333333333.333,2.7388631705531,0.0136036764987256,NaN,500333333333.333,2.74454113372346,0.0133585464936423,NaN,500333333333.333,2.72771109792698,0.0138366784861644,NaN,500333333333.333,2.73171032797686,0.0138809622633762,NaN,500333333333.333,2.73176648088996,0.0137378454900838,NaN
500666666666.667,2.74310790999456,0.0137093624068234,NaN,500666666666.667,2.73783638968071,0.0137885929910891,NaN,500666666666.667,2.7431269077594,0.0132848034934175,NaN,500666666666.667,2.72717428593147,0.0137971324864992,NaN,500666666666.667,2.73139011855397,0.0139922692817352,NaN,500666666666.667,2.73081809489685,0.0136083174891106,NaN
501000000000,2.74171225277918,0.0138523604864605,NaN,501000000000,2.73721708592182,0.0137381113377859,NaN,501000000000,2.74198383579501,0.0134531074889846,NaN,501000000000,2.72650748393967,0.0138522254848926,NaN,501000000000,2.73082952114758,0.013914729311327,NaN,501000000000,2.72956352091205,0.0137620174856062,NaN
501333333333.333,2.74268443174685,0.0138658314519564,NaN,501333333333.333,2.73805087953385,0.0136442514114898,NaN,501333333333.333,2.74346794378219,0.0135765864341009,NaN,501333333333.333,2.7276493039286,0.0139083634831306,NaN,501333333333.333,2.73181256297467,0.013798757318844,NaN,501333333333.333,2.7308206419019,0.0138602564831221,NaN
501666666666.667,2.74176618842835,0.0143928610080982,NaN,501666666666.667,2.73716299326456,0.0141825291533989,NaN,501666666666.667,2.74284573829582,0.0140870491313882,NaN,501666666666.667,2.7272954329347,0.014271245475079,NaN,501666666666.667,2.7311658792773,0.0142515310768863,NaN,501666666666.667,2.73042863891222,0.0142302534748088,NaN
502000000000,2.74090232211317,0.0144749909726512,NaN,502000000000,2.73609838028654,0.0141926281071198,NaN,502000000000,2.74156511768704,0.0142400070819954,NaN,502000000000,2.72616261891341,0.014347935473859,NaN,502000000000,2.73007811192469,0.0142300224745932,NaN,502000000000,2.72927731192303,0.0142829604736116,NaN
502333333333.333,2.74125526607178,0.0137809943746113,NaN,502333333333.333,2.7359018674143,0.0135285584648202,NaN,502333333333.333,2.74190867118458,0.0136058003184167,NaN,502333333333.333,2.72633912194133,0.0138514324837896,NaN,502333333333.333,2.73005113095962,0.0136362644861065,NaN,502333333333.333,2.72959596891165,0.0137641634847792,NaN
502666666666.667,2.74174746008813,0.0129557364902137,NaN,502666666666.667,2.73614567482004,0.0129255605013435,NaN,502666666666.667,2.74204270376105,0.0127400515041881,NaN,502666666666.667,2.72723456991879,0.0130710844988284,NaN,502666666666.667,2.73058493691882,0.0130067664982622,NaN,502666666666.667,2.73035557386867,0.0129009345018848,NaN
503000000000,2.74467805476376,0.0128425715061499,NaN,503000000000,2.7391624918007,0.0128456675028968,NaN,503000000000,2.74450209473973,0.01260580648176,NaN,503000000000,2.72987245086967,0.0127924955045462,NaN,503000000000,2.73356075928683,0.0128804205080624,NaN,503000000000,2.73275634281358,0.0126630905072754,NaN
