sample_signal_time	sample_signal_y	reference_signal_time	reference_signal_y	fft_sample	fft_reference	fft_freq	measured_H	fft_freq_masked	measured_H_masked	magH	phaseH	magH_masked	phaseH_masked	freq_mask_boolean	dynamic_range_db	alpha_max
 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.999999999999999929e-04+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.999999999999999474e-04+0.000000000000000000e+00j)	 (-4.484257871064449802e-04+0.000000000000000000e+00j)	 (9.754122938530732133e-04+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.597294804795556411e-01+0.000000000000000000e+00j)	 (3.005870841487279663e+11+0.000000000000000000e+00j)	 (8.112958085066211966e-01+2.082393773425492700e-01j)	 (-6.749952918290364146e+00+0.000000000000000000e+00j)	 (9.666477437430184949e+00+0.000000000000000000e+00j)	 (-1.539323780813024456e+00+0.000000000000000000e+00j)	 (-1.207342002569475170e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.162354994142816622e-01+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (1.562000000000000055e-01+0.000000000000000000e+00j)	 (6.999999999999999929e-04+0.000000000000000000e+00j)	 (1.562000000000000055e-01+0.000000000000000000e+00j)	 (5.999999999999999474e-04+0.000000000000000000e+00j)	 (5.721526248306115468e-04-4.086537058685679909e-03j)	 (-1.422974728319266577e-04-1.392633365309665222e-03j)	 (6.262230919765166283e+09+0.000000000000000000e+00j)	 (2.862529947267235642e+00+7.033318507449732859e-01j)	 (3.068493150684931641e+11+0.000000000000000000e+00j)	 (8.399187794725418987e-01-6.085223212658917580e-02j)	 (9.389574710255461198e+00+0.000000000000000000e+00j)	 (6.765815027066459209e+00+0.000000000000000000e+00j)	 (-1.492517572472922271e+00+0.000000000000000000e+00j)	 (-1.239699491006948051e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.921843317153488329e+00+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (3.125000000000000000e-01+0.000000000000000000e+00j)	 (5.999999999999999474e-04+0.000000000000000000e+00j)	 (3.125000000000000000e-01+0.000000000000000000e+00j)	 (1.000000000000000048e-04+0.000000000000000000e+00j)	 (4.688703489870552771e-03+2.210066908732367247e-03j)	 (1.725480789186517074e-03+1.331825615453992914e-03j)	 (1.252446183953033257e+10+0.000000000000000000e+00j)	 (2.322372273748466665e+00-5.116996837051033253e-01j)	 (3.131115459882583008e+11+0.000000000000000000e+00j)	 (7.665872166838328949e-01-2.877567264641737732e-01j)	 (7.524517734116114021e+00+0.000000000000000000e+00j)	 (6.308015053551063289e+00+0.000000000000000000e+00j)	 (-1.736271956767232894e+00+0.000000000000000000e+00j)	 (-1.268376944834814424e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.767889998243958871e+00+0.000000000000000000e+00j)	 (5.228190496998908365e+00+0.000000000000000000e+00j)
 (4.687000000000000055e-01+0.000000000000000000e+00j)	 (5.999999999999999474e-04+0.000000000000000000e+00j)	 (4.687000000000000055e-01+0.000000000000000000e+00j)	 (-2.999999999999999737e-04+0.000000000000000000e+00j)	 (-1.175309721636699604e-02-2.947155338387639112e-04j)	 (-5.264819189276955663e-03-7.244559532592933539e-03j)	 (1.878669275929549789e+10+0.000000000000000000e+00j)	 (7.981477368115094118e-01-1.042298522325922461e+00j)	 (3.193737769080234985e+11+0.000000000000000000e+00j)	 (6.316613417544079123e-01-4.314832366567858402e-01j)	 (2.363926454189342774e+00+0.000000000000000000e+00j)	 (5.607598221651863390e+00+0.000000000000000000e+00j)	 (-2.327151014190506295e+00+0.000000000000000000e+00j)	 (-1.292395955109703110e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.904185003046009683e+01+0.000000000000000000e+00j)	 (1.437061390409555983e+01+0.000000000000000000e+00j)
 (6.250000000000000000e-01+0.000000000000000000e+00j)	 (4.000000000000000192e-04+0.000000000000000000e+00j)	 (6.250000000000000000e-01+0.000000000000000000e+00j)	 (-6.999999999999999929e-04+0.000000000000000000e+00j)	 (1.076016258362004312e-02-1.220976861742496941e-03j)	 (4.382326929347498887e-03+1.065708295535904362e-02j)	 (2.504892367906066513e+10+0.000000000000000000e+00j)	 (2.571393263200712487e-01-9.039334712552932194e-01j)	 (3.256360078277886353e+11+0.000000000000000000e+00j)	 (5.442673134464079965e-01-5.592150495753571704e-01j)	 (-5.393289816249617896e-01+0.000000000000000000e+00j)	 (5.231234671075374543e+00+0.000000000000000000e+00j)	 (-2.154195204423403620e+00+0.000000000000000000e+00j)	 (-1.312361444006766575e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.123126797904262730e+01+0.000000000000000000e+00j)	 (1.596757612206544152e+01+0.000000000000000000e+00j)
 (7.812000000000000055e-01+0.000000000000000000e+00j)	 (5.000000000000000104e-04+0.000000000000000000e+00j)	 (7.812000000000000055e-01+0.000000000000000000e+00j)	 (-8.999999999999999754e-04+0.000000000000000000e+00j)	 (-2.834100912048464951e-03+7.849367274651452078e-03j)	 (-9.229084772193370256e-03-4.412261724318076658e-03j)	 (3.131115459882583237e+10+0.000000000000000000e+00j)	 (-8.101085982394434781e-02-8.117734687158633111e-01j)	 (3.318982387475538330e+11+0.000000000000000000e+00j)	 (3.965614222067441741e-01-6.983103795011070813e-01j)	 (-1.768265398143890943e+00+0.000000000000000000e+00j)	 (4.854622868601632391e+00+0.000000000000000000e+00j)	 (-1.905087357700391282e+00+0.000000000000000000e+00j)	 (-1.337899518446290159e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.019714578059523546e+01+0.000000000000000000e+00j)	 (1.510893754562888880e+01+0.000000000000000000e+00j)
 (9.375000000000000000e-01+0.000000000000000000e+00j)	 (5.000000000000000104e-04+0.000000000000000000e+00j)	 (9.375000000000000000e-01+0.000000000000000000e+00j)	 (-1.000000000000000021e-03+0.000000000000000000e+00j)	 (6.746685576564879485e-04-1.577834136447583274e-02j)	 (2.007735267205968885e-02+3.704481197809675243e-03j)	 (3.757338551859099579e+10+0.000000000000000000e+00j)	 (-1.077315338282795187e-01-7.659999888531145995e-01j)	 (3.381604696673189697e+11+0.000000000000000000e+00j)	 (1.688953783910447648e-01-8.067390929493213347e-01j)	 (-2.230359467563280962e+00+0.000000000000000000e+00j)	 (4.814363215349133363e+00+0.000000000000000000e+00j)	 (-1.679041105927587596e+00+0.000000000000000000e+00j)	 (-1.368909249500173786e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.619951957650054197e+01+0.000000000000000000e+00j)	 (1.985319737100178017e+01+0.000000000000000000e+00j)
 (1.093699999999999894e+00+0.000000000000000000e+00j)	 (5.000000000000000104e-04+0.000000000000000000e+00j)	 (1.093699999999999894e+00+0.000000000000000000e+00j)	 (-1.299999999999999940e-03+0.000000000000000000e+00j)	 (-4.123086326412909487e-03+1.439971957955998166e-02j)	 (-1.789982589440470770e-02-8.023841388207074432e-03j)	 (4.383561643835616302e+10+0.000000000000000000e+00j)	 (-1.084721390525859724e-01-7.558373148753150250e-01j)	 (3.444227005870841675e+11+0.000000000000000000e+00j)	 (-5.473654440664598581e-02-7.779372905016179729e-01j)	 (-2.342895437979673368e+00+0.000000000000000000e+00j)	 (4.811549164261983869e+00+0.000000000000000000e+00j)	 (-2.159660681979158170e+00+0.000000000000000000e+00j)	 (-1.396571282306562267e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.585219033984205339e+01+0.000000000000000000e+00j)	 (1.966926891105964614e+01+0.000000000000000000e+00j)
 (1.250000000000000000e+00+0.000000000000000000e+00j)	 (2.999999999999999737e-04+0.000000000000000000e+00j)	 (1.250000000000000000e+00+0.000000000000000000e+00j)	 (-1.100000000000000066e-03+0.000000000000000000e+00j)	 (5.135653323794244461e-03-8.943846134459176520e-03j)	 (7.869199761331538076e-03+6.122086468536179146e-03j)	 (5.009784735812133026e+10+0.000000000000000000e+00j)	 (-1.442746948052085199e-01-1.024320670730577643e+00j)	 (3.506849315068493042e+11+0.000000000000000000e+00j)	 (-2.257902615955531822e-01-7.131209041433054230e-01j)	 (2.940326937737099966e-01+0.000000000000000000e+00j)	 (4.814159787202059171e+00+0.000000000000000000e+00j)	 (-2.521823155918173853e+00+0.000000000000000000e+00j)	 (-1.420210381804688637e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.997404942496187630e+01+0.000000000000000000e+00j)	 (1.518794897393876120e+01+0.000000000000000000e+00j)
 (1.406199999999999894e+00+0.000000000000000000e+00j)	 (2.999999999999999737e-04+0.000000000000000000e+00j)	 (1.406199999999999894e+00+0.000000000000000000e+00j)	 (-1.199999999999999895e-03+0.000000000000000000e+00j)	 (-4.557091854490004997e-04+1.015371218837068761e-02j)	 (-6.045334697296195908e-03-4.013023159025426619e-03j)	 (5.636007827788649750e+10+0.000000000000000000e+00j)	 (-7.215927800278245652e-01-1.200585908664351997e+00j)	 (3.569471624266145020e+11+0.000000000000000000e+00j)	 (-3.670092534819487384e-01-6.588645208587877722e-01j)	 (2.927217274884763132e+00+0.000000000000000000e+00j)	 (4.412909114106655650e+00+0.000000000000000000e+00j)	 (-2.450417492263945007e+00+0.000000000000000000e+00j)	 (-1.440369421982756037e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.721401893393259286e+01+0.000000000000000000e+00j)	 (1.299977893553592878e+01+0.000000000000000000e+00j)
