sample_signal_time	sample_signal_y	reference_signal_time	reference_signal_y	fft_sample	fft_reference	fft_freq	measured_H	fft_freq_masked	measured_H_masked	magH	phaseH	magH_masked	phaseH_masked	freq_mask_boolean	dynamic_range_db	alpha_max
 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.000000000000000096e-04+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.200000000000000153e-03+0.000000000000000000e+00j)	 (-8.095952023988113100e-05+0.000000000000000000e+00j)	 (8.902548725637189153e-04+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.093971034018301369e-02+0.000000000000000000e+00j)	 (3.005870841487279663e+11+0.000000000000000000e+00j)	 (8.343311196853252509e-01+1.458534524144182998e-01j)	 (-2.082492866874103754e+01+0.000000000000000000e+00j)	 (9.603084730588186346e+00+0.000000000000000000e+00j)	 (-1.442497382968986219e+00+0.000000000000000000e+00j)	 (-1.221499785192104426e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.009712813130448694e+00+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (1.562000000000000055e-01+0.000000000000000000e+00j)	 (2.000000000000000096e-04+0.000000000000000000e+00j)	 (1.562000000000000055e-01+0.000000000000000000e+00j)	 (3.099999999999999891e-03+0.000000000000000000e+00j)	 (2.056137078230880360e-04-3.576526832279072494e-03j)	 (3.226858156167800246e-05-1.626042953261316957e-03j)	 (6.262230919765166283e+09+0.000000000000000000e+00j)	 (2.201170421539252686e+00+8.276845348676759029e-02j)	 (3.068493150684931641e+11+0.000000000000000000e+00j)	 (8.267731786043506226e-01-1.187862095865364898e-01j)	 (6.859209570287622348e+00+0.000000000000000000e+00j)	 (6.499076389706361923e+00+0.000000000000000000e+00j)	 (-1.563536537241605906e+00+0.000000000000000000e+00j)	 (-1.253076180136990914e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.224350266893267758e+00+0.000000000000000000e+00j)	 (2.210117365409065116e+00+0.000000000000000000e+00j)
 (3.125000000000000000e-01+0.000000000000000000e+00j)	 (2.000000000000000096e-04+0.000000000000000000e+00j)	 (3.125000000000000000e-01+0.000000000000000000e+00j)	 (2.700000000000000143e-03+0.000000000000000000e+00j)	 (4.039241521868406834e-03+1.669102728890926781e-03j)	 (1.219160980497420834e-03+1.897958365010995758e-03j)	 (1.252446183953033257e+10+0.000000000000000000e+00j)	 (1.590294779038325279e+00-1.106671367769410219e+00j)	 (3.131115459882583008e+11+0.000000000000000000e+00j)	 (7.296807723385415612e-01-3.284483360853135969e-01j)	 (5.744663865264872271e+00+0.000000000000000000e+00j)	 (5.853529350819058230e+00+0.000000000000000000e+00j)	 (-1.936081291191151355e+00+0.000000000000000000e+00j)	 (-1.281102260299778095e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.065982667958259356e+00+0.000000000000000000e+00j)	 (5.141173091201063805e+00+0.000000000000000000e+00j)
 (4.687000000000000055e-01+0.000000000000000000e+00j)	 (1.000000000000000048e-04+0.000000000000000000e+00j)	 (4.687000000000000055e-01+0.000000000000000000e+00j)	 (2.500000000000000052e-03+0.000000000000000000e+00j)	 (-9.358234398422421788e-03+1.004988356948585551e-03j)	 (-4.484260002432871074e-03-6.440864178137955913e-03j)	 (1.878669275929549789e+10+0.000000000000000000e+00j)	 (5.762274740096876569e-01-1.051765787487275894e+00j)	 (3.193737769080234985e+11+0.000000000000000000e+00j)	 (6.096089754721047971e-01-4.546486817879370479e-01j)	 (1.578341935290903830e+00+0.000000000000000000e+00j)	 (5.391899652284187994e+00+0.000000000000000000e+00j)	 (-2.378253850121929691e+00+0.000000000000000000e+00j)	 (-1.302887396260523190e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.789533607910384916e+01+0.000000000000000000e+00j)	 (1.329981161150867131e+01+0.000000000000000000e+00j)
 (6.250000000000000000e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.250000000000000000e-01+0.000000000000000000e+00j)	 (2.299999999999999961e-03+0.000000000000000000e+00j)	 (9.221663501046606717e-03-3.291222374823889706e-03j)	 (5.416336016188589425e-03+9.590525372303166513e-03j)	 (2.504892367906066513e+10+0.000000000000000000e+00j)	 (1.515319271287075276e-01-8.759599021340623848e-01j)	 (3.256360078277886353e+11+0.000000000000000000e+00j)	 (5.132524089201252471e-01-5.910952572040456543e-01j)	 (-1.022257819717766081e+00+0.000000000000000000e+00j)	 (5.061990063237567838e+00+0.000000000000000000e+00j)	 (-2.126659084363004659e+00+0.000000000000000000e+00j)	 (-1.324383324405702567e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.083914047036135742e+01+0.000000000000000000e+00j)	 (1.555254457448589989e+01+0.000000000000000000e+00j)
 (7.812000000000000055e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.812000000000000055e-01+0.000000000000000000e+00j)	 (2.099999999999999870e-03+0.000000000000000000e+00j)	 (-2.020016028232425424e-03+8.147601838913467315e-03j)	 (-9.572474005234908948e-03-3.615827430952571649e-03j)	 (3.131115459882583237e+10+0.000000000000000000e+00j)	 (-9.668716398122371991e-02-8.146272045141778051e-01j)	 (3.318982387475538330e+11+0.000000000000000000e+00j)	 (3.560426765650747116e-01-7.290220810045349165e-01j)	 (-1.720069478925376982e+00+0.000000000000000000e+00j)	 (4.772559563978672870e+00+0.000000000000000000e+00j)	 (-1.816160056897421882e+00+0.000000000000000000e+00j)	 (-1.350454851882922114e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.019973504202298642e+01+0.000000000000000000e+00j)	 (1.506701467090457669e+01+0.000000000000000000e+00j)
 (9.375000000000000000e-01+0.000000000000000000e+00j)	 (1.000000000000000048e-04+0.000000000000000000e+00j)	 (9.375000000000000000e-01+0.000000000000000000e+00j)	 (1.699999999999999905e-03+0.000000000000000000e+00j)	 (-7.377190082453877326e-04-1.587240004654062037e-02j)	 (2.091010435458478742e-02+1.628836624352544967e-03j)	 (3.757338551859099579e+10+0.000000000000000000e+00j)	 (-9.384105891396513077e-02-7.517680460292314182e-01j)	 (3.381604696673189697e+11+0.000000000000000000e+00j)	 (1.044087091990508614e-01-8.099362747978073873e-01j)	 (-2.411173596304177380e+00+0.000000000000000000e+00j)	 (4.766510954934365607e+00+0.000000000000000000e+00j)	 (-1.759406190108968815e+00+0.000000000000000000e+00j)	 (-1.383065741513123825e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.643339718452503462e+01+0.000000000000000000e+00j)	 (2.001373934979025648e+01+0.000000000000000000e+00j)
 (1.093699999999999894e+00+0.000000000000000000e+00j)	 (2.000000000000000096e-04+0.000000000000000000e+00j)	 (1.093699999999999894e+00+0.000000000000000000e+00j)	 (1.299999999999999940e-03+0.000000000000000000e+00j)	 (-3.041788492522556724e-03+1.545966301682426790e-02j)	 (-1.906558152607323864e-02-6.795136712368818679e-03j)	 (4.383561643835616302e+10+0.000000000000000000e+00j)	 (-1.148656842345115864e-01-7.699285211319907285e-01j)	 (3.444227005870841675e+11+0.000000000000000000e+00j)	 (-1.000025990214840760e-01-7.615038459858125552e-01j)	 (-2.175388044740824700e+00+0.000000000000000000e+00j)	 (4.742598011411963910e+00+0.000000000000000000e+00j)	 (-2.292299767158608947e+00+0.000000000000000000e+00j)	 (-1.408943548917990896e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.612434460684326609e+01+0.000000000000000000e+00j)	 (1.985605121565041031e+01+0.000000000000000000e+00j)
 (1.250000000000000000e+00+0.000000000000000000e+00j)	 (2.999999999999999737e-04+0.000000000000000000e+00j)	 (1.250000000000000000e+00+0.000000000000000000e+00j)	 (1.199999999999999895e-03+0.000000000000000000e+00j)	 (4.122405585964181683e-03-1.069941908931466151e-02j)	 (8.697742011302921766e-03+5.637547379759543821e-03j)	 (5.009784735812133026e+10+0.000000000000000000e+00j)	 (-2.277041505242781427e-01-1.082548337250080150e+00j)	 (3.506849315068493042e+11+0.000000000000000000e+00j)	 (-2.559140233363740302e-01-6.924982601733943310e-01j)	 (8.769628300996018533e-01+0.000000000000000000e+00j)	 (4.683377113379711965e+00+0.000000000000000000e+00j)	 (-2.635669805246852349e+00+0.000000000000000000e+00j)	 (-1.431284585995311431e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.031136314934515497e+01+0.000000000000000000e+00j)	 (1.541154488791394606e+01+0.000000000000000000e+00j)
 (1.406199999999999894e+00+0.000000000000000000e+00j)	 (4.000000000000000192e-04+0.000000000000000000e+00j)	 (1.406199999999999894e+00+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (2.109316112929199381e-03+1.169768468479535917e-02j)	 (-6.744583170428754618e-03-3.582247435178528405e-03j)	 (5.636007827788649750e+10+0.000000000000000000e+00j)	 (-9.624250931873441495e-01-1.223209745465868581e+00j)	 (3.569471624266145020e+11+0.000000000000000000e+00j)	 (-4.047189967584559622e-01-6.497421474233521232e-01j)	 (3.842645281728935824e+00+0.000000000000000000e+00j)	 (4.224053722610139339e+00+0.000000000000000000e+00j)	 (-2.321303068460931485e+00+0.000000000000000000e+00j)	 (-1.451594197565908573e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.765831655190318372e+01+0.000000000000000000e+00j)	 (1.329269240995321333e+01+0.000000000000000000e+00j)
 (1.562500000000000000e+00+0.000000000000000000e+00j)	 (2.999999999999999737e-04+0.000000000000000000e+00j)	 (1.562500000000000000e+00+0.000000000000000000e+00j)	 (8.999999999999999754e-04+0.000000000000000000e+00j)	 (-6.297989906987646810e-03-3.247454928854772577e-02j)	 (1.602244825973359738e-02+2.582242278029148533e-02j)	 (6.262230919765166473e+10+0.000000000000000000e+00j)	 (-1.017286528807518575e+00-3.873157430366382381e-01j)	 (3.632093933463796387e+11+0.000000000000000000e+00j)	 (-5.977090580107445872e-01-5.214088156297986831e-01j)	 (7.367633591081037547e-01+0.000000000000000000e+00j)	 (3.683687810311702560e+00+0.000000000000000000e+00j)	 (-2.012642501204760848e+00+0.000000000000000000e+00j)	 (-1.481233190324120130e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.965444596375015252e+01+0.000000000000000000e+00j)	 (2.248447771805405182e+01+0.000000000000000000e+00j)
 (1.718699999999999894e+00+0.000000000000000000e+00j)	 (2.000000000000000096e-04+0.000000000000000000e+00j)	 (1.718699999999999894e+00+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (-1.602794825506443505e-02+4.559353560993974208e-02j)	 (1.097843599077173542e-02-5.462436658369035358e-02j)	 (6.888454011741682434e+10+0.000000000000000000e+00j)	 (-8.589501732326698669e-01-1.207889294031155025e-01j)	 (3.694716242661448364e+11+0.000000000000000000e+00j)	 (-7.195449744006424675e-01-3.222025806752767951e-01j)	 (-1.235596603799511417e+00+0.000000000000000000e+00j)	 (3.459607226035446903e+00+0.000000000000000000e+00j)	 (-2.065173100831057873e+00+0.000000000000000000e+00j)	 (-1.510864478071187023e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.491970327547485908e+01+0.000000000000000000e+00j)	 (2.656161166240076454e+01+0.000000000000000000e+00j)
 (1.875000000000000000e+00+0.000000000000000000e+00j)	 (4.000000000000000192e-04+0.000000000000000000e+00j)	 (1.875000000000000000e+00+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (2.035313597825471124e-02-1.753085062024466872e-02j)	 (-2.401270480951083613e-02+2.349981354644504680e-02j)	 (7.514677103718199158e+10+0.000000000000000000e+00j)	 (-7.978957226177204598e-01-5.078770177921676510e-02j)	 (3.757338551859099731e+11+0.000000000000000000e+00j)	 (-7.195062318975817828e-01-1.093495266299572971e-01j)	 (-1.943517005677121157e+00+0.000000000000000000e+00j)	 (3.383465722094639361e+00+0.000000000000000000e+00j)	 (-2.760138631642244267e+00+0.000000000000000000e+00j)	 (-1.537883208481152764e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.052636710137910114e+01+0.000000000000000000e+00j)	 (2.320473337653253054e+01+0.000000000000000000e+00j)
 (2.031200000000000117e+00+0.000000000000000000e+00j)	 (5.999999999999999474e-04+0.000000000000000000e+00j)	 (2.031200000000000117e+00+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (1.058749249821392888e-02+1.017097437177375344e-02j)	 (-1.152519934244366009e-02-1.810902366365230859e-02j)	 (8.140900195694715881e+10+0.000000000000000000e+00j)	 (-6.645645306957966847e-01+1.617013628351938737e-01j)	 (3.819960861056751709e+11+0.000000000000000000e+00j)	 (-7.322429400300572988e-01+4.226013863520988734e-02j)	 (-3.299459598001530214e+00+0.000000000000000000e+00j)	 (3.081218313375965412e+00+0.000000000000000000e+00j)	 (-2.692454598934243215e+00+0.000000000000000000e+00j)	 (-1.558730582397434006e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.663481327833683565e+01+0.000000000000000000e+00j)	 (2.018579139458498517e+01+0.000000000000000000e+00j)
