sample_signal_time	sample_signal_y	reference_signal_time	reference_signal_y	fft_sample	fft_reference	fft_freq	measured_H	fft_freq_masked	measured_H_masked	magH	phaseH	magH_masked	phaseH_masked	freq_mask_boolean	dynamic_range_db	alpha_max
 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.200000000000000153e-03+0.000000000000000000e+00j)	 (-1.736131934032980216e-04+0.000000000000000000e+00j)	 (8.902548725637189153e-04+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.950151566183895013e-01+0.000000000000000000e+00j)	 (3.005870841487279663e+11+0.000000000000000000e+00j)	 (7.959061029126799358e-01+2.116073699323710033e-01j)	 (-1.419863267737219203e+01+0.000000000000000000e+00j)	 (1.598481540144656066e+01+0.000000000000000000e+00j)	 (-1.686139090706510801e+00+0.000000000000000000e+00j)	 (-1.202966023031601139e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.009712813130448694e+00+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (1.562000000000000055e-01+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (1.562000000000000055e-01+0.000000000000000000e+00j)	 (3.099999999999999891e-03+0.000000000000000000e+00j)	 (4.572270567141169012e-04-3.866787264002383324e-03j)	 (3.226858156167800246e-05-1.626042953261316957e-03j)	 (6.262230919765166283e+09+0.000000000000000000e+00j)	 (2.382676961877433719e+00+2.339061524000959902e-01j)	 (3.068493150684931641e+11+0.000000000000000000e+00j)	 (8.220429466554900477e-01-4.413462319602890621e-02j)	 (7.582956949471535424e+00+0.000000000000000000e+00j)	 (1.294107867528076028e+01+0.000000000000000000e+00j)	 (-1.689609307864418764e+00+0.000000000000000000e+00j)	 (-1.234315593435311342e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.224350266893267758e+00+0.000000000000000000e+00j)	 (-9.282532188348431745e+00+0.000000000000000000e+00j)
 (3.125000000000000000e-01+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (3.125000000000000000e-01+0.000000000000000000e+00j)	 (2.700000000000000143e-03+0.000000000000000000e+00j)	 (4.443660863609376170e-03+2.129251479560836328e-03j)	 (1.219160980497420834e-03+1.897958365010995758e-03j)	 (1.252446183953033257e+10+0.000000000000000000e+00j)	 (1.858815707963184849e+00-1.147267149093840422e+00j)	 (3.131115459882583008e+11+0.000000000000000000e+00j)	 (7.495005905147396064e-01-2.649827909767237255e-01j)	 (6.786474416098736029e+00+0.000000000000000000e+00j)	 (1.229024971986389936e+01+0.000000000000000000e+00j)	 (-1.993055889794234758e+00+0.000000000000000000e+00j)	 (-1.262934864915730770e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.065982667958259356e+00+0.000000000000000000e+00j)	 (5.307479032090454574e+00+0.000000000000000000e+00j)
 (4.687000000000000055e-01+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (4.687000000000000055e-01+0.000000000000000000e+00j)	 (2.500000000000000052e-03+0.000000000000000000e+00j)	 (-9.805414373249055071e-03+6.424305057945581330e-05j)	 (-4.484260002432871074e-03-6.440864178137955913e-03j)	 (1.878669275929549789e+10+0.000000000000000000e+00j)	 (7.071586226046108203e-01-1.030037439548314282e+00j)	 (3.193737769080234985e+11+0.000000000000000000e+00j)	 (6.325481474999874454e-01-4.053353312648975693e-01j)	 (1.934169372511103102e+00+0.000000000000000000e+00j)	 (1.187405942670148917e+01+0.000000000000000000e+00j)	 (-2.484023072210588712e+00+0.000000000000000000e+00j)	 (-1.285939729738294446e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.789533607910384916e+01+0.000000000000000000e+00j)	 (1.347099526949828885e+01+0.000000000000000000e+00j)
 (6.250000000000000000e-01+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (6.250000000000000000e-01+0.000000000000000000e+00j)	 (2.299999999999999961e-03+0.000000000000000000e+00j)	 (9.392707013628084911e-03-2.716350826217532946e-03j)	 (5.416336016188589425e-03+9.590525372303166513e-03j)	 (2.504892367906066513e+10+0.000000000000000000e+00j)	 (2.046148605226311978e-01-8.638154692814751234e-01j)	 (3.256360078277886353e+11+0.000000000000000000e+00j)	 (5.437393078438389482e-01-5.364320330077309018e-01j)	 (-1.034493094291492277e+00+0.000000000000000000e+00j)	 (1.150501294403846231e+01+0.000000000000000000e+00j)	 (-2.340248202329965554e+00+0.000000000000000000e+00j)	 (-1.306815182548226062e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.083914047036135742e+01+0.000000000000000000e+00j)	 (1.565847451704043536e+01+0.000000000000000000e+00j)
 (7.812000000000000055e-01+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (7.812000000000000055e-01+0.000000000000000000e+00j)	 (2.099999999999999870e-03+0.000000000000000000e+00j)	 (-2.161369346166320659e-03+8.082872738568192342e-03j)	 (-9.572474005234908948e-03-3.615827430952571649e-03j)	 (3.131115459882583237e+10+0.000000000000000000e+00j)	 (-8.152907232027652162e-02-8.135908938685386671e-01j)	 (3.318982387475538330e+11+0.000000000000000000e+00j)	 (4.045101043525565765e-01-6.781673718446998844e-01j)	 (-1.748484819475358609e+00+0.000000000000000000e+00j)	 (1.117255091221137775e+01+0.000000000000000000e+00j)	 (-2.051360931632966178e+00+0.000000000000000000e+00j)	 (-1.332249100978800982e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.019973504202298642e+01+0.000000000000000000e+00j)	 (1.512930557412222399e+01+0.000000000000000000e+00j)
 (9.375000000000000000e-01+0.000000000000000000e+00j)	 (8.000000000000000383e-04+0.000000000000000000e+00j)	 (9.375000000000000000e-01+0.000000000000000000e+00j)	 (1.699999999999999905e-03+0.000000000000000000e+00j)	 (-4.616681906336572824e-04-1.582069426779648263e-02j)	 (2.091010435458478742e-02+1.628836624352544967e-03j)	 (3.757338551859099579e+10+0.000000000000000000e+00j)	 (-8.052743366513215317e-02-7.503323736946094780e-01j)	 (3.381604696673189697e+11+0.000000000000000000e+00j)	 (1.804717680842232996e-01-7.795656047921936116e-01j)	 (-2.445189775824742728e+00+0.000000000000000000e+00j)	 (1.116551329599923470e+01+0.000000000000000000e+00j)	 (-1.936215233166354910e+00+0.000000000000000000e+00j)	 (-1.363281941304971312e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.643339718452503462e+01+0.000000000000000000e+00j)	 (2.006217531477183869e+01+0.000000000000000000e+00j)
 (1.093699999999999894e+00+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (1.093699999999999894e+00+0.000000000000000000e+00j)	 (1.299999999999999940e-03+0.000000000000000000e+00j)	 (-3.268394796221953374e-03+1.518463011166208167e-02j)	 (-1.906558152607323864e-02-6.795136712368818679e-03j)	 (4.383561643835616302e+10+0.000000000000000000e+00j)	 (-9.975776105230865776e-02-7.608874907567346746e-01j)	 (3.444227005870841675e+11+0.000000000000000000e+00j)	 (-3.209706040727476617e-02-7.646335499483798426e-01j)	 (-2.299574246726460824e+00+0.000000000000000000e+00j)	 (1.114206285929557971e+01+0.000000000000000000e+00j)	 (-2.323287155655052505e+00+0.000000000000000000e+00j)	 (-1.390226722769460821e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.612434460684326609e+01+0.000000000000000000e+00j)	 (1.989545200573488870e+01+0.000000000000000000e+00j)
 (1.250000000000000000e+00+0.000000000000000000e+00j)	 (8.999999999999999754e-04+0.000000000000000000e+00j)	 (1.250000000000000000e+00+0.000000000000000000e+00j)	 (1.199999999999999895e-03+0.000000000000000000e+00j)	 (4.936193706582202648e-03-9.875872998329468522e-03j)	 (8.697742011302921766e-03+5.637547379759543821e-03j)	 (5.009784735812133026e+10+0.000000000000000000e+00j)	 (-1.186041840124356650e-01-1.058577764154952083e+00j)	 (3.506849315068493042e+11+0.000000000000000000e+00j)	 (-2.010454417336901556e-01-7.006197243849636713e-01j)	 (5.486338542296101961e-01+0.000000000000000000e+00j)	 (1.116085067724238655e+01+0.000000000000000000e+00j)	 (-2.746705917195737978e+00+0.000000000000000000e+00j)	 (-1.413975999047045207e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.031136314934515497e+01+0.000000000000000000e+00j)	 (1.546604808525979635e+01+0.000000000000000000e+00j)
 (1.406199999999999894e+00+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (1.406199999999999894e+00+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (1.058089760328565637e-03+1.012455883851982354e-02j)	 (-6.744583170428754618e-03-3.582247435178528405e-03j)	 (5.636007827788649750e+10+0.000000000000000000e+00j)	 (-7.442324442947056973e-01-1.105855452486669499e+00j)	 (3.569471624266145020e+11+0.000000000000000000e+00j)	 (-3.426769599749738271e-01-6.618431493816367972e-01j)	 (2.496381087367827600e+00+0.000000000000000000e+00j)	 (1.068005715956961943e+01+0.000000000000000000e+00j)	 (-2.553441974455829655e+00+0.000000000000000000e+00j)	 (-1.433807051138159139e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.765831655190318372e+01+0.000000000000000000e+00j)	 (1.333891299820710863e+01+0.000000000000000000e+00j)
 (1.562500000000000000e+00+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (1.562500000000000000e+00+0.000000000000000000e+00j)	 (8.999999999999999754e-04+0.000000000000000000e+00j)	 (-4.331362726667001804e-03-3.071081115839005213e-02j)	 (1.602244825973359738e-02+2.582242278029148533e-02j)	 (6.262230919765166473e+10+0.000000000000000000e+00j)	 (-9.338508944102392739e-01-4.117047808326137481e-01j)	 (3.632093933463796387e+11+0.000000000000000000e+00j)	 (-5.284660335566290223e-01-5.632745602730279133e-01j)	 (1.769193148020611617e-01+0.000000000000000000e+00j)	 (1.011686377281954563e+01+0.000000000000000000e+00j)	 (-2.243498165042871584e+00+0.000000000000000000e+00j)	 (-1.461384025409682508e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.965444596375015252e+01+0.000000000000000000e+00j)	 (2.252264721819052440e+01+0.000000000000000000e+00j)
 (1.718699999999999894e+00+0.000000000000000000e+00j)	 (8.000000000000000383e-04+0.000000000000000000e+00j)	 (1.718699999999999894e+00+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (-1.798484834541425048e-02+4.277471768557813969e-02j)	 (1.097843599077173542e-02-5.462436658369035358e-02j)	 (6.888454011741682434e+10+0.000000000000000000e+00j)	 (-8.162705305568752623e-01-1.651913814088331045e-01j)	 (3.694716242661448364e+11+0.000000000000000000e+00j)	 (-6.775105204319019636e-01-3.904258114088166587e-01j)	 (-1.588998247040622980e+00+0.000000000000000000e+00j)	 (9.901306652408649711e+00+0.000000000000000000e+00j)	 (-2.136370480584492526e+00+0.000000000000000000e+00j)	 (-1.490832645906450793e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.491970327547485908e+01+0.000000000000000000e+00j)	 (2.659812486930698938e+01+0.000000000000000000e+00j)
