sample_signal_time	sample_signal_y	reference_signal_time	reference_signal_y	fft_sample	fft_reference	fft_freq	measured_H	fft_freq_masked	measured_H_masked	magH	phaseH	magH_masked	phaseH_masked	freq_mask_boolean	dynamic_range_db	alpha_max
 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.199999999999999895e-03+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.200000000000000153e-03+0.000000000000000000e+00j)	 (-2.091454272863577622e-04+0.000000000000000000e+00j)	 (8.902548725637189153e-04+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.349275850454707326e-01+0.000000000000000000e+00j)	 (3.005870841487279663e+11+0.000000000000000000e+00j)	 (8.193796336280069204e-01+1.583776544561977528e-01j)	 (-1.258131971300815621e+01+0.000000000000000000e+00j)	 (3.348089061753345419e+00+0.000000000000000000e+00j)	 (-1.570997898315031005e+00+0.000000000000000000e+00j)	 (-1.216893909215930769e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.009712813130448694e+00+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (1.562000000000000055e-01+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (1.562000000000000055e-01+0.000000000000000000e+00j)	 (3.099999999999999891e-03+0.000000000000000000e+00j)	 (4.301099732975582424e-04-3.787311503638553841e-03j)	 (3.226858156167800246e-05-1.626042953261316957e-03j)	 (6.262230919765166283e+09+0.000000000000000000e+00j)	 (2.333488595611812766e+00+2.182055557112901334e-01j)	 (3.068493150684931641e+11+0.000000000000000000e+00j)	 (8.277158850284430658e-01-9.982740490623283336e-02j)	 (7.397924174757980254e+00+0.000000000000000000e+00j)	 (2.997357156217009266e-01+0.000000000000000000e+00j)	 (-1.579657716992173722e+00+0.000000000000000000e+00j)	 (-1.247990037113940431e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.224350266893267758e+00+0.000000000000000000e+00j)	 (-9.947933839726429833e-03+0.000000000000000000e+00j)
 (3.125000000000000000e-01+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (3.125000000000000000e-01+0.000000000000000000e+00j)	 (2.700000000000000143e-03+0.000000000000000000e+00j)	 (4.472891260319376838e-03+2.166400942132777792e-03j)	 (1.219160980497420834e-03+1.897958365010995758e-03j)	 (1.252446183953033257e+10+0.000000000000000000e+00j)	 (1.879675021683048231e+00-1.149269055675583129e+00j)	 (3.131115459882583008e+11+0.000000000000000000e+00j)	 (7.362827432636016578e-01-3.214130312709457260e-01j)	 (6.860995527435899355e+00+0.000000000000000000e+00j)	 (-3.422771473727624914e-01+0.000000000000000000e+00j)	 (-1.901585131430179931e+00+0.000000000000000000e+00j)	 (-1.277147421560475138e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.065982667958259356e+00+0.000000000000000000e+00j)	 (5.240404092722044993e+00+0.000000000000000000e+00j)
 (4.687000000000000055e-01+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (4.687000000000000055e-01+0.000000000000000000e+00j)	 (2.500000000000000052e-03+0.000000000000000000e+00j)	 (-9.721004431298838760e-03+2.308435639886644171e-04j)	 (-4.484260002432871074e-03-6.440864178137955913e-03j)	 (1.878669275929549789e+10+0.000000000000000000e+00j)	 (6.835916607025738223e-01-1.033339860170401803e+00j)	 (3.193737769080234985e+11+0.000000000000000000e+00j)	 (6.092219884783981465e-01-4.494845210999297569e-01j)	 (1.861335102221446380e+00+0.000000000000000000e+00j)	 (-7.798576349035977184e-01+0.000000000000000000e+00j)	 (-2.417030877013639500e+00+0.000000000000000000e+00j)	 (-1.299552205531468552e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.789533607910384916e+01+0.000000000000000000e+00j)	 (1.339753186841281973e+01+0.000000000000000000e+00j)
 (6.250000000000000000e-01+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (6.250000000000000000e-01+0.000000000000000000e+00j)	 (2.299999999999999961e-03+0.000000000000000000e+00j)	 (9.582848749677434427e-03-2.843629129023918581e-03j)	 (5.416336016188589425e-03+9.590525372303166513e-03j)	 (2.504892367906066513e+10+0.000000000000000000e+00j)	 (2.030421410783657121e-01-8.845296747401668602e-01j)	 (3.256360078277886353e+11+0.000000000000000000e+00j)	 (5.118766983176959995e-01-5.774268522803530646e-01j)	 (-8.427371887563517294e-01+0.000000000000000000e+00j)	 (-1.138660731113103619e+00+0.000000000000000000e+00j)	 (-2.251623411842150091e+00+0.000000000000000000e+00j)	 (-1.320537609597840500e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.083914047036135742e+01+0.000000000000000000e+00j)	 (1.560782109713922061e+01+0.000000000000000000e+00j)
 (7.812000000000000055e-01+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (7.812000000000000055e-01+0.000000000000000000e+00j)	 (2.099999999999999870e-03+0.000000000000000000e+00j)	 (-2.079888802741071321e-03+8.014772082593121447e-03j)	 (-9.572474005234908948e-03-3.615827430952571649e-03j)	 (3.131115459882583237e+10+0.000000000000000000e+00j)	 (-8.662646679174937359e-02-8.045512292338697913e-01j)	 (3.318982387475538330e+11+0.000000000000000000e+00j)	 (3.655778884095801096e-01-7.124234250231894494e-01j)	 (-1.838868024796549872e+00+0.000000000000000000e+00j)	 (-1.471557257918483019e+00+0.000000000000000000e+00j)	 (-1.930103273784750106e+00+0.000000000000000000e+00j)	 (-1.345656078730747218e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.019973504202298642e+01+0.000000000000000000e+00j)	 (1.508801680291750813e+01+0.000000000000000000e+00j)
 (9.375000000000000000e-01+0.000000000000000000e+00j)	 (8.000000000000000383e-04+0.000000000000000000e+00j)	 (9.375000000000000000e-01+0.000000000000000000e+00j)	 (1.699999999999999905e-03+0.000000000000000000e+00j)	 (-5.371553366558424070e-04-1.590878191516392759e-02j)	 (2.091010435458478742e-02+1.628836624352544967e-03j)	 (3.757338551859099579e+10+0.000000000000000000e+00j)	 (-8.444191641506706980e-02-7.542401301129098012e-01j)	 (3.381604696673189697e+11+0.000000000000000000e+00j)	 (1.228355438466895017e-01-8.049613466925453764e-01j)	 (-2.395710239826903010e+00+0.000000000000000000e+00j)	 (-1.475791920486890341e+00+0.000000000000000000e+00j)	 (-1.784528425860108181e+00+0.000000000000000000e+00j)	 (-1.377924066410128745e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.643339718452503462e+01+0.000000000000000000e+00j)	 (2.003100246664044093e+01+0.000000000000000000e+00j)
 (1.093699999999999894e+00+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (1.093699999999999894e+00+0.000000000000000000e+00j)	 (1.299999999999999940e-03+0.000000000000000000e+00j)	 (-3.092107263580161792e-03+1.503839047897298845e-02j)	 (-1.906558152607323864e-02-6.795136712368818679e-03j)	 (4.383561643835616302e+10+0.000000000000000000e+00j)	 (-1.055363252623706394e-01-7.511576135828348377e-01j)	 (3.444227005870841675e+11+0.000000000000000000e+00j)	 (-9.021069496208897198e-02-7.641407065892976691e-01j)	 (-2.400485015548898371e+00+0.000000000000000000e+00j)	 (-1.503884492249656368e+00+0.000000000000000000e+00j)	 (-2.276423561969703080e+00+0.000000000000000000e+00j)	 (-1.404818171290659023e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.612434460684326609e+01+0.000000000000000000e+00j)	 (1.986863223968694925e+01+0.000000000000000000e+00j)
 (1.250000000000000000e+00+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (1.250000000000000000e+00+0.000000000000000000e+00j)	 (1.199999999999999895e-03+0.000000000000000000e+00j)	 (4.627444500585192744e-03-9.928167695723272290e-03j)	 (8.697742011302921766e-03+5.637547379759543821e-03j)	 (5.009784735812133026e+10+0.000000000000000000e+00j)	 (-1.463446762408890378e-01-1.046609871597702135e+00j)	 (3.506849315068493042e+11+0.000000000000000000e+00j)	 (-2.492149525434594060e-01-6.892211502639127296e-01j)	 (4.797890030501155700e-01+0.000000000000000000e+00j)	 (-1.503226516941861712e+00+0.000000000000000000e+00j)	 (-2.699174481195274033e+00+0.000000000000000000e+00j)	 (-1.427763230633305369e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.031136314934515497e+01+0.000000000000000000e+00j)	 (1.543906353869751058e+01+0.000000000000000000e+00j)
 (1.406199999999999894e+00+0.000000000000000000e+00j)	 (1.100000000000000066e-03+0.000000000000000000e+00j)	 (1.406199999999999894e+00+0.000000000000000000e+00j)	 (1.000000000000000021e-03+0.000000000000000000e+00j)	 (1.146263884511843989e-03+1.003244896454345315e-02j)	 (-6.744583170428754618e-03-3.582247435178528405e-03j)	 (5.636007827788649750e+10+0.000000000000000000e+00j)	 (-7.487716887215807304e-01-1.089787658830074557e+00j)	 (3.569471624266145020e+11+0.000000000000000000e+00j)	 (-3.907691254404498382e-01-6.451709589407396139e-01j)	 (2.426150094308910266e+00+0.000000000000000000e+00j)	 (-1.966302249325277751e+00+0.000000000000000000e+00j)	 (-2.449288938051985998e+00+0.000000000000000000e+00j)	 (-1.447525828433826156e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.765831655190318372e+01+0.000000000000000000e+00j)	 (1.331773266571527259e+01+0.000000000000000000e+00j)
