Frequency/GHz	real_ε	real_ε_SG_filtered	real_ε_SG_filtered+RA	loss_T	loss_T_SG_filtered	loss_T_SG_filtered+RA
140.0	2.719097677	2.715411968084238	2.7152103402444743	0.007483142	0.006667558819088933	0.006572030274212543
140.1	2.717198693	2.715454586148237	2.7152210210779684	0.007547796	0.006660820413796941	0.006576024958271362
140.2	2.716089283	2.7154963343572422	2.715231442262113	0.007824122	0.006654045994374619	0.006579544814547664
140.3	2.714069103	2.715537061221449	2.715241586314065	0.007748224	0.006647282861208947	0.006582600681079797
140.4	2.713055346	2.7155766177505942	2.7152514372425225	0.006591976	0.006640575055199285	0.006585203486250187
140.5	2.711983303	2.715614858266591	2.7152609804986847	0.006434618	0.0066339631101080265	0.006587364270939898
140.6	2.716198745	2.7156516412117173	2.715270202921027	0.005327402	0.006627483835651135	0.006589094209245519
140.7	2.717537003	2.7156868299457377	2.715279092674385	0.006631963	0.006621170133841651	0.006590404627656659
140.8	2.717793059	2.7157202935253295	2.7152876391838676	0.00742336	0.0066150508507889175	0.006591307022624404
140.9	2.715956811	2.7157519074590986	2.7152958330641424	0.008116718	0.00660915066581599	0.006591813076483388
141.0	2.713333914	2.715781554431542	2.7153036660454095	0.007968223	0.006603490019390783	0.006591934671153076
141.1	2.712238101	2.7158091249894096	2.715311130896323	0.007114714	0.006598085080976304	0.006591683899857288
141.2	2.71285012	2.7158345181840935	2.715318221344532	0.006333764	0.0065929477574960425	0.006591073076836966
141.3	2.713578584	2.7158576421639253	2.715324931995472	0.005976372	0.00658808574268579	0.006590114745054344
141.4	2.713775875	2.715878414710556	2.715331258250079	0.005422878	0.006583502607167356	0.006588821681908705
141.5	2.716567242	2.7158967637140172	2.7153371962220354	0.005327681	0.006579197928636799	0.006587206903004392
141.6	2.716259775	2.7159126275814627	2.7153427426551753	0.004463522	0.006575167461114625	0.0065852836640306
141.7	2.720520322	2.7159259555751585	2.7153478948416305	0.004952802	0.006571403341762266	0.00658306546082937
141.8	2.721827695	2.7159367080758643	2.7153526505412717	0.005984925	0.006567894333332836	0.006580566027743069
141.9	2.720774241	2.7159448567683944	2.7153570079029743	0.007268851	0.006564626099899383	0.006577799334345379
142.0	2.7185785	2.715950384746865	2.7153609653881827	0.007570472	0.006561581513095211	0.006574779580670277
142.1	2.7166523	2.7159532865379057	2.7153645216972246	0.007641919	0.006558740985712576	0.006571521191061596
142.2	2.714434846	2.7159535680409284	2.715367652829809	0.007497646	0.006556082829142555	0.006568052127598487
142.3	2.713907311	2.7159512463853823	2.7153703556643216	0.00692354	0.00655358363080338	0.006564388227778232
142.4	2.713655525	2.7159463497058445	2.715372627437208	0.006734461	0.00655121864740028	0.006560545303853144
