Time_abs/ps	 Signal 2/nA	 Ref.signal 2/nA
570.0	-0.013191	-0.003453
570.05	0.007789	-0.004187
570.1	0.012391	0.002446
570.15	0.004487	0.004189
570.2	-0.011476	0.001005
570.25	-0.013474	0.006078
570.3	-0.01583	0.002777
570.35	-0.005119	0.011495
570.4	-0.018735	0.022587
570.45	-0.006486	0.010506
570.5	-0.011491	0.028801
570.55	0.004566	0.038524
570.6	-0.00715	0.044729
570.65	-0.022458	0.06195
570.7	-0.032677	0.056972
570.75	-0.05064	0.074382
570.8	-0.061158	0.077267
570.85	-0.057386	0.081584
570.9	-0.062484	0.087967
570.95	-0.063747	0.111455
571.0	-0.076459	0.110017
571.05	-0.087521	0.122652
571.1	-0.0892	0.131482
571.15	-0.095225	0.137702
571.2	-0.107067	0.135383
571.25	-0.122	0.140217
571.3	-0.150065	0.135607
571.35	-0.158163	0.143293
571.4	-0.158009	0.134793
571.45	-0.162044	0.147007
571.5	-0.164744	0.141462
571.55	-0.16276	0.158929
571.6	-0.167812	0.156424
571.65	-0.171319	0.156106
571.7	-0.174735	0.163398
571.75	-0.182483	0.153268
571.8	-0.196556	0.144566
571.85	-0.19301	0.14786
571.9	-0.219073	0.12687
571.95	-0.204691	0.140574
572.0	-0.195827	0.130115
572.05	-0.170657	0.112225
572.1	-0.173606	0.100341
572.15	-0.158209	0.106382
572.2	-0.156094	0.089666
572.25	-0.13503	0.079151
572.3	-0.135324	0.068381
572.35	-0.132579	0.073872
572.4	-0.11086	0.058067
572.45	-0.119674	0.042006
572.5	-0.087938	0.024716
572.55	-0.079445	0.007853
572.6	-0.056172	-0.001951
572.65	-0.041231	-0.026466
572.7	-0.032924	-0.027024
572.75	-0.007718	-0.034943
572.8	-0.0063	-0.038042
572.85	0.01672	-0.035308
572.9	0.023674	-0.052803
572.95	0.030646	-0.051669
573.0	0.034948	-0.075794
573.05	0.03175	-0.075911
573.1	0.035244	-0.080192
573.15	0.037511	-0.091631
573.2	0.037054	-0.109301
573.25	0.042836	-0.099849
573.3	0.051905	-0.115834
573.35	0.048341	-0.120699
573.4	0.050557	-0.130551
573.45	0.0475	-0.173172
573.5	0.043554	-0.198319
573.55	0.024585	-0.259615
573.6	0.016472	-0.315506
573.65	-0.007613	-0.396482
573.7	-0.006227	-0.484627
573.75	-0.014941	-0.552962
573.8	-0.032029	-0.575301
573.85	-0.017256	-0.511025
573.9	-0.036816	-0.295894
573.95	-0.035775	0.08726
574.0	-0.037044	0.612212
574.05	-0.045882	1.20343
574.1	-0.032807	1.701624
574.15	-0.037165	1.974002
574.2	-0.059857	1.939083
574.25	-0.070836	1.661764
574.3	-0.08243	1.258365
574.35	-0.080608	0.815606
574.4	-0.076215	0.413069
574.45	-0.076253	0.083855
574.5	-0.078841	-0.179713
574.55	-0.073668	-0.377745
574.6	-0.072202	-0.520251
574.65	-0.067316	-0.584389
