Time_abs/ps	 Signal 2/nA	 Ref.signal 2/nA
570.0	0.003475	-0.003453
570.05	-0.004922	-0.004187
570.1	-0.004343	0.002446
570.15	-0.001012	0.004189
570.2	0.006803	0.001005
570.25	0.002706	0.006078
570.3	0.013702	0.002777
570.35	0.010125	0.011495
570.4	0.005744	0.022587
570.45	0.016521	0.010506
570.5	0.015819	0.028801
570.55	0.002961	0.038524
570.6	-0.002729	0.044729
570.65	-0.001416	0.06195
570.7	-0.018068	0.056972
570.75	0.000762	0.074382
570.8	-0.016525	0.077267
570.85	-0.018926	0.081584
570.9	-0.029789	0.087967
570.95	-0.040714	0.111455
571.0	-0.046759	0.110017
571.05	-0.067904	0.122652
571.1	-0.061428	0.131482
571.15	-0.07081	0.137702
571.2	-0.077063	0.135383
571.25	-0.087248	0.140217
571.3	-0.094821	0.135607
571.35	-0.110949	0.143293
571.4	-0.119867	0.134793
571.45	-0.141118	0.147007
571.5	-0.149963	0.141462
571.55	-0.157417	0.158929
571.6	-0.168054	0.156424
571.65	-0.160426	0.156106
571.7	-0.165489	0.163398
571.75	-0.171351	0.153268
571.8	-0.175409	0.144566
571.85	-0.184579	0.14786
571.9	-0.182411	0.12687
571.95	-0.189792	0.140574
572.0	-0.188143	0.130115
572.05	-0.185688	0.112225
572.1	-0.174283	0.100341
572.15	-0.175155	0.106382
572.2	-0.166706	0.089666
572.25	-0.162539	0.079151
572.3	-0.161417	0.068381
572.35	-0.146936	0.073872
572.4	-0.138618	0.058067
572.45	-0.127395	0.042006
572.5	-0.100434	0.024716
572.55	-0.10525	0.007853
572.6	-0.083082	-0.001951
572.65	-0.059968	-0.026466
572.7	-0.049758	-0.027024
572.75	-0.023122	-0.034943
572.8	-0.018633	-0.038042
572.85	-0.007126	-0.035308
572.9	0.020994	-0.052803
572.95	0.022365	-0.051669
573.0	0.026673	-0.075794
573.05	0.037954	-0.075911
573.1	0.039815	-0.080192
573.15	0.048407	-0.091631
573.2	0.047961	-0.109301
573.25	0.05486	-0.099849
573.3	0.062301	-0.115834
573.35	0.054736	-0.120699
573.4	0.06226	-0.130551
573.45	0.060259	-0.173172
573.5	0.044386	-0.198319
573.55	0.045117	-0.259615
573.6	0.037647	-0.315506
573.65	0.02101	-0.396482
573.7	0.031445	-0.484627
573.75	0.017523	-0.552962
573.8	0.018081	-0.575301
573.85	0.005188	-0.511025
573.9	-0.012591	-0.295894
573.95	-0.019157	0.08726
574.0	-0.023415	0.612212
574.05	-0.031469	1.20343
574.1	-0.042142	1.701624
574.15	-0.049818	1.974002
574.2	-0.044698	1.939083
574.25	-0.055153	1.661764
574.3	-0.06264	1.258365
574.35	-0.062124	0.815606
574.4	-0.073158	0.413069
574.45	-0.084733	0.083855
574.5	-0.079545	-0.179713
574.55	-0.081079	-0.377745
574.6	-0.069327	-0.520251
574.65	-0.062746	-0.584389
574.7	-0.060701	-0.634379
574.75	-0.052005	-0.673635
574.8	-0.050901	-0.682848
574.85	-0.040125	-0.651049
574.9	-0.040019	-0.577085
574.95	-0.044093	-0.480202
575.0	-0.038392	-0.383497
575.05	-0.046178	-0.305568
575.1	-0.037314	-0.255712
575.15	-0.028021	-0.221735
575.2	-0.024362	-0.173648
575.25	-0.016541	-0.135129
575.3	-0.013992	-0.071731
575.35	-0.004539	-0.018365
575.4	-0.007592	0.029285
575.45	-0.010292	0.093963
575.5	0.001793	0.161506
575.55	-0.005737	0.230261
575.6	-0.004217	0.278743
575.65	-0.008116	0.267675
575.7	-0.016749	0.208005
575.75	-0.024242	0.120827
575.8	-0.028203	0.028391
575.85	-0.035885	-0.051538
575.9	-0.044168	-0.119542
575.95	-0.041401	-0.151863
576.0	-0.058752	-0.148886
576.05	-0.047203	-0.107158
576.1	-0.061866	-0.036508
576.15	-0.062689	0.043964
576.2	-0.073118	0.086501
576.25	-0.082989	0.078196
576.3	-0.080972	0.026532
576.35	-0.086307	-0.039714
576.4	-0.097727	-0.093618
576.45	-0.100882	-0.121382
576.5	-0.100758	-0.131959
576.55	-0.104835	-0.134541
576.6	-0.10872	-0.143235
576.65	-0.097436	-0.15864
576.7	-0.103018	-0.173507
576.75	-0.099124	-0.193283
576.8	-0.102567	-0.2044
576.85	-0.101084	-0.196151
576.9	-0.103388	-0.197658
576.95	-0.098581	-0.194551
577.0	-0.101246	-0.208438
577.05	-0.093663	-0.224232
577.1	-0.09599	-0.232777
577.15	-0.098133	-0.22975
577.2	-0.088131	-0.201067
577.25	-0.071435	-0.150072
577.3	-0.061243	-0.11267
577.35	-0.059739	-0.091522
577.4	-0.052737	-0.116187
577.45	-0.049103	-0.119921
577.5	-0.047546	-0.152318
577.55	-0.034392	-0.186223
577.6	-0.023471	-0.218369
577.65	-0.024841	-0.271712
577.7	-0.018913	-0.318767
577.75	-0.022556	-0.35651
577.8	-0.019563	-0.348489
577.85	-0.009003	-0.304085
577.9	0.003814	-0.233648
577.95	-0.008028	-0.16414
578.0	-0.007894	-0.106342
578.05	0.003744	-0.084573
