Time_abs/ps	 Signal 2/nA	 Ref.signal 2/nA
580.2	-0.358807	0.525362
580.25	-0.303416	0.013063
580.3	-0.209897	-0.547894
580.35	-0.085591	-1.078285
580.4	0.027132	-1.544266
580.45	0.170245	-1.88931
580.5	0.290888	-2.1422
580.55	0.417217	-2.306917
580.6	0.486891	-2.405586
580.65	0.518863	-2.468711
580.7	0.541952	-2.484902
580.75	0.49909	-2.521491
580.8	0.440562	-2.562211
580.85	0.360722	-2.633739
580.9	0.265881	-2.726388
580.95	0.147491	-2.827919
581.0	0.032619	-2.903732
581.05	-0.069059	-2.990292
581.1	-0.168332	-3.098906
581.15	-0.280359	-3.221807
581.2	-0.32946	-3.373155
581.25	-0.391573	-3.547436
581.3	-0.456229	-3.717808
581.35	-0.477905	-3.907469
581.4	-0.489388	-4.114672
581.45	-0.49344	-4.366851
581.5	-0.493712	-4.688503
581.55	-0.475487	-5.110962
581.6	-0.429374	-5.673262
581.65	-0.416081	-6.387683
581.7	-0.36285	-7.246814
581.75	-0.310367	-8.224384
581.8	-0.278666	-9.325044
581.85	-0.232062	-10.562122
581.9	-0.201617	-11.942307
581.95	-0.172191	-13.485947
582.0	-0.141246	-15.158143
582.05	-0.141718	-16.943218
582.1	-0.13486	-18.869668
582.15	-0.139419	-20.956626
582.2	-0.162632	-23.20168
582.25	-0.166229	-25.663567
582.3	-0.180158	-28.364726
582.35	-0.198381	-31.285722
582.4	-0.200058	-34.441589
582.45	-0.214608	-37.820567
582.5	-0.199795	-41.438339
582.55	-0.208295	-45.279585
582.6	-0.206397	-49.245853
582.65	-0.212321	-53.071901
582.7	-0.205466	-56.228662
582.75	-0.212458	-57.817419
582.8	-0.225661	-56.381669
582.85	-0.241533	-49.67796
582.9	-0.264445	-34.456005
582.95	-0.274141	-6.283087
583.0	-0.297664	40.185965
583.05	-0.311685	110.210451
583.1	-0.320508	206.33442
583.15	-0.33975	324.386905
583.2	-0.363709	449.930203
583.25	-0.366724	558.060609
583.3	-0.377181	619.023639
583.35	-0.376387	609.860308
583.4	-0.376383	526.454253
583.45	-0.371675	386.716341
583.5	-0.3817	221.714626
583.55	-0.382471	60.822972
583.6	-0.390469	-78.716836
583.65	-0.378403	-191.284589
583.7	-0.378624	-275.988344
583.75	-0.366853	-333.019119
583.8	-0.35727	-364.765847
583.85	-0.367759	-376.902801
583.9	-0.389611	-375.713813
583.95	-0.406224	-364.687655
584.0	-0.41579	-344.325919
584.05	-0.420939	-314.307709
584.1	-0.422623	-275.799761
584.15	-0.44304	-232.556841
584.2	-0.437426	-190.074402
584.25	-0.435411	-152.546805
584.3	-0.435741	-120.455905
584.35	-0.420013	-91.421183
584.4	-0.411285	-63.098097
584.45	-0.414037	-34.922416
584.5	-0.410648	-7.79247
584.55	-0.402406	16.874048
584.6	-0.397793	38.285852
584.65	-0.41718	56.878215
584.7	-0.437518	72.706179
584.75	-0.43607	83.260052
584.8	-0.457982	84.386055
584.85	-0.458069	73.945754
584.9	-0.468053	54.097827
584.95	-0.466401	30.332255
585.0	-0.450055	8.484821
585.05	-0.458288	-7.650596
585.1	-0.441227	-16.289925
585.15	-0.439718	-16.523222
585.2	-0.443959	-8.005532
585.25	-0.447932	7.797911
585.3	-0.446885	26.700399
585.35	-0.448554	42.683317
585.4	-0.442713	50.045243
585.45	-0.430184	46.142867
585.5	-0.434343	33.483887
585.55	-0.439658	18.666355
585.6	-0.443241	7.733444
585.65	-0.430958	2.434089
585.7	-0.433886	0.837304
585.75	-0.453556	0.443717
585.8	-0.441581	0.054502
585.85	-0.438639	-0.487788
585.9	-0.445905	-1.008638
585.95	-0.429696	-1.041653
586.0	-0.404398	0.023238
586.05	-0.390012	2.230968
586.1	-0.362078	4.673939
586.15	-0.325644	5.976541
586.2	-0.274966	5.623771
586.25	-0.202932	4.809308
586.3	-0.129595	5.717969
586.35	-0.055035	9.887931
586.4	0.016018	16.956339
586.45	0.063777	24.753633
586.5	0.073256	30.641183
586.55	0.038512	32.966221
586.6	-0.024178	31.857495
586.65	-0.151937	28.852345
586.7	-0.288445	25.237851
586.75	-0.453615	20.334709
586.8	-0.642167	12.034069
586.85	-0.835828	-0.196626
586.9	-1.037533	-12.834756
586.95	-1.23302	-19.855198
587.0	-1.418907	-17.398283
587.05	-1.590021	-6.748203
587.1	-1.737324	7.287158
587.15	-1.895435	19.845549
587.2	-2.016345	27.626892
587.25	-2.133049	28.351122
587.3	-2.247474	20.897783
587.35	-2.353908	6.805567
587.4	-2.454696	-9.337976
587.45	-2.564794	-22.312867
587.5	-2.670494	-28.830626
587.55	-2.757681	-28.041511
587.6	-2.872196	-21.186937
587.65	-3.004282	-11.165841
587.7	-3.128117	-1.40799
587.75	-3.271395	5.534505
587.8	-3.480121	8.936674
587.85	-3.713473	9.645342
587.9	-3.972324	9.120681
587.95	-4.301484	8.424372
588.0	-4.688753	7.964563
588.05	-5.132912	7.91454
588.1	-5.662079	8.050999
588.15	-6.30075	7.269715
588.2	-7.016927	4.313343
588.25	-7.819911	-0.465361
588.3	-8.738191	-4.34649
588.35	-9.776925	-4.34826
588.4	-10.92522	-0.782348
588.45	-12.183877	1.935295
588.5	-13.565932	-1.12849
588.55	-15.075425	-10.708181
588.6	-16.750105	-22.094254
588.65	-18.584303	-28.67061
588.7	-20.560434	-26.713764
588.75	-22.67667	-17.606816
588.8	-24.947758	-6.069414
588.85	-27.313926	3.216357
588.9	-29.708118	7.754571
588.95	-31.99953	7.48564
589.0	-33.994293	4.562705
589.05	-35.30884	2.346551
589.1	-35.43787	3.16321
589.15	-33.674731	6.395268
589.2	-29.046897	9.153164
589.25	-20.409057	9.242019
589.3	-6.605999	7.487452
589.35	13.445062	6.798399
589.4	40.205049	8.986131
589.45	73.295317	12.635845
589.5	111.231376	14.181619
589.55	151.398007	11.059171
589.6	190.287886	3.979063
589.65	223.966629	-3.625592
589.7	248.735914	-8.536507
589.75	261.92345	-9.969753
589.8	261.960708	-8.820671
589.85	248.618079	-5.480431
589.9	222.850977	0.183162
589.95	186.586119	6.690309
590.0	142.427509	10.700489
590.05	93.270171	9.651672
590.1	42.112441	4.391187
590.15	-8.28102	-1.486785
590.2	-55.595118	-4.715102
590.25	-98.035042	-4.952448
590.3	-134.210052	-4.609646
590.35	-163.183017	-6.393513
590.4	-184.543783	-10.791891
590.45	-198.380093	-15.809621
590.5	-205.011434	-18.473167
590.55	-205.059655	-16.635471
590.6	-199.29583	-10.070121
590.65	-188.591551	-0.634756
590.7	-173.796745	8.501767
590.75	-155.812165	14.603469
590.8	-135.637357	16.937682
590.85	-114.152481	16.96488
590.9	-92.269075	17.075509
590.95	-70.807849	18.746768
591.0	-50.603719	21.181459
591.05	-32.437225	21.605216
591.1	-16.962915	17.645764
591.15	-4.613534	9.774361
591.2	4.436624	1.340937
591.25	10.326074	-3.94593
591.3	13.492769	-4.793835
591.35	14.602863	-2.832416
591.4	14.401126	-1.103418
591.45	13.687298	-1.973927
591.5	13.144803	-6.041692
591.55	13.208168	-12.057292
591.6	14.076217	-17.649311
591.65	15.585054	-20.335716
591.7	17.41203	-18.778109
591.75	19.153008	-13.335433
591.8	20.422912	-5.900783
591.85	21.042708	0.927642
591.9	20.863588	5.161906
591.95	19.906793	6.4282
592.0	18.277113	5.947325
592.05	16.13218	5.208545
592.1	13.705073	4.555077
592.15	11.218762	3.233677
592.2	8.88677	0.687858
592.25	6.935437	-2.508193
592.3	5.445699	-5.319013
592.35	4.476625	-7.523417
592.4	4.039754	-9.653257
592.45	4.062011	-12.073878
592.5	4.46303	-14.339327
592.55	5.222251	-15.229374
592.6	6.269961	-13.424819
592.65	7.570474	-8.516474
592.7	9.029519	-1.452215
592.75	10.590201	5.958639
592.8	12.060585	12.071891
592.85	13.377954	15.954821
592.9	14.414669	17.17673
592.95	15.029844	15.668688
593.0	15.171653	12.299594
593.05	14.755527	8.867379
593.1	13.81206	7.048606
593.15	12.435944	7.035172
593.2	10.849423	7.467555
593.25	9.349059	6.418614
593.3	8.192038	2.767507
593.35	7.575208	-2.811203
593.4	7.486848	-8.072655
593.45	7.77305	-10.530503
593.5	8.189238	-8.999379
593.55	8.39485	-4.43444
593.6	8.108745	0.547322
593.65	7.139822	3.281085
593.7	5.46562	2.772364
593.75	3.278343	0.086041
593.8	0.83865	-2.730346
593.85	-1.528988	-4.225997
593.9	-3.481092	-4.235162
593.95	-4.80529	-3.673366
594.0	-5.431584	-3.678282
594.05	-5.35366	-4.717003
594.1	-4.644564	-6.030893
594.15	-3.492626	-6.150207
594.2	-2.078278	-4.449375
594.25	-0.574421	-2.065905
594.3	0.839885	-0.848401
594.35	2.003833	-1.239174
594.4	2.822828	-1.747207
594.45	3.220657	-0.614181
594.5	3.211178	2.180134
594.55	2.852674	4.90385
594.6	2.256161	5.86014
594.65	1.488652	5.128398
594.7	0.621385	4.441461
594.75	-0.36938	5.780171
594.8	-1.503004	9.898141
594.85	-2.774359	15.622198
594.9	-4.071828	20.258922
594.95	-5.181021	21.169283
595.0	-5.966619	17.448743
595.05	-6.337019	10.485661
595.1	-6.276574	2.628718
595.15	-5.909493	-4.213182
595.2	-5.319372	-9.456067
595.25	-4.588624	-13.58536
595.3	-3.8047	-17.268757
595.35	-2.998032	-20.334658
595.4	-2.166263	-21.585919
595.45	-1.321081	-19.580508
595.5	-0.486657	-13.61845
595.55	0.383919	-4.344199
595.6	1.297859	6.28923
595.65	2.296853	15.332191
595.7	3.334222	20.046433
595.75	4.335003	19.21421
595.8	5.150101	13.705395
595.85	5.672408	5.932452
595.9	5.817502	-1.451616
595.95	5.566568	-7.09436
596.0	5.006234	-11.271509
596.05	4.244695	-14.789165
596.1	3.406221	-17.367665
596.15	2.621895	-17.558531
596.2	1.929454	-14.159299
596.25	1.420506	-7.583788
596.3	1.045599	0.250108
596.35	0.761212	7.047291
596.4	0.501293	11.165038
596.45	0.256856	12.114567
596.5	-0.005273	10.575179
596.55	-0.293821	7.791372
596.6	-0.695037	5.115259
596.65	-1.237585	3.462099
596.7	-1.933916	3.148636
596.75	-2.693044	3.972981
596.8	-3.39228	5.36632
596.85	-3.867266	6.466909
596.9	-4.056936	6.12361
596.95	-3.847127	3.39051
597.0	-3.257672	-1.633432
597.05	-2.333436	-7.449473
597.1	-1.113639	-12.000602
597.15	0.349304	-13.682703
597.2	1.966496	-11.848233
597.25	3.64423	-6.870729
597.3	5.257231	-0.004738
597.35	6.647494	6.894138
597.4	7.662413	12.253174
597.45	8.248683	15.366499
597.5	8.412268	16.131492
597.55	8.195176	14.303682
597.6	7.624326	9.445411
597.65	6.711393	1.492075
597.7	5.486437	-8.454505
597.75	3.952989	-17.948244
597.8	2.134794	-23.845471
597.85	0.129056	-23.90631
597.9	-1.8899	-18.349112
597.95	-3.771134	-9.582223
598.0	-5.29589	-0.67017
598.05	-6.356198	6.040394
598.1	-6.870518	9.402338
598.15	-6.864542	9.473563
598.2	-6.392208	7.452593
598.25	-5.556364	5.327762
598.3	-4.518827	5.085108
598.35	-3.42195	7.826044
598.4	-2.3991	13.027425
598.45	-1.581548	18.696852
598.5	-1.063596	22.40598
598.55	-0.92921	22.573433
598.6	-1.155503	18.914865
598.65	-1.705646	11.983659
598.7	-2.531877	2.67779
598.75	-3.501139	-7.80529
598.8	-4.508528	-17.649197
598.85	-5.346228	-24.698484
598.9	-5.861111	-27.143191
598.95	-5.935412	-24.146034
599.0	-5.501627	-16.4371
599.05	-4.598327	-6.185661
599.1	-3.285611	4.144648
599.15	-1.716553	12.97037
599.2	-0.045283	19.49415
599.25	1.563441	22.734799
599.3	2.98244	21.230357
599.35	4.151553	14.110378
599.4	5.026769	2.110371
599.45	5.532589	-12.213969
599.5	5.666645	-25.091669
599.55	5.463823	-32.763671
599.6	4.887006	-32.986922
599.65	4.052665	-26.09229
599.7	3.066538	-14.7643
599.75	2.085142	-2.671912
599.8	1.226154	7.051538
599.85	0.552033	12.785524
599.9	0.042451	14.719124
599.95	-0.294628	14.545485
600.0	-0.521537	14.416921
600.05	-0.717566	15.352327
600.1	-0.905832	16.882138
600.15	-1.106435	17.518845
600.2	-1.360279	15.913723
600.25	-1.668184	11.890316
600.3	-2.006036	6.347917
600.35	-2.398645	0.426555
600.4	-2.773123	-5.149903
600.45	-3.082235	-9.953628
600.5	-3.286473	-13.352875
600.55	-3.37074	-14.660554
600.6	-3.332813	-13.751899
600.65	-3.158613	-11.319009
600.7	-2.859739	-8.399664
600.75	-2.417914	-5.883293
600.8	-1.833376	-4.003486
600.85	-1.168966	-1.893224
600.9	-0.460501	1.711694
600.95	0.308227	7.074027
601.0	1.142446	12.677303
601.05	2.103962	16.049141
601.1	3.159232	15.421985
601.15	4.255704	10.597115
601.2	5.274196	2.939648
601.25	6.120711	-5.355488
601.3	6.641806	-12.23821
601.35	6.73498	-16.436095
601.4	6.377606	-17.646447
601.45	5.552738	-16.195368
601.5	4.298184	-12.678209
601.55	2.72533	-7.724014
601.6	0.931039	-2.000933
601.65	-0.900402	3.536275
601.7	-2.567079	7.668414
601.75	-3.875303	9.401124
601.8	-4.662457	8.78527
601.85	-4.849474	6.904277
601.9	-4.456684	5.135615
601.95	-3.645861	4.3303
602.0	-2.551469	4.627558
602.05	-1.441647	5.530898
602.1	-0.490671	6.123846
602.15	0.127252	5.702631
602.2	0.362039	4.161318
602.25	0.19906	1.765924
602.3	-0.314042	-1.298462
602.35	-1.078803	-4.889196
602.4	-1.953424	-8.408051
602.45	-2.761447	-10.590271
602.5	-3.318682	-10.152534
602.55	-3.555613	-6.65849
602.6	-3.429652	-0.848104
602.65	-2.957055	5.616866
602.7	-2.255833	11.045311
602.75	-1.449585	14.414353
602.8	-0.600226	15.419329
602.85	0.187486	13.926745
602.9	0.911734	9.659874
602.95	1.533429	2.275184
603.0	2.081708	-7.677927
603.05	2.554447	-17.99529
603.1	2.951391	-25.261928
603.15	3.225755	-26.709266
603.2	3.321331	-22.067858
603.25	3.174961	-13.529106
603.3	2.793193	-4.154688
603.35	2.179809	3.900874
603.4	1.411664	9.702368
603.45	0.621333	12.889955
603.5	-0.06888	13.336844
603.55	-0.515332	11.245352
603.6	-0.644128	7.748229
603.65	-0.434918	4.622765
603.7	0.055068	3.326019
603.75	0.741154	4.10979
603.8	1.451268	5.961733
603.85	2.01538	7.354301
603.9	2.277296	7.298363
603.95	2.123227	5.785973
604.0	1.519404	3.660167
604.05	0.55156	1.902093
604.1	-0.591336	0.866875
604.15	-1.721593	0.374104
604.2	-2.647496	0.131803
604.25	-3.243549	0.070326
604.3	-3.474443	0.150725
604.35	-3.366229	0.103482
604.4	-2.94215	-0.348573
604.45	-2.308429	-1.251159
604.5	-1.518707	-2.494958
604.55	-0.592613	-3.977722
604.6	0.47124	-5.600921
604.65	1.712016	-7.155258
604.7	3.098195	-8.416284
604.75	4.549056	-9.013439
604.8	5.958566	-8.705628
604.85	7.150925	-7.406132
604.9	7.952875	-5.330925
604.95	8.206715	-2.724276
605.0	7.806711	0.300004
605.05	6.758656	3.441744
605.1	5.128222	6.018537
605.15	3.144827	7.31746
605.2	1.073184	7.07791
605.25	-0.789259	5.77859
605.3	-2.270438	4.361125
605.35	-3.114922	3.499914
605.4	-3.268362	3.256731
605.45	-2.844649	3.336812
605.5	-1.947877	3.706216
605.55	-0.851608	4.594701
605.6	0.124636	5.98776
605.65	0.748358	7.098136
605.7	0.814821	6.635174
605.75	0.235136	3.779568
605.8	-0.866017	-0.744722
605.85	-2.261447	-5.115053
605.9	-3.673273	-7.496285
605.95	-4.832268	-7.173118
606.0	-5.54848	-4.711808
606.05	-5.724796	-1.529997
606.1	-5.371727	0.986257
606.15	-4.526946	2.3099
606.2	-3.308342	2.887314
606.25	-1.831351	3.445168
606.3	-0.211174	4.209988
606.35	1.434111	4.575073
606.4	3.042578	3.574621
606.45	4.434567	0.745892
606.5	5.525275	-3.429936
606.55	6.242383	-7.598713
606.6	6.526991	-10.261231
606.65	6.347038	-10.48276
606.7	5.745142	-8.30981
606.75	4.768925	-4.619794
606.8	3.516113	-0.503691
606.85	2.114694	3.252389
606.9	0.683154	6.317136
606.95	-0.648094	8.394303
607.0	-1.817564	9.021577
607.05	-2.709394	7.705155
607.1	-3.271471	4.473894
607.15	-3.458025	0.18097
607.2	-3.217448	-3.593708
607.25	-2.579654	-5.432643
607.3	-1.667799	-4.765311
607.35	-0.636119	-2.135396
607.4	0.327622	1.095899
607.45	1.021564	3.678154
607.5	1.369834	5.029169
607.55	1.279095	5.495569
607.6	0.798288	5.859242
607.65	0.032892	6.562433
607.7	-0.916524	7.20501
607.75	-1.879429	6.951497
607.8	-2.720017	5.416332
607.85	-3.316229	3.282656
607.9	-3.608615	1.688096
607.95	-3.558675	1.260593
608.0	-3.246007	1.527856
608.05	-2.707419	1.301674
608.1	-2.019245	-0.413938
608.15	-1.244494	-3.684099
608.2	-0.419133	-7.713769
608.25	0.396685	-11.36352
608.3	1.191709	-13.600731
608.35	1.946098	-13.541323
608.4	2.572778	-10.734967
608.45	3.008388	-5.531957
608.5	3.202218	0.708414
608.55	3.155049	6.125744
608.6	2.780419	9.028714
608.65	2.156162	8.355729
608.7	1.343999	4.104879
608.75	0.491567	-2.402132
608.8	-0.259103	-8.839925
608.85	-0.76298	-12.740949
608.9	-0.946293	-12.408181
608.95	-0.767453	-7.757566
609.0	-0.257578	-0.465968
609.05	0.472529	6.833368
609.1	1.262782	11.82008
609.15	1.930324	13.56017
609.2	2.268605	12.531651
609.25	2.154958	9.998099
609.3	1.520648	7.236533
609.35	0.451752	5.221108
609.4	-0.882285	4.332266
609.45	-2.250005	4.093717
609.5	-3.448415	3.434116
609.55	-4.297536	1.585891
609.6	-4.693932	-1.326585
609.65	-4.652893	-4.282055
609.7	-4.18609	-5.973869
609.75	-3.388737	-5.836819
609.8	-2.392542	-4.673643
609.85	-1.344156	-3.985309
609.9	-0.309921	-4.828824
609.95	0.680741	-7.046096
610.0	1.60771	-9.464185
610.05	2.450122	-10.670722
610.1	3.213572	-9.749804
610.15	3.844897	-6.727451
610.2	4.306803	-2.323424
610.25	4.59262	2.493725
610.3	4.712721	6.843084
610.35	4.635086	9.784849
610.4	4.372369	10.676624
610.45	3.995784	9.400131
610.5	3.493371	6.516886
610.55	2.910732	2.889535
610.6	2.284404	-0.790306
610.65	1.671796	-3.967716
610.7	1.069945	-6.035907
610.75	0.471339	-6.287422
610.8	-0.095422	-4.504947
610.85	-0.620172	-1.386385
610.9	-1.154734	1.671435
610.95	-1.672749	3.510639
611.0	-2.158962	4.085594
611.05	-2.60142	4.230912
611.1	-2.944915	4.835184
611.15	-3.188831	6.163889
611.2	-3.278689	7.694301
611.25	-3.201229	8.700431
611.3	-2.944455	8.686398
611.35	-2.541551	7.322194
611.4	-2.013295	4.404962
611.45	-1.405908	-0.010694
611.5	-0.777798	-5.382832
611.55	-0.147821	-10.587217
611.6	0.462819	-14.181497
611.65	1.045874	-15.121456
611.7	1.604447	-13.267166
611.75	2.145454	-9.416614
611.8	2.656107	-4.87258
611.85	3.105572	-0.741217
611.9	3.4813	2.433812
611.95	3.745751	4.658664
612.0	3.784322	6.131567
612.05	3.633458	6.876853
612.1	3.209964	6.729135
612.15	2.608718	5.342465
612.2	1.901056	2.483624
612.25	1.211866	-1.623933
612.3	0.605453	-6.212091
612.35	0.156832	-10.141805
612.4	-0.123184	-12.437588
612.45	-0.220242	-12.71528
612.5	-0.129222	-11.199611
612.55	0.123276	-8.530533
612.6	0.407106	-5.34011
612.65	0.668662	-2.052287
612.7	0.824102	1.006098
612.75	0.801748	3.420607
612.8	0.546664	4.816759
612.85	0.11461	5.046765
612.9	-0.423336	4.461494
612.95	-0.959053	3.899403
613.0	-1.425182	4.094328
613.05	-1.716477	4.855242
613.1	-1.777102	5.067935
613.15	-1.614084	3.406183
613.2	-1.209427	-0.479406
613.25	-0.712438	-5.620907
613.3	-0.143265	-10.297624
613.35	0.37016	-12.891426
613.4	0.738717	-12.747971
613.45	0.974163	-10.464146
613.5	1.095563	-7.628085
613.55	1.116086	-5.788299
613.6	1.093967	-5.629275
613.65	1.128652	-6.874848
613.7	1.197177	-8.637735
613.75	1.346346	-10.002956
613.8	1.540804	-10.101046
613.85	1.796896	-8.435753
613.9	2.095234	-5.33861
613.95	2.393113	-2.113278
614.0	2.672841	-0.416946
614.05	2.900777	-1.149254
614.1	3.043871	-3.686506
614.15	3.11246	-6.287732
614.2	3.084487	-7.360965
614.25	2.973093	-6.43406
614.3	2.767032	-4.217957
614.35	2.443655	-1.88851
614.4	1.947673	-0.287808
614.45	1.255594	0.599998
614.5	0.402898	1.278881
614.55	-0.539226	2.343997
614.6	-1.466564	3.903969
614.65	-2.285683	5.669596
614.7	-2.901945	7.224866
614.75	-3.230388	8.165051
614.8	-3.269404	8.050438
614.85	-3.068932	6.579092
614.9	-2.752087	3.867303
614.95	-2.437559	0.403735
615.0	-2.224598	-3.247494
615.05	-2.164046	-6.672579
615.1	-2.199568	-9.405778
615.15	-2.264163	-10.826339
615.2	-2.256171	-10.384159
615.25	-2.055545	-8.036212
615.3	-1.635802	-4.5144
615.35	-0.967402	-0.963444
615.4	-0.15928	1.646231
615.45	0.730237	2.987776
615.5	1.588447	3.19817
615.55	2.3613	2.798099
615.6	2.979821	2.302587
615.65	3.420873	1.985344
615.7	3.66825	1.893081
615.75	3.73175	1.928996
615.8	3.578578	1.817835
615.85	3.254533	1.128397
615.9	2.77684	-0.333105
615.95	2.209534	-2.049207
