Time_abs/ps	 Signal 2/nA	 Ref.signal 2/nA
570.0	-0.005237	-0.003453
570.05	0.001965	-0.004187
570.1	-0.000854	0.002446
570.15	0.013691	0.004189
570.2	-0.009565	0.001005
570.25	-0.009128	0.006078
570.3	0.000351	0.002777
570.35	-0.00137	0.011495
570.4	-0.007042	0.022587
570.45	0.002008	0.010506
570.5	-0.006786	0.028801
570.55	0.001799	0.038524
570.6	0.003011	0.044729
570.65	-0.004787	0.06195
570.7	-0.016565	0.056972
570.75	-0.029503	0.074382
570.8	-0.037808	0.077267
570.85	-0.046493	0.081584
570.9	-0.044613	0.087967
570.95	-0.046544	0.111455
571.0	-0.074288	0.110017
571.05	-0.066804	0.122652
571.1	-0.077781	0.131482
571.15	-0.093519	0.137702
571.2	-0.1003	0.135383
571.25	-0.115759	0.140217
571.3	-0.126677	0.135607
571.35	-0.155086	0.143293
571.4	-0.142093	0.134793
571.45	-0.162886	0.147007
571.5	-0.16842	0.141462
571.55	-0.176165	0.158929
571.6	-0.16924	0.156424
571.65	-0.178065	0.156106
571.7	-0.171966	0.163398
571.75	-0.211774	0.153268
571.8	-0.181256	0.144566
571.85	-0.214511	0.14786
571.9	-0.212005	0.12687
571.95	-0.213506	0.140574
572.0	-0.202037	0.130115
572.05	-0.192999	0.112225
572.1	-0.189857	0.100341
572.15	-0.169269	0.106382
572.2	-0.168262	0.089666
572.25	-0.162701	0.079151
572.3	-0.144452	0.068381
572.35	-0.138869	0.073872
572.4	-0.129481	0.058067
572.45	-0.118011	0.042006
572.5	-0.11585	0.024716
572.55	-0.08222	0.007853
572.6	-0.086315	-0.001951
572.65	-0.051064	-0.026466
572.7	-0.053308	-0.027024
572.75	-0.006619	-0.034943
572.8	-0.014438	-0.038042
572.85	0.006071	-0.035308
572.9	0.005173	-0.052803
572.95	0.005384	-0.051669
573.0	0.013376	-0.075794
573.05	0.026516	-0.075911
573.1	0.033898	-0.080192
573.15	0.033954	-0.091631
573.2	0.028027	-0.109301
573.25	0.046944	-0.099849
573.3	0.041035	-0.115834
573.35	0.049687	-0.120699
573.4	0.03836	-0.130551
573.45	0.038638	-0.173172
573.5	0.031881	-0.198319
573.55	0.017949	-0.259615
573.6	0.023342	-0.315506
573.65	0.003935	-0.396482
573.7	0.001	-0.484627
573.75	-0.011688	-0.552962
573.8	-0.021809	-0.575301
573.85	-0.02377	-0.511025
573.9	-0.040495	-0.295894
573.95	-0.046994	0.08726
574.0	-0.061518	0.612212
574.05	-0.058465	1.20343
574.1	-0.080581	1.701624
574.15	-0.075337	1.974002
574.2	-0.080902	1.939083
574.25	-0.082797	1.661764
574.3	-0.095259	1.258365
574.35	-0.081656	0.815606
574.4	-0.090954	0.413069
574.45	-0.084571	0.083855
574.5	-0.081451	-0.179713
574.55	-0.082269	-0.377745
574.6	-0.083302	-0.520251
574.65	-0.071061	-0.584389
574.7	-0.076089	-0.634379
574.75	-0.081413	-0.673635
574.8	-0.069148	-0.682848
574.85	-0.061211	-0.651049
574.9	-0.065187	-0.577085
574.95	-0.031498	-0.480202
575.0	-0.030202	-0.383497
575.05	-0.027304	-0.305568
575.1	-0.026159	-0.255712
575.15	-0.013839	-0.221735
575.2	-0.026992	-0.173648
575.25	-0.021284	-0.135129
575.3	-0.021443	-0.071731
575.35	-0.023094	-0.018365
575.4	-0.024066	0.029285
575.45	-0.023738	0.093963
575.5	-0.016576	0.161506
575.55	-0.005365	0.230261
575.6	-0.001906	0.278743
575.65	-0.015211	0.267675
575.7	-0.010551	0.208005
575.75	-0.02669	0.120827
575.8	-0.037774	0.028391
575.85	-0.043389	-0.051538
575.9	-0.049521	-0.119542
575.95	-0.069012	-0.151863
576.0	-0.077977	-0.148886
576.05	-0.081077	-0.107158
576.1	-0.08736	-0.036508
576.15	-0.097954	0.043964
576.2	-0.092938	0.086501
576.25	-0.098387	0.078196
576.3	-0.106658	0.026532
576.35	-0.111315	-0.039714
576.4	-0.113709	-0.093618
576.45	-0.109221	-0.121382
576.5	-0.104197	-0.131959
576.55	-0.122764	-0.134541
576.6	-0.133188	-0.143235
576.65	-0.132533	-0.15864
576.7	-0.124235	-0.173507
576.75	-0.129818	-0.193283
576.8	-0.1135	-0.2044
576.85	-0.108229	-0.196151
576.9	-0.12596	-0.197658
576.95	-0.114553	-0.194551
577.0	-0.083644	-0.208438
577.05	-0.076716	-0.224232
577.1	-0.085458	-0.232777
577.15	-0.095709	-0.22975
577.2	-0.078351	-0.201067
577.25	-0.068338	-0.150072
577.3	-0.0704	-0.11267
577.35	-0.068276	-0.091522
577.4	-0.070097	-0.116187
577.45	-0.061089	-0.119921
577.5	-0.048133	-0.152318
577.55	-0.030459	-0.186223
577.6	-0.027991	-0.218369
577.65	-0.001796	-0.271712
577.7	-0.004786	-0.318767
577.75	-0.009517	-0.35651
577.8	-0.0114	-0.348489
577.85	0.002298	-0.304085
577.9	-0.006825	-0.233648
577.95	-0.001221	-0.16414
578.0	0.003472	-0.106342
578.05	-0.015603	-0.084573
578.1	0.000381	-0.099492
578.15	-0.010288	-0.144866
578.2	-0.007674	-0.195615
578.25	0.002684	-0.256566
578.3	0.005243	-0.287957
578.35	-0.004846	-0.305214
578.4	-0.013922	-0.28383
578.45	0.002347	-0.268278
578.5	-0.013744	-0.241859
578.55	-0.025453	-0.209507
578.6	-0.021741	-0.204547
578.65	-0.036145	-0.210928
578.7	-0.053405	-0.214901
578.75	-0.061412	-0.215559
578.8	-0.068437	-0.219518
578.85	-0.075721	-0.203941
578.9	-0.07082	-0.19831
578.95	-0.080385	-0.20558
579.0	-0.104244	-0.214062
579.05	-0.109025	-0.235071
579.1	-0.111174	-0.248959
579.15	-0.123898	-0.24969
579.2	-0.127273	-0.209552
579.25	-0.128492	-0.170579
579.3	-0.131794	-0.165157
579.35	-0.147013	-0.208095
579.4	-0.157467	-0.262695
579.45	-0.152012	-0.300143
579.5	-0.165429	-0.31208
579.55	-0.18591	-0.280213
579.6	-0.194551	-0.250835
579.65	-0.205698	-0.210061
579.7	-0.224044	-0.172729
579.75	-0.246103	-0.135057
579.8	-0.255797	-0.069727
579.85	-0.279875	0.060866
579.9	-0.294992	0.273465
579.95	-0.325958	0.55673
580.0	-0.365296	0.827509
580.05	-0.379933	1.026556
580.1	-0.390133	1.065715
580.15	-0.387104	0.902108
