Time_abs/ps	 Signal 2/nA	 Ref.signal 2/nA
589.2	-27.157222	9.153164
589.25	-17.424101	9.242019
589.3	-2.314104	7.487452
589.35	19.122048	6.798399
589.4	47.237663	8.986131
589.45	81.378622	12.635845
589.5	119.847769	14.181619
589.55	159.892763	11.059171
589.6	197.880455	3.979063
589.65	229.940981	-3.625592
589.7	252.559243	-8.536507
589.75	263.247666	-9.969753
589.8	260.679223	-8.820671
589.85	244.83164	-5.480431
589.9	216.862233	0.183162
589.95	178.83277	6.690309
590.0	133.37293	10.700489
590.05	83.421152	9.651672
590.1	31.952988	4.391187
590.15	-18.286107	-1.486785
590.2	-65.068837	-4.715102
590.25	-106.645788	-4.952448
590.3	-141.700761	-4.609646
590.35	-169.435899	-6.393513
590.4	-189.42738	-10.791891
590.45	-201.838949	-15.809621
590.5	-207.072307	-18.473167
590.55	-205.772661	-16.635471
590.6	-198.7613	-10.070121
590.65	-186.939139	-0.634756
590.7	-171.189196	8.501767
590.75	-152.475025	14.603469
590.8	-131.773031	16.937682
590.85	-109.976443	16.96488
590.9	-87.997924	17.075509
590.95	-66.667327	18.746768
591.0	-46.762923	21.181459
591.05	-29.038951	21.605216
591.1	-14.14803	17.645764
591.15	-2.412227	9.774361
591.2	6.035227	1.340937
591.25	11.401903	-3.94593
591.3	14.159087	-4.793835
591.35	14.965186	-2.832416
591.4	14.61833	-1.103418
591.45	13.853716	-1.973927
591.5	13.315593	-6.041692
591.55	13.446945	-12.057292
591.6	14.310558	-17.649311
591.65	15.782481	-20.335716
591.7	17.530961	-18.778109
591.75	19.144706	-13.335433
591.8	20.299066	-5.900783
591.85	20.786528	0.927642
591.9	20.512146	5.161906
591.95	19.498687	6.4282
592.0	17.868281	5.947325
592.05	15.761695	5.208545
592.1	13.38682	4.555077
592.15	10.970405	3.233677
592.2	8.717901	0.687858
592.25	6.830255	-2.508193
592.3	5.37811	-5.319013
592.35	4.451344	-7.523417
592.4	4.014829	-9.653257
592.45	4.025993	-12.073878
592.5	4.44092	-14.339327
592.55	5.225642	-15.229374
592.6	6.305967	-13.424819
592.65	7.651063	-8.516474
592.7	9.17384	-1.452215
592.75	10.765057	5.958639
592.8	12.286784	12.071891
592.85	13.623285	15.954821
592.9	14.614555	17.17673
592.95	15.174064	15.668688
593.0	15.246458	12.299594
593.05	14.749802	8.867379
593.1	13.718852	7.048606
593.15	12.282502	7.035172
593.2	10.682899	7.467555
593.25	9.207553	6.418614
593.3	8.143671	2.767507
593.35	7.606298	-2.811203
593.4	7.592839	-8.072655
593.45	7.942253	-10.530503
593.5	8.350405	-8.999379
593.55	8.527127	-4.43444
593.6	8.152071	0.547322
593.65	7.084021	3.281085
593.7	5.362415	2.772364
593.75	3.145278	0.086041
593.8	0.736603	-2.730346
593.85	-1.557595	-4.225997
593.9	-3.415725	-4.235162
593.95	-4.621378	-3.673366
594.0	-5.134448	-3.678282
594.05	-4.962076	-4.717003
594.1	-4.180873	-6.030893
594.15	-2.964741	-6.150207
594.2	-1.484691	-4.449375
594.25	0.044818	-2.065905
594.3	1.460702	-0.848401
594.35	2.647544	-1.239174
594.4	3.438821	-1.747207
594.45	3.819285	-0.614181
594.5	3.789973	2.180134
594.55	3.395998	4.90385
594.6	2.753908	5.86014
594.65	1.9528	5.128398
594.7	1.002973	4.441461
594.75	-0.108184	5.780171
594.8	-1.376346	9.898141
594.85	-2.733687	15.622198
594.9	-4.062874	20.258922
594.95	-5.191256	21.169283
595.0	-5.933397	17.448743
595.05	-6.243373	10.485661
595.1	-6.141619	2.628718
595.15	-5.732269	-4.213182
595.2	-5.096243	-9.456067
595.25	-4.339085	-13.58536
595.3	-3.54366	-17.268757
595.35	-2.729605	-20.334658
595.4	-1.910504	-21.585919
595.45	-1.100358	-19.580508
595.5	-0.29067	-13.61845
595.55	0.516693	-4.344199
595.6	1.403757	6.28923
595.65	2.344293	15.332191
595.7	3.324802	20.046433
595.75	4.25413	19.21421
595.8	4.998589	13.705395
595.85	5.436325	5.932452
595.9	5.51561	-1.451616
595.95	5.245335	-7.09436
596.0	4.684802	-11.271509
596.05	3.939734	-14.789165
596.1	3.150288	-17.367665
596.15	2.387866	-17.558531
596.2	1.747932	-14.159299
596.25	1.261926	-7.583788
596.3	0.886361	0.250108
596.35	0.567193	7.047291
596.4	0.273558	11.165038
596.45	-0.042204	12.114567
596.5	-0.343455	10.575179
596.55	-0.716066	7.791372
596.6	-1.196068	5.115259
596.65	-1.790005	3.462099
596.7	-2.457678	3.148636
596.75	-3.163452	3.972981
596.8	-3.769002	5.36632
596.85	-4.140328	6.466909
596.9	-4.172771	6.12361
596.95	-3.810129	3.39051
597.0	-3.100254	-1.633432
597.05	-2.083012	-7.449473
597.1	-0.791736	-12.000602
597.15	0.718289	-13.682703
597.2	2.346674	-11.848233
597.25	4.030546	-6.870729
597.3	5.597733	-0.004738
597.35	6.925405	6.894138
597.4	7.865518	12.253174
597.45	8.363093	15.366499
597.5	8.489399	16.131492
597.55	8.222508	14.303682
597.6	7.607518	9.445411
597.65	6.683776	1.492075
597.7	5.428993	-8.454505
597.75	3.859743	-17.948244
597.8	2.044157	-23.845471
597.85	0.061419	-23.90631
597.9	-1.897676	-18.349112
597.95	-3.698173	-9.582223
598.0	-5.133241	-0.67017
598.05	-6.106667	6.040394
598.1	-6.541573	9.402338
598.15	-6.467053	9.473563
598.2	-5.966182	7.452593
598.25	-5.144305	5.327762
598.3	-4.135466	5.085108
598.35	-3.057542	7.826044
598.4	-2.071407	13.027425
598.45	-1.323813	18.696852
598.5	-0.865059	22.40598
598.55	-0.774051	22.573433
598.6	-1.047745	18.914865
598.65	-1.640116	11.983659
598.7	-2.516419	2.67779
598.75	-3.526255	-7.80529
598.8	-4.537302	-17.649197
598.85	-5.373385	-24.698484
598.9	-5.848635	-27.143191
598.95	-5.921358	-24.146034
599.0	-5.471155	-16.4371
599.05	-4.531211	-6.185661
599.1	-3.212401	4.144648
599.15	-1.654917	12.97037
599.2	-0.000101	19.49415
599.25	1.578793	22.734799
599.3	2.996214	21.230357
599.35	4.133893	14.110378
599.4	4.963855	2.110371
599.45	5.431922	-12.213969
599.5	5.540248	-25.091669
599.55	5.259718	-32.763671
599.6	4.658752	-32.986922
599.65	3.759971	-26.09229
599.7	2.751343	-14.7643
599.75	1.727789	-2.671912
599.8	0.852542	7.051538
599.85	0.141849	12.785524
599.9	-0.374492	14.719124
599.95	-0.734924	14.545485
600.0	-1.003432	14.416921
600.05	-1.217956	15.352327
600.1	-1.391714	16.882138
600.15	-1.603235	17.518845
600.2	-1.843721	15.913723
600.25	-2.121899	11.890316
600.3	-2.454916	6.347917
600.35	-2.822513	0.426555
600.4	-3.155022	-5.149903
600.45	-3.415835	-9.953628
600.5	-3.598031	-13.352875
600.55	-3.666249	-14.660554
600.6	-3.601085	-13.751899
600.65	-3.4142	-11.319009
600.7	-3.094362	-8.399664
600.75	-2.603786	-5.883293
600.8	-1.976985	-4.003486
600.85	-1.276901	-1.893224
600.9	-0.487029	1.711694
600.95	0.34688	7.074027
601.0	1.261645	12.677303
601.05	2.276526	16.049141
601.1	3.382096	15.421985
601.15	4.498714	10.597115
601.2	5.525441	2.939648
601.25	6.301239	-5.355488
601.3	6.725473	-12.23821
601.35	6.721056	-16.436095
601.4	6.250709	-17.646447
601.45	5.303376	-16.195368
601.5	3.977301	-12.678209
601.55	2.342121	-7.724014
601.6	0.546622	-2.000933
601.65	-1.270249	3.536275
601.7	-2.871586	7.668414
601.75	-4.063932	9.401124
601.8	-4.707088	8.78527
601.85	-4.741101	6.904277
601.9	-4.254945	5.135615
601.95	-3.342748	4.3303
602.0	-2.224015	4.627558
602.05	-1.132172	5.530898
602.1	-0.237072	6.123846
602.15	0.316473	5.702631
602.2	0.486515	4.161318
602.25	0.225996	1.765924
602.3	-0.364008	-1.298462
602.35	-1.19703	-4.889196
602.4	-2.072346	-8.408051
602.45	-2.850165	-10.590271
602.5	-3.399421	-10.152534
602.55	-3.581519	-6.65849
602.6	-3.376901	-0.848104
602.65	-2.864411	5.616866
602.7	-2.132618	11.045311
602.75	-1.289389	14.414353
602.8	-0.437864	15.419329
602.85	0.344685	13.926745
602.9	1.057667	9.659874
602.95	1.661089	2.275184
603.0	2.180728	-7.677927
603.05	2.641112	-17.99529
603.1	3.00063	-25.261928
603.15	3.209518	-26.709266
603.2	3.208517	-22.067858
603.25	3.01478	-13.529106
603.3	2.564957	-4.154688
603.35	1.904467	3.900874
603.4	1.115148	9.702368
603.45	0.327023	12.889955
603.5	-0.296766	13.336844
603.55	-0.669091	11.245352
603.6	-0.741781	7.748229
603.65	-0.469783	4.622765
603.7	0.07257	3.326019
603.75	0.754634	4.10979
603.8	1.443201	5.961733
603.85	1.936656	7.354301
603.9	2.099774	7.298363
603.95	1.853406	5.785973
604.0	1.153327	3.660167
604.05	0.132887	1.902093
604.1	-1.019148	0.866875
604.15	-2.119144	0.374104
604.2	-2.980282	0.131803
604.25	-3.509708	0.070326
604.3	-3.655665	0.150725
604.35	-3.435379	0.103482
604.4	-2.951322	-0.348573
604.45	-2.250125	-1.251159
604.5	-1.410509	-2.494958
604.55	-0.416538	-3.977722
604.6	0.70655	-5.600921
604.65	1.989836	-7.155258
604.7	3.397696	-8.416284
604.75	4.841472	-9.013439
604.8	6.209274	-8.705628
604.85	7.317761	-7.406132
604.9	8.000645	-5.330925
604.95	8.127621	-2.724276
605.0	7.596228	0.300004
605.05	6.429416	3.441744
605.1	4.747877	6.018537
605.15	2.746985	7.31746
605.2	0.697915	7.07791
605.25	-1.104133	5.77859
605.3	-2.436772	4.361125
605.35	-3.165358	3.499914
605.4	-3.229372	3.256731
605.45	-2.707941	3.336812
605.5	-1.780274	3.706216
605.55	-0.713795	4.594701
605.6	0.20725	5.98776
605.65	0.717662	7.098136
605.7	0.667337	6.635174
605.75	-0.004643	3.779568
605.8	-1.15484	-0.744722
605.85	-2.540662	-5.115053
605.9	-3.901109	-7.496285
605.95	-4.970679	-7.173118
606.0	-5.57271	-4.711808
606.05	-5.64766	-1.529997
606.1	-5.202476	0.986257
606.15	-4.292015	2.3099
606.2	-3.02681	2.887314
606.25	-1.510438	3.445168
606.3	0.111203	4.209988
606.35	1.789789	4.575073
606.4	3.350811	3.574621
606.45	4.682273	0.745892
606.5	5.721497	-3.429936
606.55	6.366886	-7.598713
606.6	6.562871	-10.261231
606.65	6.326425	-10.48276
606.7	5.657917	-8.30981
606.75	4.62181	-4.619794
606.8	3.35601	-0.503691
606.85	1.946993	3.252389
606.9	0.513752	6.317136
606.95	-0.814295	8.394303
607.0	-1.934591	9.021577
607.05	-2.792285	7.705155
607.1	-3.303788	4.473894
607.15	-3.388048	0.18097
607.2	-3.08613	-3.593708
607.25	-2.392997	-5.432643
607.3	-1.441041	-4.765311
607.35	-0.408323	-2.135396
607.4	0.507013	1.095899
607.45	1.161638	3.678154
607.5	1.415589	5.029169
607.55	1.267827	5.495569
607.6	0.762555	5.859242
607.65	-0.048447	6.562433
607.7	-1.000564	7.20501
607.75	-1.948091	6.951497
607.8	-2.757451	5.416332
607.85	-3.303693	3.282656
607.9	-3.534177	1.688096
607.95	-3.455134	1.260593
608.0	-3.105497	1.527856
608.05	-2.566789	1.301674
608.1	-1.881173	-0.413938
608.15	-1.104447	-3.684099
608.2	-0.284739	-7.713769
608.25	0.536307	-11.36352
608.3	1.332483	-13.600731
608.35	2.071845	-13.541323
608.4	2.654435	-10.734967
608.45	3.069812	-5.531957
608.5	3.23877	0.708414
608.55	3.120878	6.125744
608.6	2.718774	9.028714
608.65	2.069466	8.355729
608.7	1.240727	4.104879
608.75	0.378551	-2.402132
608.8	-0.349385	-8.839925
608.85	-0.802196	-12.740949
608.9	-0.943282	-12.408181
608.95	-0.730796	-7.757566
609.0	-0.179982	-0.465968
609.05	0.55422	6.833368
609.1	1.309895	11.82008
609.15	1.904179	13.56017
609.2	2.163845	12.531651
609.25	1.956402	9.998099
609.3	1.261704	7.236533
609.35	0.166348	5.221108
609.4	-1.174337	4.332266
609.45	-2.526551	4.093717
609.5	-3.661799	3.434116
609.55	-4.424042	1.585891
609.6	-4.745465	-1.326585
609.65	-4.617863	-4.282055
609.7	-4.096854	-5.973869
609.75	-3.269918	-5.836819
609.8	-2.284899	-4.673643
609.85	-1.215313	-3.985309
609.9	-0.181626	-4.828824
609.95	0.795589	-7.046096
610.0	1.718657	-9.464185
610.05	2.569092	-10.670722
610.1	3.299891	-9.749804
610.15	3.91147	-6.727451
610.2	4.377557	-2.323424
610.25	4.64436	2.493725
610.3	4.72343	6.843084
610.35	4.628269	9.784849
610.4	4.354589	10.676624
610.45	3.928461	9.400131
610.5	3.379547	6.516886
610.55	2.785912	2.889535
610.6	2.16928	-0.790306
610.65	1.51839	-3.967716
610.7	0.902529	-6.035907
610.75	0.29036	-6.287422
610.8	-0.259734	-4.504947
610.85	-0.810989	-1.386385
610.9	-1.337592	1.671435
610.95	-1.84229	3.510639
611.0	-2.324829	4.085594
611.05	-2.736728	4.230912
611.1	-3.067485	4.835184
611.15	-3.279094	6.163889
611.2	-3.339976	7.694301
611.25	-3.222889	8.700431
611.3	-2.941415	8.686398
611.35	-2.516386	7.322194
611.4	-1.970563	4.404962
611.45	-1.344045	-0.010694
611.5	-0.715281	-5.382832
611.55	-0.093403	-10.587217
611.6	0.526324	-14.181497
611.65	1.11994	-15.121456
611.7	1.675405	-13.267166
611.75	2.193873	-9.416614
611.8	2.713262	-4.87258
611.85	3.149767	-0.741217
611.9	3.518211	2.433812
611.95	3.724826	4.658664
612.0	3.733619	6.131567
612.05	3.49642	6.876853
612.1	3.039949	6.729135
612.15	2.411872	5.342465
612.2	1.703797	2.483624
612.25	1.014625	-1.623933
612.3	0.422826	-6.212091
612.35	-0.026289	-10.141805
612.4	-0.273282	-12.437588
612.45	-0.353725	-12.71528
612.5	-0.237387	-11.199611
612.55	0.024103	-8.530533
612.6	0.34145	-5.34011
612.65	0.577469	-2.052287
612.7	0.716297	1.006098
612.75	0.647575	3.420607
612.8	0.395592	4.816759
612.85	-0.051247	5.046765
612.9	-0.56403	4.461494
612.95	-1.086432	3.899403
613.0	-1.51113	4.094328
613.05	-1.759306	4.855242
613.1	-1.783252	5.067935
613.15	-1.585244	3.406183
613.2	-1.189983	-0.479406
613.25	-0.677373	-5.620907
613.3	-0.123043	-10.297624
613.35	0.376814	-12.891426
613.4	0.731892	-12.747971
613.45	0.935059	-10.464146
613.5	1.024386	-7.628085
613.55	1.043517	-5.788299
613.6	1.051578	-5.629275
613.65	1.080403	-6.874848
613.7	1.165099	-8.637735
613.75	1.322867	-10.002956
613.8	1.53593	-10.101046
613.85	1.814968	-8.435753
613.9	2.114672	-5.33861
613.95	2.397589	-2.113278
614.0	2.681664	-0.416946
614.05	2.880412	-1.149254
614.1	3.004245	-3.686506
614.15	3.043804	-6.287732
614.2	2.999062	-7.360965
614.25	2.887788	-6.43406
614.3	2.672073	-4.217957
614.35	2.325055	-1.88851
614.4	1.794022	-0.287808
614.45	1.07815	0.599998
614.5	0.231955	1.278881
614.55	-0.709017	2.343997
614.6	-1.629031	3.903969
614.65	-2.410349	5.669596
614.7	-2.987718	7.224866
614.75	-3.25997	8.165051
614.8	-3.264254	8.050438
614.85	-3.051394	6.579092
614.9	-2.741193	3.867303
614.95	-2.440183	0.403735
615.0	-2.263216	-3.247494
615.05	-2.203611	-6.672579
615.1	-2.243458	-9.405778
615.15	-2.292733	-10.826339
615.2	-2.225684	-10.384159
615.25	-1.974599	-8.036212
615.3	-1.508876	-4.5144
615.35	-0.826257	-0.963444
615.4	0.006983	1.646231
615.45	0.892515	2.987776
615.5	1.757061	3.19817
615.55	2.504449	2.798099
615.6	3.075704	2.302587
615.65	3.501441	1.985344
615.7	3.691904	1.893081
615.75	3.700778	1.928996
615.8	3.516414	1.817835
615.85	3.152113	1.128397
615.9	2.657557	-0.333105
