Time_abs/ps	 Signal 2/nA	 Ref.signal 2/nA
586.5	0.151937	30.641183
586.55	0.123897	32.966221
586.6	0.048595	31.857495
586.65	-0.044354	28.852345
586.7	-0.182235	25.237851
586.75	-0.345651	20.334709
586.8	-0.554947	12.034069
586.85	-0.758033	-0.196626
586.9	-0.968317	-12.834756
586.95	-1.17138	-19.855198
587.0	-1.351101	-17.398283
587.05	-1.541149	-6.748203
587.1	-1.712563	7.287158
587.15	-1.852147	19.845549
587.2	-1.99188	27.626892
587.25	-2.10662	28.351122
587.3	-2.22642	20.897783
587.35	-2.327203	6.805567
587.4	-2.430775	-9.337976
587.45	-2.525634	-22.312867
587.5	-2.63228	-28.830626
587.55	-2.73937	-28.041511
587.6	-2.849625	-21.186937
587.65	-2.973166	-11.165841
587.7	-3.105532	-1.40799
587.75	-3.269897	5.534505
587.8	-3.462182	8.936674
587.85	-3.689826	9.645342
587.9	-3.927283	9.120681
587.95	-4.232029	8.424372
588.0	-4.596356	7.964563
588.05	-5.056287	7.91454
588.1	-5.575232	8.050999
588.15	-6.162519	7.269715
588.2	-6.852608	4.313343
588.25	-7.642114	-0.465361
588.3	-8.549244	-4.34649
588.35	-9.559624	-4.34826
588.4	-10.68528	-0.782348
588.45	-11.91468	1.935295
588.5	-13.282981	-1.12849
588.55	-14.785362	-10.708181
588.6	-16.426234	-22.094254
588.65	-18.210856	-28.67061
588.7	-20.147155	-26.713764
588.75	-22.247687	-17.606816
588.8	-24.484079	-6.069414
588.85	-26.830246	3.216357
588.9	-29.233259	7.754571
588.95	-31.596267	7.48564
589.0	-33.722929	4.562705
589.05	-35.27191	2.346551
589.1	-35.803497	3.16321
589.15	-34.613213	6.395268
589.2	-30.82878	9.153164
589.25	-23.320976	9.242019
589.3	-10.902146	7.487452
589.35	7.590255	6.798399
589.4	32.812508	8.986131
589.45	64.659758	12.635845
589.5	101.939168	14.181619
589.55	142.327787	11.059171
589.6	182.436942	3.979063
589.65	218.290559	-3.625592
589.7	245.993529	-8.536507
589.75	262.425259	-9.969753
589.8	265.689508	-8.820671
589.85	255.160277	-5.480431
589.9	231.570362	0.183162
589.95	196.710305	6.690309
590.0	153.131981	10.700489
590.05	103.832154	9.651672
590.1	51.920572	4.391187
590.15	0.372066	-1.486785
590.2	-48.32088	-4.715102
590.25	-92.160581	-4.952448
590.3	-129.684859	-4.609646
590.35	-159.846026	-6.393513
590.4	-182.255203	-10.791891
590.45	-196.869775	-15.809621
590.5	-204.09385	-18.473167
590.55	-204.59598	-16.635471
590.6	-199.186188	-10.070121
590.65	-188.78925	-0.634756
590.7	-174.344597	8.501767
590.75	-156.762906	14.603469
590.8	-136.986869	16.937682
590.85	-115.930579	16.96488
590.9	-94.42326	17.075509
590.95	-73.289263	18.746768
591.0	-53.249689	21.181459
591.05	-35.062419	21.605216
591.1	-19.392602	17.645764
591.15	-6.718401	9.774361
591.2	2.758064	1.340937
591.25	9.087818	-3.94593
591.3	12.630713	-4.793835
591.35	13.961757	-2.832416
591.4	13.827966	-1.103418
591.45	13.026114	-1.973927
591.5	12.255668	-6.041692
591.55	12.009469	-12.057292
591.6	12.530183	-17.649311
591.65	13.791982	-20.335716
591.7	15.496198	-18.778109
591.75	17.233863	-13.335433
591.8	18.641206	-5.900783
591.85	19.445844	0.927642
591.9	19.534596	5.161906
591.95	18.887784	6.4282
592.0	17.583949	5.947325
592.05	15.773988	5.208545
592.1	13.644157	4.555077
592.15	11.42806	3.233677
592.2	9.319558	0.687858
592.25	7.463903	-2.508193
592.3	6.013464	-5.319013
592.35	4.99212	-7.523417
592.4	4.447308	-9.653257
592.45	4.283651	-12.073878
592.5	4.483606	-14.339327
592.55	5.020349	-15.229374
592.6	5.877348	-13.424819
592.65	7.01427	-8.516474
592.7	8.420398	-1.452215
592.75	9.991439	5.958639
592.8	11.614259	12.071891
592.85	13.180504	15.954821
592.9	14.503283	17.17673
592.95	15.437417	15.668688
593.0	15.890488	12.299594
593.05	15.760129	8.867379
593.1	14.993812	7.048606
593.15	13.639226	7.035172
593.2	11.913866	7.467555
593.25	10.095285	6.418614
593.3	8.535258	2.767507
593.35	7.433461	-2.811203
593.4	6.940873	-8.072655
593.45	6.956144	-10.530503
593.5	7.259326	-8.999379
593.55	7.540968	-4.43444
593.6	7.508166	0.547322
593.65	6.88511	3.281085
593.7	5.601272	2.772364
593.75	3.732882	0.086041
593.8	1.533754	-2.730346
593.85	-0.70181	-4.225997
593.9	-2.652312	-4.235162
593.95	-4.088264	-3.673366
594.0	-4.870328	-3.678282
594.05	-4.988683	-4.717003
594.1	-4.477324	-6.030893
594.15	-3.510411	-6.150207
594.2	-2.235617	-4.449375
594.25	-0.817497	-2.065905
594.3	0.563548	-0.848401
594.35	1.768846	-1.239174
594.4	2.682036	-1.747207
594.45	3.223152	-0.614181
594.5	3.374426	2.180134
594.55	3.164885	4.90385
594.6	2.710685	5.86014
594.65	2.035906	5.128398
594.7	1.231206	4.441461
594.75	0.266181	5.780171
594.8	-0.878708	9.898141
594.85	-2.214484	15.622198
594.9	-3.638015	20.258922
594.95	-4.946232	21.169283
595.0	-5.996111	17.448743
595.05	-6.637473	10.485661
595.1	-6.83269	2.628718
595.15	-6.615876	-4.213182
595.2	-6.084626	-9.456067
595.25	-5.342885	-13.58536
595.3	-4.464832	-17.268757
595.35	-3.520845	-20.334658
595.4	-2.544813	-21.585919
595.45	-1.558385	-19.580508
595.5	-0.587778	-13.61845
595.55	0.382209	-4.344199
595.6	1.328798	6.28923
595.65	2.297936	15.332191
595.7	3.274366	20.046433
595.75	4.199737	19.21421
595.8	4.979129	13.705395
595.85	5.462784	5.932452
595.9	5.560404	-1.451616
595.95	5.303685	-7.09436
596.0	4.736299	-11.271509
596.05	3.973416	-14.789165
596.1	3.128296	-17.367665
596.15	2.353674	-17.558531
596.2	1.719304	-14.159299
596.25	1.264955	-7.583788
596.3	0.977723	0.250108
596.35	0.736948	7.047291
596.4	0.548796	11.165038
596.45	0.340247	12.114567
596.5	0.07864	10.575179
596.55	-0.269976	7.791372
596.6	-0.705877	5.115259
596.65	-1.307967	3.462099
596.7	-2.056645	3.148636
596.75	-2.87291	3.972981
596.8	-3.660532	5.36632
596.85	-4.220356	6.466909
596.9	-4.457018	6.12361
596.95	-4.301346	3.39051
597.0	-3.70842	-1.633432
597.05	-2.73671	-7.449473
597.1	-1.452154	-12.000602
597.15	0.10498	-13.682703
597.2	1.812442	-11.848233
597.25	3.587868	-6.870729
597.3	5.293656	-0.004738
597.35	6.754547	6.894138
597.4	7.867027	12.253174
597.45	8.521433	15.366499
597.5	8.72637	16.131492
597.55	8.511719	14.303682
597.6	7.919333	9.445411
597.65	7.041063	1.492075
597.7	5.867335	-8.454505
597.75	4.417477	-17.948244
597.8	2.698954	-23.845471
597.85	0.805623	-23.90631
597.9	-1.148144	-18.349112
597.95	-2.97196	-9.582223
598.0	-4.518257	-0.67017
598.05	-5.642813	6.040394
598.1	-6.250535	9.402338
598.15	-6.331298	9.473563
598.2	-5.957549	7.452593
598.25	-5.222147	5.327762
598.3	-4.235591	5.085108
598.35	-3.167549	7.826044
598.4	-2.158419	13.027425
598.45	-1.307359	18.696852
598.5	-0.748131	22.40598
598.55	-0.540786	22.573433
598.6	-0.681621	18.914865
598.65	-1.159189	11.983659
598.7	-1.923104	2.67779
598.75	-2.866511	-7.80529
598.8	-3.874983	-17.649197
598.85	-4.776124	-24.698484
598.9	-5.405691	-27.143191
598.95	-5.645875	-24.146034
599.0	-5.384681	-16.4371
599.05	-4.628306	-6.185661
599.1	-3.446903	4.144648
599.15	-1.960631	12.97037
599.2	-0.314513	19.49415
599.25	1.296104	22.734799
599.3	2.765388	21.230357
599.35	4.005868	14.110378
599.4	4.963918	2.110371
599.45	5.586703	-12.213969
599.5	5.841859	-25.091669
599.55	5.737711	-32.763671
599.6	5.267491	-32.986922
599.65	4.506714	-26.09229
599.7	3.546579	-14.7643
599.75	2.519562	-2.671912
599.8	1.577345	7.051538
599.85	0.806544	12.785524
599.9	0.214921	14.719124
599.95	-0.185106	14.545485
600.0	-0.479084	14.416921
600.05	-0.695295	15.352327
600.1	-0.877538	16.882138
600.15	-1.050561	17.518845
600.2	-1.267799	15.913723
600.25	-1.520615	11.890316
600.3	-1.8048	6.347917
600.35	-2.129139	0.426555
600.4	-2.463793	-5.149903
600.45	-2.744783	-9.953628
600.5	-2.944623	-13.352875
600.55	-3.037692	-14.660554
600.6	-3.020534	-13.751899
600.65	-2.89744	-11.319009
600.7	-2.656321	-8.399664
600.75	-2.275485	-5.883293
600.8	-1.744873	-4.003486
600.85	-1.12425	-1.893224
600.9	-0.433665	1.711694
600.95	0.340285	7.074027
601.0	1.188825	12.677303
601.05	2.123943	16.049141
601.1	3.187311	15.421985
601.15	4.311448	10.597115
601.2	5.416172	2.939648
601.25	6.366233	-5.355488
601.3	7.003697	-12.23821
601.35	7.215938	-16.436095
601.4	6.968015	-17.646447
601.45	6.232719	-16.195368
601.5	5.039495	-12.678209
601.55	3.450057	-7.724014
601.6	1.605643	-2.000933
601.65	-0.319438	3.536275
601.7	-2.11029	7.668414
601.75	-3.574161	9.401124
601.8	-4.529138	8.78527
601.85	-4.863408	6.904277
601.9	-4.602161	5.135615
601.95	-3.802523	4.3303
602.0	-2.669558	4.627558
602.05	-1.459273	5.530898
602.1	-0.371498	6.123846
602.15	0.411643	5.702631
602.2	0.779441	4.161318
602.25	0.67528	1.765924
602.3	0.202494	-1.298462
602.35	-0.59242	-4.889196
602.4	-1.564479	-8.408051
602.45	-2.523643	-10.590271
602.5	-3.274151	-10.152534
602.55	-3.687531	-6.65849
602.6	-3.709969	-0.848104
602.65	-3.36376	5.616866
602.7	-2.730904	11.045311
602.75	-1.892353	14.414353
602.8	-1.011959	15.419329
602.85	-0.171111	13.926745
602.9	0.605953	9.659874
602.95	1.274129	2.275184
603.0	1.838715	-7.677927
603.05	2.323345	-17.99529
603.1	2.693668	-25.261928
603.15	2.955956	-26.709266
603.2	3.062707	-22.067858
603.25	2.937953	-13.529106
603.3	2.552356	-4.154688
603.35	1.927363	3.900874
603.4	1.12648	9.702368
603.45	0.282832	12.889955
603.5	-0.481879	13.336844
603.55	-1.011878	11.245352
603.6	-1.216289	7.748229
603.65	-1.044637	4.622765
603.7	-0.548315	3.326019
603.75	0.156474	4.10979
603.8	0.965724	5.961733
603.85	1.658543	7.354301
603.9	2.052418	7.298363
603.95	2.023893	5.785973
604.0	1.517362	3.660167
604.05	0.59107	1.902093
604.1	-0.595568	0.866875
604.15	-1.817688	0.374104
604.2	-2.887204	0.131803
604.25	-3.639421	0.070326
604.3	-3.984876	0.150725
604.35	-3.944096	0.103482
604.4	-3.562456	-0.348573
604.45	-2.911609	-1.251159
604.5	-2.087962	-2.494958
604.55	-1.105655	-3.977722
604.6	0.005267	-5.600921
604.65	1.263305	-7.155258
604.7	2.661338	-8.416284
604.75	4.143174	-9.013439
604.8	5.586077	-8.705628
604.85	6.817744	-7.406132
604.9	7.712335	-5.330925
604.95	8.072044	-2.724276
605.0	7.775598	0.300004
605.05	6.805238	3.441744
605.1	5.246184	6.018537
605.15	3.258124	7.31746
605.2	1.127704	7.07791
605.25	-0.878481	5.77859
605.3	-2.48966	4.361125
605.35	-3.481754	3.499914
605.4	-3.770425	3.256731
605.45	-3.386428	3.336812
605.5	-2.500774	3.706216
605.55	-1.332484	4.594701
605.6	-0.202945	5.98776
605.65	0.609526	7.098136
605.7	0.833081	6.635174
605.75	0.404776	3.779568
605.8	-0.623966	-0.744722
605.85	-2.057474	-5.115053
605.9	-3.6035	-7.496285
605.95	-4.950793	-7.173118
606.0	-5.89443	-4.711808
606.05	-6.272313	-1.529997
606.1	-6.052573	0.986257
606.15	-5.303253	2.3099
606.2	-4.09685	2.887314
606.25	-2.597737	3.445168
606.3	-0.909187	4.209988
606.35	0.85116	4.575073
606.4	2.542653	3.574621
606.45	4.037804	0.745892
606.5	5.254022	-3.429936
606.55	6.04896	-7.598713
606.6	6.38456	-10.261231
606.65	6.268097	-10.48276
606.7	5.689741	-8.30981
606.75	4.711802	-4.619794
606.8	3.442508	-0.503691
606.85	1.998303	3.252389
606.9	0.517173	6.317136
606.95	-0.872238	8.394303
607.0	-2.077306	9.021577
607.05	-2.985245	7.705155
607.1	-3.568288	4.473894
607.15	-3.754443	0.18097
607.2	-3.4971	-3.593708
607.25	-2.854477	-5.432643
607.3	-1.89844	-4.765311
607.35	-0.797869	-2.135396
607.4	0.249332	1.095899
607.45	1.067125	3.678154
607.5	1.51975	5.029169
607.55	1.511708	5.495569
607.6	1.076872	5.859242
607.65	0.300996	6.562433
607.7	-0.700138	7.20501
607.75	-1.743124	6.951497
607.8	-2.665909	5.416332
607.85	-3.334022	3.282656
607.9	-3.688077	1.688096
607.95	-3.685675	1.260593
608.0	-3.343408	1.527856
608.05	-2.780039	1.301674
608.1	-2.041617	-0.413938
608.15	-1.219804	-3.684099
608.2	-0.373443	-7.713769
608.25	0.475254	-11.36352
608.3	1.274017	-13.600731
608.35	2.00548	-13.541323
608.4	2.599275	-10.734967
608.45	3.014798	-5.531957
608.5	3.224512	0.708414
608.55	3.150404	6.125744
608.6	2.80479	9.028714
608.65	2.201409	8.355729
608.7	1.411727	4.104879
608.75	0.54432	-2.402132
608.8	-0.229578	-8.839925
608.85	-0.78856	-12.740949
608.9	-1.026067	-12.408181
608.95	-0.899423	-7.757566
609.0	-0.415616	-0.465968
609.05	0.327477	6.833368
609.1	1.135658	11.82008
609.15	1.849892	13.56017
609.2	2.280437	12.531651
609.25	2.253006	9.998099
609.3	1.710712	7.236533
609.35	0.69686	5.221108
609.4	-0.670302	4.332266
609.45	-2.134341	4.093717
609.5	-3.449098	3.434116
609.55	-4.443697	1.585891
609.6	-4.956025	-1.326585
609.65	-5.006722	-4.282055
609.7	-4.569074	-5.973869
609.75	-3.788228	-5.836819
609.8	-2.757413	-4.673643
609.85	-1.652064	-3.985309
609.9	-0.555439	-4.828824
609.95	0.477858	-7.046096
610.0	1.426943	-9.464185
610.05	2.284596	-10.670722
610.1	3.008505	-9.749804
610.15	3.60705	-6.727451
610.2	4.076368	-2.323424
610.25	4.378864	2.493725
610.3	4.494688	6.843084
610.35	4.443772	9.784849
610.4	4.235938	10.676624
610.45	3.880529	9.400131
610.5	3.399663	6.516886
610.55	2.864024	2.889535
610.6	2.297815	-0.790306
610.65	1.712168	-3.967716
610.7	1.140557	-6.035907
610.75	0.569398	-6.287422
610.8	-0.009965	-4.504947
610.85	-0.561389	-1.386385
610.9	-1.102341	1.671435
610.95	-1.654448	3.510639
611.0	-2.167611	4.085594
611.05	-2.660729	4.230912
611.1	-3.057961	4.835184
611.15	-3.331068	6.163889
611.2	-3.458161	7.694301
611.25	-3.401982	8.700431
611.3	-3.175724	8.686398
611.35	-2.758556	7.322194
611.4	-2.213336	4.404962
611.45	-1.58223	-0.010694
611.5	-0.900646	-5.382832
611.55	-0.247869	-10.587217
611.6	0.395482	-14.181497
611.65	0.982981	-15.121456
611.7	1.517137	-13.267166
611.75	2.011239	-9.416614
611.8	2.480418	-4.87258
611.85	2.900212	-0.741217
611.9	3.26498	2.433812
611.95	3.501594	4.658664
612.0	3.579651	6.131567
612.05	3.427168	6.876853
612.1	3.057284	6.729135
612.15	2.499975	5.342465
612.2	1.834561	2.483624
612.25	1.143652	-1.623933
612.3	0.518963	-6.212091
612.35	0.02347	-10.141805
612.4	-0.27606	-12.437588
612.45	-0.4044	-12.71528
612.5	-0.353773	-11.199611
612.55	-0.15158	-8.530533
612.6	0.120109	-5.34011
612.65	0.388051	-2.052287
612.7	0.571221	1.006098
612.75	0.581322	3.420607
612.8	0.363957	4.816759
612.85	-0.038509	5.046765
612.9	-0.565791	4.461494
612.95	-1.123597	3.899403
613.0	-1.622165	4.094328
613.05	-1.939073	4.855242
613.1	-2.02403	5.067935
613.15	-1.88761	3.406183
613.2	-1.513347	-0.479406
613.25	-1.006457	-5.620907
613.3	-0.410576	-10.297624
613.35	0.164473	-12.891426
613.4	0.590395	-12.747971
613.45	0.856687	-10.464146
613.5	0.964687	-7.628085
613.55	0.985214	-5.788299
613.6	0.953286	-5.629275
613.65	0.926888	-6.874848
613.7	0.960357	-8.637735
613.75	1.081249	-10.002956
613.8	1.281837	-10.101046
613.85	1.539939	-8.435753
613.9	1.862114	-5.33861
613.95	2.199668	-2.113278
614.0	2.539151	-0.416946
614.05	2.803748	-1.149254
614.1	3.005698	-3.686506
614.15	3.104001	-6.287732
614.2	3.097418	-7.360965
614.25	3.005116	-6.43406
614.3	2.818211	-4.217957
614.35	2.480101	-1.88851
614.4	1.992178	-0.287808
614.45	1.326808	0.599998
614.5	0.483172	1.278881
614.55	-0.46887	2.343997
614.6	-1.428266	3.903969
614.65	-2.288717	5.669596
614.7	-2.943729	7.224866
614.75	-3.343353	8.165051
614.8	-3.416815	8.050438
614.85	-3.222134	6.579092
614.9	-2.870841	3.867303
614.95	-2.496319	0.403735
615.0	-2.215183	-3.247494
615.05	-2.081781	-6.672579
615.1	-2.117948	-9.405778
615.15	-2.20384	-10.826339
615.2	-2.263733	-10.384159
615.25	-2.164946	-8.036212
615.3	-1.847609	-4.5144
615.35	-1.274105	-0.963444
615.4	-0.510421	1.646231
615.45	0.380423	2.987776
615.5	1.284865	3.19817
615.55	2.119568	2.798099
615.6	2.797298	2.302587
615.65	3.325479	1.985344
615.7	3.655982	1.893081
615.75	3.77624	1.928996
615.8	3.694662	1.817835
615.85	3.407549	1.128397
615.9	2.956949	-0.333105
615.95	2.37738	-2.049207
616.0	1.716754	-2.961664
