Time_abs/ps	 Signal 2/nA	 Ref.signal 2/nA
570.0	-0.00361	-0.003453
570.05	0.008129	-0.004187
570.1	-0.003823	0.002446
570.15	-0.003123	0.004189
570.2	0.002426	0.001005
570.25	0.000893	0.006078
570.3	-0.006903	0.002777
570.35	-0.005263	0.011495
570.4	-0.013151	0.022587
570.45	-0.00126	0.010506
570.5	-0.016243	0.028801
570.55	-0.031618	0.038524
570.6	-0.023433	0.044729
570.65	-0.022892	0.06195
570.7	-0.02519	0.056972
570.75	-0.039478	0.074382
570.8	-0.044341	0.077267
570.85	-0.054636	0.081584
570.9	-0.057537	0.087967
570.95	-0.070587	0.111455
571.0	-0.076635	0.110017
571.05	-0.096529	0.122652
571.1	-0.108349	0.131482
571.15	-0.115436	0.137702
571.2	-0.112994	0.135383
571.25	-0.137966	0.140217
571.3	-0.130131	0.135607
571.35	-0.133256	0.143293
571.4	-0.15362	0.134793
571.45	-0.153051	0.147007
571.5	-0.176816	0.141462
571.55	-0.178019	0.158929
571.6	-0.180237	0.156424
571.65	-0.189733	0.156106
571.7	-0.1957	0.163398
571.75	-0.201645	0.153268
571.8	-0.207711	0.144566
571.85	-0.202705	0.14786
571.9	-0.206862	0.12687
571.95	-0.214321	0.140574
572.0	-0.203404	0.130115
572.05	-0.185794	0.112225
572.1	-0.17754	0.100341
572.15	-0.17832	0.106382
572.2	-0.178396	0.089666
572.25	-0.142833	0.079151
572.3	-0.139732	0.068381
572.35	-0.142325	0.073872
572.4	-0.115055	0.058067
572.45	-0.102213	0.042006
572.5	-0.093869	0.024716
572.55	-0.082525	0.007853
572.6	-0.05943	-0.001951
572.65	-0.062468	-0.026466
572.7	-0.036505	-0.027024
572.75	-0.012507	-0.034943
572.8	-0.00836	-0.038042
572.85	0.010525	-0.035308
572.9	0.014017	-0.052803
572.95	0.031154	-0.051669
573.0	0.034558	-0.075794
573.05	0.042107	-0.075911
573.1	0.054066	-0.080192
573.15	0.047222	-0.091631
573.2	0.057138	-0.109301
573.25	0.041054	-0.099849
573.3	0.056167	-0.115834
573.35	0.044587	-0.120699
573.4	0.038906	-0.130551
573.45	0.045577	-0.173172
573.5	0.041054	-0.198319
573.55	0.03568	-0.259615
573.6	0.034736	-0.315506
573.65	0.014104	-0.396482
573.7	-0.009606	-0.484627
573.75	-0.006546	-0.552962
573.8	-0.002535	-0.575301
573.85	-0.026013	-0.511025
573.9	-0.022258	-0.295894
573.95	-0.028049	0.08726
574.0	-0.032182	0.612212
574.05	-0.033197	1.20343
574.1	-0.043642	1.701624
574.15	-0.042928	1.974002
574.2	-0.061239	1.939083
574.25	-0.062687	1.661764
574.3	-0.055945	1.258365
574.35	-0.073399	0.815606
574.4	-0.069581	0.413069
574.45	-0.076987	0.083855
574.5	-0.075069	-0.179713
574.55	-0.056357	-0.377745
574.6	-0.064928	-0.520251
574.65	-0.038914	-0.584389
574.7	-0.04325	-0.634379
574.75	-0.036169	-0.673635
574.8	-0.033165	-0.682848
574.85	-0.032738	-0.651049
574.9	-0.03317	-0.577085
574.95	-0.026815	-0.480202
575.0	-0.023236	-0.383497
575.05	-0.019707	-0.305568
575.1	-0.013923	-0.255712
575.15	-3.4e-05	-0.221735
575.2	0.00191	-0.173648
575.25	0.008589	-0.135129
575.3	0.001964	-0.071731
575.35	-0.002511	-0.018365
575.4	0.006775	0.029285
575.45	0.001863	0.093963
575.5	0.003674	0.161506
575.55	0.006276	0.230261
575.6	-0.002046	0.278743
575.65	-0.01033	0.267675
575.7	-0.003165	0.208005
575.75	-0.014976	0.120827
575.8	-0.01124	0.028391
575.85	-0.026568	-0.051538
575.9	-0.037583	-0.119542
575.95	-0.034348	-0.151863
576.0	-0.036283	-0.148886
576.05	-0.045734	-0.107158
576.1	-0.056676	-0.036508
576.15	-0.050737	0.043964
576.2	-0.056699	0.086501
576.25	-0.070484	0.078196
576.3	-0.063043	0.026532
576.35	-0.078249	-0.039714
576.4	-0.086327	-0.093618
576.45	-0.084957	-0.121382
576.5	-0.087545	-0.131959
576.55	-0.086689	-0.134541
576.6	-0.093475	-0.143235
576.65	-0.094958	-0.15864
576.7	-0.096892	-0.173507
576.75	-0.077465	-0.193283
576.8	-0.065819	-0.2044
576.85	-0.080961	-0.196151
576.9	-0.073807	-0.197658
576.95	-0.057229	-0.194551
577.0	-0.071758	-0.208438
577.05	-0.049958	-0.224232
577.1	-0.059873	-0.232777
577.15	-0.049976	-0.22975
577.2	-0.04142	-0.201067
577.25	-0.036402	-0.150072
577.3	-0.022584	-0.11267
577.35	-0.009735	-0.091522
577.4	-0.009196	-0.116187
577.45	-0.011884	-0.119921
577.5	0.002928	-0.152318
577.55	0.005748	-0.186223
577.6	0.0137	-0.218369
577.65	0.005374	-0.271712
577.7	0.016015	-0.318767
577.75	0.022579	-0.35651
577.8	0.028545	-0.348489
577.85	0.029762	-0.304085
577.9	0.019483	-0.233648
577.95	0.040816	-0.16414
578.0	0.036449	-0.106342
578.05	0.046976	-0.084573
578.1	0.050336	-0.099492
578.15	0.040011	-0.144866
578.2	0.043831	-0.195615
578.25	0.032718	-0.256566
578.3	0.031545	-0.287957
578.35	0.046894	-0.305214
578.4	0.041911	-0.28383
578.45	0.030937	-0.268278
578.5	0.021155	-0.241859
578.55	0.023955	-0.209507
578.6	0.010062	-0.204547
578.65	0.003377	-0.210928
578.7	0.00192	-0.214901
578.75	-0.007573	-0.215559
578.8	-0.020402	-0.219518
578.85	-0.026034	-0.203941
578.9	-0.029078	-0.19831
578.95	-0.042866	-0.20558
579.0	-0.065383	-0.214062
579.05	-0.071189	-0.235071
579.1	-0.081925	-0.248959
579.15	-0.094609	-0.24969
579.2	-0.10865	-0.209552
579.25	-0.11751	-0.170579
579.3	-0.121166	-0.165157
579.35	-0.119155	-0.208095
579.4	-0.124519	-0.262695
579.45	-0.129869	-0.300143
579.5	-0.128565	-0.31208
579.55	-0.154046	-0.280213
579.6	-0.160443	-0.250835
579.65	-0.187169	-0.210061
579.7	-0.198287	-0.172729
579.75	-0.208607	-0.135057
579.8	-0.224515	-0.069727
579.85	-0.24907	0.060866
579.9	-0.266151	0.273465
579.95	-0.29534	0.55673
580.0	-0.309994	0.827509
580.05	-0.332974	1.026556
580.1	-0.340991	1.065715
580.15	-0.346506	0.902108
580.2	-0.333921	0.525362
580.25	-0.28025	0.013063
580.3	-0.202873	-0.547894
580.35	-0.097283	-1.078285
580.4	0.050297	-1.544266
580.45	0.189777	-1.88931
580.5	0.326861	-2.1422
580.55	0.437472	-2.306917
580.6	0.522597	-2.405586
580.65	0.589595	-2.468711
580.7	0.605764	-2.484902
580.75	0.572207	-2.521491
580.8	0.515122	-2.562211
580.85	0.433273	-2.633739
580.9	0.330815	-2.726388
580.95	0.229713	-2.827919
581.0	0.102298	-2.903732
581.05	-0.01651	-2.990292
581.1	-0.12947	-3.098906
581.15	-0.229142	-3.221807
581.2	-0.307315	-3.373155
581.25	-0.38149	-3.547436
581.3	-0.425014	-3.717808
581.35	-0.444117	-3.907469
581.4	-0.453204	-4.114672
581.45	-0.455898	-4.366851
581.5	-0.447631	-4.688503
581.55	-0.423794	-5.110962
581.6	-0.39171	-5.673262
581.65	-0.359737	-6.387683
581.7	-0.330989	-7.246814
581.75	-0.29391	-8.224384
581.8	-0.256499	-9.325044
581.85	-0.203793	-10.562122
581.9	-0.156233	-11.942307
581.95	-0.133572	-13.485947
582.0	-0.109366	-15.158143
582.05	-0.091819	-16.943218
582.1	-0.075088	-18.869668
582.15	-0.090019	-20.956626
582.2	-0.099658	-23.20168
582.25	-0.100907	-25.663567
582.3	-0.121007	-28.364726
582.35	-0.148841	-31.285722
582.4	-0.138945	-34.441589
582.45	-0.141895	-37.820567
582.5	-0.153435	-41.438339
582.55	-0.152291	-45.279585
582.6	-0.152537	-49.245853
582.65	-0.15352	-53.071901
582.7	-0.148209	-56.228662
582.75	-0.148712	-57.817419
582.8	-0.159132	-56.381669
582.85	-0.167641	-49.67796
582.9	-0.191574	-34.456005
582.95	-0.200158	-6.283087
583.0	-0.20905	40.185965
583.05	-0.237274	110.210451
583.1	-0.254102	206.33442
583.15	-0.26574	324.386905
583.2	-0.273826	449.930203
583.25	-0.28868	558.060609
583.3	-0.30991	619.023639
583.35	-0.307973	609.860308
583.4	-0.313072	526.454253
583.45	-0.294579	386.716341
583.5	-0.294864	221.714626
583.55	-0.298163	60.822972
583.6	-0.287468	-78.716836
583.65	-0.289213	-191.284589
583.7	-0.299833	-275.988344
583.75	-0.28415	-333.019119
583.8	-0.287951	-364.765847
583.85	-0.301756	-376.902801
583.9	-0.304601	-375.713813
583.95	-0.32105	-364.687655
584.0	-0.330525	-344.325919
584.05	-0.340527	-314.307709
584.1	-0.347423	-275.799761
584.15	-0.357499	-232.556841
584.2	-0.347376	-190.074402
584.25	-0.337665	-152.546805
584.3	-0.333873	-120.455905
584.35	-0.33502	-91.421183
584.4	-0.329746	-63.098097
584.45	-0.323023	-34.922416
584.5	-0.320609	-7.79247
584.55	-0.329323	16.874048
584.6	-0.337381	38.285852
584.65	-0.335913	56.878215
584.7	-0.333369	72.706179
584.75	-0.337311	83.260052
584.8	-0.352072	84.386055
584.85	-0.356471	73.945754
584.9	-0.354064	54.097827
584.95	-0.354905	30.332255
585.0	-0.353051	8.484821
585.05	-0.344224	-7.650596
585.1	-0.34666	-16.289925
585.15	-0.343457	-16.523222
585.2	-0.354937	-8.005532
585.25	-0.343147	7.797911
585.3	-0.341576	26.700399
585.35	-0.336444	42.683317
585.4	-0.327968	50.045243
585.45	-0.327064	46.142867
585.5	-0.332039	33.483887
585.55	-0.32053	18.666355
585.6	-0.324004	7.733444
585.65	-0.329134	2.434089
585.7	-0.340977	0.837304
585.75	-0.342196	0.443717
585.8	-0.353096	0.054502
585.85	-0.356731	-0.487788
585.9	-0.356523	-1.008638
585.95	-0.344953	-1.041653
586.0	-0.331417	0.023238
586.05	-0.306785	2.230968
586.1	-0.274367	4.673939
586.15	-0.249099	5.976541
586.2	-0.176274	5.623771
586.25	-0.116417	4.809308
586.3	-0.056977	5.717969
586.35	0.02313	9.887931
586.4	0.092728	16.956339
586.45	0.142154	24.753633
