sample_signal_time	sample_signal_y	reference_signal_time	reference_signal_y	fft_sample	fft_reference	fft_freq	measured_H	fft_freq_masked	measured_H_masked	magH	phaseH	magH_masked	phaseH_masked	freq_mask_boolean	dynamic_range_db	alpha_max
 (5.700000000000000000e+02+0.000000000000000000e+00j)	 (-1.319099999999999960e-02+0.000000000000000000e+00j)	 (5.700000000000000000e+02+0.000000000000000000e+00j)	 (-3.452999999999999906e-03+0.000000000000000000e+00j)	 (-1.716525987006503606e-02+0.000000000000000000e+00j)	 (4.848134832583701065e-02+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.540590446185509776e-01+0.000000000000000000e+00j)	 (3.030303030303031616e+11+0.000000000000000000e+00j)	 (8.245228578725731783e-01+1.435138248289855312e-01j)	 (-9.018486137238564737e+00+0.000000000000000000e+00j)	 (1.592452309608735561e+01+0.000000000000000000e+00j)	 (-1.546326809737790242e+00+0.000000000000000000e+00j)	 (-1.217748042167988487e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.471149379178176986e+01+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (5.700499999999999545e+02+0.000000000000000000e+00j)	 (7.788999999999999917e-03+0.000000000000000000e+00j)	 (5.700499999999999545e+02+0.000000000000000000e+00j)	 (-4.186999999999999750e-03+0.000000000000000000e+00j)	 (8.666438594444270116e-02-2.986924729747356816e-02j)	 (-4.309547361879479538e-02-7.010188567190617226e-02j)	 (9.775171065493650436e+09+0.000000000000000000e+00j)	 (-2.423323634937952775e-01+1.087288269580196864e+00j)	 (3.128054740957968140e+11+0.000000000000000000e+00j)	 (7.714610792336760170e-01-2.564114193577108902e-01j)	 (9.374404860551512897e-01+0.000000000000000000e+00j)	 (1.457302030811521654e+01+0.000000000000000000e+00j)	 (-1.798648968779399171e+00+0.000000000000000000e+00j)	 (-1.267069514128971974e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.930684512172949496e+01+0.000000000000000000e+00j)	 (3.186506948249020965e+01+0.000000000000000000e+00j)
 (5.701000000000000227e+02+0.000000000000000000e+00j)	 (1.239099999999999924e-02+0.000000000000000000e+00j)	 (5.701000000000000227e+02+0.000000000000000000e+00j)	 (2.445999999999999824e-03+0.000000000000000000e+00j)	 (-3.715383235870314133e-02+1.199382869642059979e-01j)	 (-1.397155969599811476e-02-3.487956654857429784e-02j)	 (1.955034213098730087e+10+0.000000000000000000e+00j)	 (-2.595500745412508525e+00-2.104872084978433922e+00j)	 (3.225806451612904663e+11+0.000000000000000000e+00j)	 (5.974402128001834456e-01-4.868448312679994339e-01j)	 (1.047940817975644379e+01+0.000000000000000000e+00j)	 (1.032273178509307243e+01+0.000000000000000000e+00j)	 (-2.262481408571294761e+00+0.000000000000000000e+00j)	 (-1.303356203902104227e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.249769683919135588e+01+0.000000000000000000e+00j)	 (3.109222709525981543e+01+0.000000000000000000e+00j)
 (5.701499999999999773e+02+0.000000000000000000e+00j)	 (4.486999999999999669e-03+0.000000000000000000e+00j)	 (5.701499999999999773e+02+0.000000000000000000e+00j)	 (4.189000000000000015e-03+0.000000000000000000e+00j)	 (1.253719220359897357e-01-2.090441838112130565e-02j)	 (3.207770329752916011e-02+5.304933727143260058e-02j)	 (2.932551319648094940e+10+0.000000000000000000e+00j)	 (7.578760569143931924e-01-1.905037912705659364e+00j)	 (3.323558162267841187e+11+0.000000000000000000e+00j)	 (4.193789813484015694e-01-7.057182303810889401e-01j)	 (6.236157595366782047e+00+0.000000000000000000e+00j)	 (1.159076605880331634e+01+0.000000000000000000e+00j)	 (-1.713936199035134944e+00+0.000000000000000000e+00j)	 (-1.338442007864218652e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.684694255176035682e+01+0.000000000000000000e+00j)	 (3.589760478496826579e+01+0.000000000000000000e+00j)
 (5.702000000000000455e+02+0.000000000000000000e+00j)	 (-1.147600000000000009e-02+0.000000000000000000e+00j)	 (5.702000000000000455e+02+0.000000000000000000e+00j)	 (1.005000000000000034e-03+0.000000000000000000e+00j)	 (1.812007284385517836e-01+1.452532789111162792e-01j)	 (-1.722616042021986966e-03-2.340854573633539479e-02j)	 (3.910068426197460175e+10+0.000000000000000000e+00j)	 (-6.738287427449965783e+00+7.244928767916755774e+00j)	 (3.421309872922777710e+11+0.000000000000000000e+00j)	 (6.371447197086564651e-02-8.098362042116150628e-01j)	 (1.990753901902957068e+01+0.000000000000000000e+00j)	 (8.819723363996939014e+00+0.000000000000000000e+00j)	 (-1.805256811323044941e+00+0.000000000000000000e+00j)	 (-1.384209309226088180e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.841094387637748753e+01+0.000000000000000000e+00j)	 (2.828066372863578337e+01+0.000000000000000000e+00j)
 (5.702500000000000000e+02+0.000000000000000000e+00j)	 (-1.347399999999999987e-02+0.000000000000000000e+00j)	 (5.702500000000000000e+02+0.000000000000000000e+00j)	 (6.078000000000000069e-03+0.000000000000000000e+00j)	 (-2.348655495356864464e-01+6.936091127000191259e-01j)	 (-8.712970018095350655e-02-5.204767199148008228e-01j)	 (4.887585532746825409e+10+0.000000000000000000e+00j)	 (-1.222832291996689635e+00-6.559574087479517202e-01j)	 (3.519061583577714233e+11+0.000000000000000000e+00j)	 (-2.247165784651306286e-01-7.121935135065593503e-01j)	 (2.845658373948070086e+00+0.000000000000000000e+00j)	 (3.850513468039496345e+00+0.000000000000000000e+00j)	 (-2.535860073546436944e+00+0.000000000000000000e+00j)	 (-1.422624767153074288e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.544805863426451253e+01+0.000000000000000000e+00j)	 (5.000707858294445174e+01+0.000000000000000000e+00j)
 (5.702999999999999545e+02+0.000000000000000000e+00j)	 (-1.583000000000000032e-02+0.000000000000000000e+00j)	 (5.702999999999999545e+02+0.000000000000000000e+00j)	 (2.776999999999999955e-03+0.000000000000000000e+00j)	 (-4.244256603266516326e-01-1.887629262172013933e-01j)	 (3.092176824436828619e-01+5.950121033368879764e-02j)	 (5.865102639296189880e+10+0.000000000000000000e+00j)	 (-1.436842812679419046e+00-3.339687400390579097e-01j)	 (3.616813294232650757e+11+0.000000000000000000e+00j)	 (-4.816286619558015070e-01-6.124785342289723600e-01j)	 (3.376693466340938254e+00+0.000000000000000000e+00j)	 (3.586529774640377255e+00+0.000000000000000000e+00j)	 (-2.167425406483403982e+00+0.000000000000000000e+00j)	 (-1.458697551022615002e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.096318863758314421e+01+0.000000000000000000e+00j)	 (4.660531990284553672e+01+0.000000000000000000e+00j)
 (5.703500000000000227e+02+0.000000000000000000e+00j)	 (-5.119000000000000286e-03+0.000000000000000000e+00j)	 (5.703500000000000227e+02+0.000000000000000000e+00j)	 (1.149500000000000001e-02+0.000000000000000000e+00j)	 (-2.135537126608383074e-01+2.226293826205027471e-01j)	 (3.168721380314400426e-01-3.291325622482175195e-01j)	 (6.842619745845555115e+10+0.000000000000000000e+00j)	 (-6.752245358494759486e-01+1.233939487171080256e-03j)	 (3.714565004887587280e+11+0.000000000000000000e+00j)	 (-7.149638578345204332e-01-3.518068036662770348e-01j)	 (-3.411021196400497502e+00+0.000000000000000000e+00j)	 (3.356325033156561943e+00+0.000000000000000000e+00j)	 (-1.972663922973759032e+00+0.000000000000000000e+00j)	 (-1.503412608229613312e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.419597763374704869e+01+0.000000000000000000e+00j)	 (4.915624875390547288e+01+0.000000000000000000e+00j)
 (5.703999999999999773e+02+0.000000000000000000e+00j)	 (-1.873500000000000165e-02+0.000000000000000000e+00j)	 (5.703999999999999773e+02+0.000000000000000000e+00j)	 (2.258699999999999944e-02+0.000000000000000000e+00j)	 (-5.240727903515366437e-01-1.104948243478042436e+00j)	 (1.857452088921979494e-01+1.547012318150552401e+00j)	 (7.820136852394920349e+10+0.000000000000000000e+00j)	 (-7.441926672128378328e-01+2.494114386789883508e-01j)	 (3.812316715542523804e+11+0.000000000000000000e+00j)	 (-7.343460715851224396e-01-4.451144895007572155e-02j)	 (-2.103989895005773381e+00+0.000000000000000000e+00j)	 (3.034773537949167377e+00+0.000000000000000000e+00j)	 (-2.666057640511322546e+00+0.000000000000000000e+00j)	 (-1.543086378624841259e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.485203675703826320e+01+0.000000000000000000e+00j)	 (5.741079199101354646e+01+0.000000000000000000e+00j)
 (5.704500000000000455e+02+0.000000000000000000e+00j)	 (-6.485999999999999578e-03+0.000000000000000000e+00j)	 (5.704500000000000455e+02+0.000000000000000000e+00j)	 (1.050599999999999971e-02+0.000000000000000000e+00j)	 (3.347205285523513485e-01-5.564688197831383493e-02j)	 (-1.289042303003328782e-01-3.140759224142007366e-01j)	 (8.797653958944285583e+10+0.000000000000000000e+00j)	 (-2.227099558595164175e-01+9.743257960044857668e-01j)	 (3.910068426197460327e+11+0.000000000000000000e+00j)	 (-7.156714080805288702e-01+2.077368157451064401e-01j)	 (-4.734299556010689719e-03+0.000000000000000000e+00j)	 (2.012074069898957873e+00+0.000000000000000000e+00j)	 (-2.554409275693543702e+00+0.000000000000000000e+00j)	 (-1.577390844996457275e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.161678561098511864e+01+0.000000000000000000e+00j)	 (4.706722648918346152e+01+0.000000000000000000e+00j)
