sample_signal_time	sample_signal_y	reference_signal_time	reference_signal_y	fft_sample	fft_reference	fft_freq	measured_H	fft_freq_masked	measured_H_masked	magH	phaseH	magH_masked	phaseH_masked	freq_mask_boolean	dynamic_range_db	alpha_max
 (5.700000000000000000e+02+0.000000000000000000e+00j)	 (1.184799999999999916e-02+0.000000000000000000e+00j)	 (5.700000000000000000e+02+0.000000000000000000e+00j)	 (-3.452999999999999906e-03+0.000000000000000000e+00j)	 (-3.250810744627691262e-02+0.000000000000000000e+00j)	 (4.848134832583701065e-02+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.705281220273420217e-01+0.000000000000000000e+00j)	 (3.030303030303031616e+11+0.000000000000000000e+00j)	 (8.496537821100713650e-01+3.813232594085879182e-03j)	 (-3.471660061387731755e+00+0.000000000000000000e+00j)	 (1.593870069070742446e+01+0.000000000000000000e+00j)	 (-1.415072626280807544e+00+0.000000000000000000e+00j)	 (-1.233114523771568471e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.934680732313488960e+01+0.000000000000000000e+00j)	 (nan+0.000000000000000000e+00j)
 (5.700499999999999545e+02+0.000000000000000000e+00j)	 (-6.489999999999999459e-04+0.000000000000000000e+00j)	 (5.700499999999999545e+02+0.000000000000000000e+00j)	 (-4.186999999999999750e-03+0.000000000000000000e+00j)	 (2.673422523164185882e-02-6.261510260288384588e-02j)	 (-4.309547361879479538e-02-7.010188567190617226e-02j)	 (9.775171065493650436e+09+0.000000000000000000e+00j)	 (4.780795139254003234e-01+6.752641224695463684e-01j)	 (3.128054740957968140e+11+0.000000000000000000e+00j)	 (7.148918527747245566e-01-3.599390221567861370e-01j)	 (-1.646001184030680742e+00+0.000000000000000000e+00j)	 (1.375183681003863256e+01+0.000000000000000000e+00j)	 (-1.933951269315918875e+00+0.000000000000000000e+00j)	 (-1.280206680681409992e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.394215865308261471e+01+0.000000000000000000e+00j)	 (3.462068565163563250e+01+0.000000000000000000e+00j)
 (5.701000000000000227e+02+0.000000000000000000e+00j)	 (-5.824000000000000184e-03+0.000000000000000000e+00j)	 (5.701000000000000227e+02+0.000000000000000000e+00j)	 (2.445999999999999824e-03+0.000000000000000000e+00j)	 (4.462380763236411391e-02+6.687133324255246924e-02j)	 (-1.397155969599811476e-02-3.487956654857429784e-02j)	 (1.955034213098730087e+10+0.000000000000000000e+00j)	 (-2.093732177952842832e+00+4.406907837933587424e-01j)	 (3.225806451612904663e+11+0.000000000000000000e+00j)	 (5.444657503101338891e-01-5.635509265742991714e-01j)	 (6.606684646484039192e+00+0.000000000000000000e+00j)	 (9.448062576933500267e+00+0.000000000000000000e+00j)	 (-2.118085707656288008e+00+0.000000000000000000e+00j)	 (-1.313825428092660985e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.713301037054447562e+01+0.000000000000000000e+00j)	 (3.388752776320398397e+01+0.000000000000000000e+00j)
 (5.701499999999999773e+02+0.000000000000000000e+00j)	 (-1.312000000000000015e-03+0.000000000000000000e+00j)	 (5.701499999999999773e+02+0.000000000000000000e+00j)	 (4.189000000000000015e-03+0.000000000000000000e+00j)	 (6.714707690575699717e-02+6.558655325960074944e-02j)	 (3.207770329752916011e-02+5.304933727143260058e-02j)	 (2.932551319648094940e+10+0.000000000000000000e+00j)	 (1.465765697472291240e+00-3.794331992415740373e-01j)	 (3.323558162267841187e+11+0.000000000000000000e+00j)	 (2.966629256422289584e-01-7.869627273833762482e-01j)	 (3.602977186532561493e+00+0.000000000000000000e+00j)	 (6.260619528169175219e+00+0.000000000000000000e+00j)	 (-1.503845371389936680e+00+0.000000000000000000e+00j)	 (-1.354593107951770037e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.148225608311347656e+01+0.000000000000000000e+00j)	 (3.978304041848360129e+01+0.000000000000000000e+00j)
 (5.702000000000000455e+02+0.000000000000000000e+00j)	 (-4.062999999999999771e-03+0.000000000000000000e+00j)	 (5.702000000000000455e+02+0.000000000000000000e+00j)	 (1.005000000000000034e-03+0.000000000000000000e+00j)	 (4.565156063281011062e-02+1.425356569492471359e-01j)	 (-1.722616042021986966e-03-2.340854573633539479e-02j)	 (3.910068426197460175e+10+0.000000000000000000e+00j)	 (-6.198988168768767792e+00+1.494030622957424281e+00j)	 (3.421309872922777710e+11+0.000000000000000000e+00j)	 (-7.365682528706965493e-02-7.895592560410890082e-01j)	 (1.609162907634748407e+01+0.000000000000000000e+00j)	 (3.135828418932613104e+00+0.000000000000000000e+00j)	 (-2.014673366209739580e+00+0.000000000000000000e+00j)	 (-1.399944883421430220e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.304625740773060727e+01+0.000000000000000000e+00j)	 (3.214509837173672935e+01+0.000000000000000000e+00j)
 (5.702500000000000000e+02+0.000000000000000000e+00j)	 (-7.493999999999999793e-03+0.000000000000000000e+00j)	 (5.702500000000000000e+02+0.000000000000000000e+00j)	 (6.078000000000000069e-03+0.000000000000000000e+00j)	 (-3.162208919955733499e-01+4.158486072660696475e-01j)	 (-8.712970018095350655e-02-5.204767199148008228e-01j)	 (4.887585532746825409e+10+0.000000000000000000e+00j)	 (-6.782610326465420281e-01-7.211034769738172701e-01j)	 (3.519061583577714233e+11+0.000000000000000000e+00j)	 (-3.240579153102731702e-01-6.806197149462330787e-01j)	 (-8.761403995001762479e-02+0.000000000000000000e+00j)	 (-2.094850984532154570e+00+0.000000000000000000e+00j)	 (-2.454554129992575717e+00+0.000000000000000000e+00j)	 (-1.435079278266501746e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.008337216561763228e+01+0.000000000000000000e+00j)	 (5.370436520908830147e+01+0.000000000000000000e+00j)
 (5.702999999999999545e+02+0.000000000000000000e+00j)	 (6.565999999999999788e-03+0.000000000000000000e+00j)	 (5.702999999999999545e+02+0.000000000000000000e+00j)	 (2.776999999999999955e-03+0.000000000000000000e+00j)	 (-1.630553127942497293e-01-2.032483634885973167e-01j)	 (3.092176824436828619e-01+5.950121033368879764e-02j)	 (5.865102639296189880e+10+0.000000000000000000e+00j)	 (-6.304523074449005504e-01-5.359838636270224388e-01j)	 (3.616813294232650757e+11+0.000000000000000000e+00j)	 (-6.058341982379683577e-01-5.353114689955296157e-01j)	 (-1.644687112611835866e+00+0.000000000000000000e+00j)	 (-2.206269639179911479e+00+0.000000000000000000e+00j)	 (-1.846923123377179676e+00+0.000000000000000000e+00j)	 (-1.475354912152803877e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.559850216893626396e+01+0.000000000000000000e+00j)	 (5.032212697070955443e+01+0.000000000000000000e+00j)
 (5.703500000000000227e+02+0.000000000000000000e+00j)	 (7.054999999999999639e-03+0.000000000000000000e+00j)	 (5.703500000000000227e+02+0.000000000000000000e+00j)	 (1.149500000000000001e-02+0.000000000000000000e+00j)	 (-2.927483748698264665e-01+9.558637278593888620e-02j)	 (3.168721380314400426e-01-3.291325622482175195e-01j)	 (6.842619745845555115e+10+0.000000000000000000e+00j)	 (-5.951262597633294460e-01-3.164969270387960609e-01j)	 (3.714565004887587280e+11+0.000000000000000000e+00j)	 (-7.564771033956657620e-01-2.076969891618672959e-01j)	 (-3.426137021969719587e+00+0.000000000000000000e+00j)	 (-2.422080932835498857e+00+0.000000000000000000e+00j)	 (-2.108455798692332017e+00+0.000000000000000000e+00j)	 (-1.520927042190766443e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.883129116510016843e+01+0.000000000000000000e+00j)	 (5.285434167652294235e+01+0.000000000000000000e+00j)
 (5.703999999999999773e+02+0.000000000000000000e+00j)	 (1.088599999999999984e-02+0.000000000000000000e+00j)	 (5.703999999999999773e+02+0.000000000000000000e+00j)	 (2.258699999999999944e-02+0.000000000000000000e+00j)	 (-4.680220549912898764e-02-1.305823308952647421e+00j)	 (1.857452088921979494e-01+1.547012318150552401e+00j)	 (7.820136852394920349e+10+0.000000000000000000e+00j)	 (-8.356788676205876287e-01-7.008421268647010982e-02j)	 (3.812316715542523804e+11+0.000000000000000000e+00j)	 (-7.309627864904195693e-01+6.692327167103975794e-02j)	 (-1.528773113247859694e+00+0.000000000000000000e+00j)	 (-2.827186016930987478e+00+0.000000000000000000e+00j)	 (-2.685842461638730416e+00+0.000000000000000000e+00j)	 (-1.556852627414425427e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.948735028839138295e+01+0.000000000000000000e+00j)	 (6.107739267832705821e+01+0.000000000000000000e+00j)
 (5.704500000000000455e+02+0.000000000000000000e+00j)	 (2.443999999999999992e-03+0.000000000000000000e+00j)	 (5.704500000000000455e+02+0.000000000000000000e+00j)	 (1.050599999999999971e-02+0.000000000000000000e+00j)	 (4.423256443846383945e-01+4.707284150202850070e-01j)	 (-1.289042303003328782e-01-3.140759224142007366e-01j)	 (8.797653958944285583e+10+0.000000000000000000e+00j)	 (-1.777391405754847886e+00+6.788561556851859802e-01j)	 (3.910068426197460327e+11+0.000000000000000000e+00j)	 (-6.860678917965856716e-01+3.570794997458343056e-01j)	 (5.587044782317076574e+00+0.000000000000000000e+00j)	 (-3.275696006850829178e+00+0.000000000000000000e+00j)	 (-2.231572784725565750e+00+0.000000000000000000e+00j)	 (-1.595711702853085256e+01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.625209914233823838e+01+0.000000000000000000e+00j)	 (5.083313561004145953e+01+0.000000000000000000e+00j)
