1_Freq_Hz,1_S11_mag,1_S11_phase,1_S21_mag,1_S21_phase,1_S12_mag,1_S12_phase,1_S22_mag,1_S22_phase,2_Freq_Hz,2_S11_mag,2_S11_phase,2_S21_mag,2_S21_phase,2_S12_mag,2_S12_phase,2_S22_mag,2_S22_phase,3_Freq_Hz,3_S11_mag,3_S11_phase,3_S21_mag,3_S21_phase,3_S12_mag,3_S12_phase,3_S22_mag,3_S22_phase
50000000000,0.434663905820958,160.819213980891,0.886249184566105,66.3005219357524,0.886999804989509,65.7603248225276,0.436946562934164,151.066807400962,50000000000,0.433601090421669,160.745604358074,0.886756044995714,65.5841164923301,0.887467735883691,65.3589494527465,0.435754355638795,150.295103913173,50000000000,0.433376332149942,160.579745522681,0.887038292728478,65.6705263240579,0.88787040238992,64.9856862636591,0.436166804397108,149.593312310876
50050000000,0.424129786370438,160.527414810879,0.885758061642931,66.1340649676953,0.886189971969881,65.4455895382181,0.427062331388204,150.357016569201,50050000000,0.422821312370289,160.446169132248,0.886187672813836,65.4124770510921,0.886538142141969,65.0440693079327,0.425870420751282,149.564031061266,50050000000,0.422659927221582,160.252678841897,0.886536823952322,65.5183727227985,0.88708530999581,64.6740263405547,0.426129150700552,148.87117370115
50100000000,0.414538305016582,162.033708501863,0.884714411987149,65.4704498378882,0.884718588848517,64.7729741649331,0.414667429036352,151.321467744191,50100000000,0.413254652070594,161.998993064725,0.884937068131048,64.7540093128546,0.884886098077741,64.3896275718371,0.41336004423062,150.528022402006,50100000000,0.413051630543048,161.775497319889,0.885466273318132,64.8441716706774,0.885489097527072,63.9864625340068,0.413630897097518,149.817963110798
50150000000,0.412712121769098,161.129991339513,0.877255569240681,65.2695459328901,0.877653023180115,64.7073861589996,0.41380971150345,150.286430699874,50150000000,0.411483777599013,161.125935270113,0.877381019729295,64.5426492900332,0.877667940615041,64.3546677682833,0.412426659553495,149.525639630521,50150000000,0.411014521226184,160.863545908031,0.878059835797142,64.6293947332637,0.87840369525546,63.9185326332818,0.412842451870042,148.803035996211
50200000000,0.419647259003796,165.471696140326,0.859118443407555,64.5708583370023,0.859507306834624,64.0390464049896,0.410132505816602,154.840546357753,50200000000,0.419155133597509,165.497000572716,0.858892819537233,63.8582662993608,0.859211295725238,63.7078140706393,0.408866589736502,154.158851744229,50200000000,0.418302474115345,165.263385338938,0.859338016479664,63.9798032745261,0.859641011990538,63.271356337084,0.408953583904766,153.42436444704
50250000000,0.438158944676685,164.336986844345,0.846488419020586,66.2429356176694,0.847157226820299,65.5998136019582,0.43198137233073,154.428335580835,50250000000,0.43863516912262,164.246214155457,0.84724375876124,65.6033694078822,0.84781339411502,65.314469958826,0.431632882041674,153.676189740101,50250000000,0.437859080981243,164.005303706242,0.847889711950202,65.7288714387639,0.848489307014186,64.9167505505578,0.432218237526969,152.879174011051
50300000000,0.448611856038859,162.521165563812,0.862917295556291,67.7625514099124,0.864026622040326,66.8423491197091,0.442759419053702,152.924039134147,50300000000,0.447735351188234,162.350503049754,0.8641927439356,67.0579463668095,0.865268073199959,66.4948773587895,0.44191032251993,152.104405246334,50300000000,0.446541162508329,162.105724626039,0.86492934891592,67.1311183495743,0.866109547867436,66.0682641357378,0.44188903289758,151.272729883307
50350000000,0.444411879513665,160.859771727443,0.882711979622886,67.3339714562756,0.884075284510009,66.6722031543579,0.440009483430253,151.212541786244,50350000000,0.443343709686203,160.722276481192,0.883734351271993,66.595249165037,0.885009976820933,66.2935069329812,0.438961909015912,150.408549291723,50350000000,0.441885321636279,160.519551125426,0.884223660601385,66.6694030250513,0.88566336762401,65.8385339191856,0.438457510276588,149.592640383975
50400000000,0.440368281462302,160.607362794901,0.893078289375426,66.7868711537247,0.893549223266405,66.2121566564712,0.435919427693171,150.949846426122,50400000000,0.439337847252948,160.472944758541,0.893885713182013,66.0273516588661,0.894272591282028,65.8195111257204,0.434878908236738,150.151525193004,50400000000,0.437924397933589,160.334170319707,0.894301075815745,66.0917717490238,0.894777134088358,65.4093195702075,0.434120165081606,149.383935187908
50450000000,0.444930635955293,161.017650960106,0.904613109249265,67.0568660348754,0.904856963344229,66.5595296602321,0.43952551174911,151.778679225605,50450000000,0.443811703472233,160.878246772839,0.905337927226224,66.3345711363351,0.905471713622528,66.1676962434423,0.438536072445296,150.965400917191,50450000000,0.442857392823651,160.75991850455,0.905662969192317,66.437159100958,0.905930527270411,65.7352727485025,0.437854033010752,150.247344589019
50500000000,0.438449860585462,158.503605368895,0.916484111169208,64.2709295679954,0.916650517028241,63.5156749586703,0.434723143029521,149.354033859012,50500000000,0.43701385334807,158.377378328739,0.917146342190395,63.5351241809751,0.917311775652545,63.1249988074445,0.433497633602952,148.525353967375,50500000000,0.436394799868389,158.222171723235,0.917524475886592,63.6372113965378,0.917757865898851,62.6741817585845,0.433049638518248,147.805414371838
50550000000,0.444033037388671,158.526966742314,0.918246711918186,64.0150796470449,0.918150153293128,63.5368892119416,0.445695991272628,150.162670116117,50550000000,0.442705271879041,158.411408315817,0.918830297392673,63.2854037143148,0.918714516679072,63.1368147561103,0.44435898063175,149.359367702185,50550000000,0.442053369928764,158.203675619994,0.919291551350243,63.3426750493186,0.919220363446069,62.6954429577326,0.444078302749809,148.623380235162
50600000000,0.437379025948163,158.337990844881,0.92974491831911,62.6537572982074,0.930510440387861,61.9701645834634,0.449543604204114,148.184198532812,50600000000,0.436094235854469,158.240076363309,0.930261542455271,61.9447876845586,0.931041508056046,61.5354034807689,0.448104684475321,147.392585081746,50600000000,0.435039342664498,158.000583513846,0.930708363659393,62.0253592398647,0.931565189779281,61.0962285037148,0.447593139822769,146.602998129336
50650000000,0.440105627239548,157.383820205829,0.905861864786387,61.3568849845054,0.906191425094777,60.4129930898013,0.44424870862481,146.64694201655,50650000000,0.439085119488821,157.255060707656,0.906296242508235,60.614080106731,0.906596644340864,60.0062910288318,0.443009403186875,145.867174022812,50650000000,0.437658639237831,157.025514085403,0.906539151338402,60.6815113804442,0.906904004462023,59.5299147211689,0.442069299303564,145.102135454606
50700000000,0.441517665781442,155.788971684828,0.885084901048004,60.7968613846803,0.884918177847666,60.3419289300387,0.44138102268676,145.459796585958,50700000000,0.440367460607952,155.603024311721,0.885435123703267,60.0997767879638,0.885152657152002,59.9553811641048,0.440250983317405,144.653552482788,50700000000,0.438764702757243,155.398018304096,0.885394554597133,60.1666679345306,0.885130943718798,59.4841374956507,0.439130627090626,143.940010109451
50750000000,0.430428613112754,153.538271346181,0.86701854573605,61.2705441090676,0.867027940490959,60.8093297225185,0.43073050375581,143.39994628043,50750000000,0.42870136043802,153.317748534676,0.867206141735255,60.6030598142333,0.867227835943228,60.4079987937595,0.42916182023741,142.5495349457,50750000000,0.426525402252578,153.117376534714,0.867189136147312,60.6938043498156,0.86720341541326,60.0220588076934,0.428027386394134,141.886789548639
50800000000,0.40905557908943,152.36195017424,0.8616016876179,62.7427128450373,0.861827512417734,62.1693130299676,0.415376892401516,142.637368198546,50800000000,0.406928022577917,152.238503485816,0.862681110918445,62.112707470843,0.862931644847307,61.7987216776137,0.413778900524696,141.872238719055,50800000000,0.404831787312563,152.225914326273,0.863359922364526,62.1650587975301,0.863626963295425,61.3593922863147,0.413070062998018,141.252284570061
50850000000,0.383865832171005,156.323555760356,0.884765892322458,62.7716591958163,0.885375157281545,62.3592916271243,0.387828083442805,145.044410532344,50850000000,0.382309514889962,156.255320243344,0.885833953321565,62.0864087816316,0.886470737423968,61.9202997795327,0.386540223287862,144.276502815101,50850000000,0.381430955160662,156.290900158094,0.886454321921158,62.0830378744439,0.887111567203426,61.4606798347364,0.38621776318194,143.601843802649
50900000000,0.390058305037057,158.472332356383,0.889538944705571,61.6473731683504,0.89025019547619,61.0980258518956,0.387106688026255,147.211033499416,50900000000,0.388428669262136,158.416196361014,0.890095327602392,60.9182993819993,0.890841590715878,60.6387602301662,0.385551314466161,146.474274449425,50900000000,0.387393592665431,158.429740488453,0.88970844796157,60.8573620530506,0.890499070305928,60.1392421962059,0.384359770528811,145.838738343907
50950000000,0.407729958687716,162.45735629802,0.859956682221632,62.1684879166346,0.860570093635211,61.5432222692149,0.400203709609202,152.467869813156,50950000000,0.408223810093727,162.079563644062,0.862726095527688,61.637895575592,0.863279587817568,61.2948017327351,0.401815975467381,151.393806154201,50950000000,0.410325565419588,161.654323480898,0.864507235866668,61.862817755038,0.865085239127651,61.0380020578049,0.40490830887076,150.348028940544
51000000000,0.420965452253957,158.72543398783,0.886354980383142,62.5288419630833,0.886801879803278,61.945466829881,0.422526557424559,148.897960846004,51000000000,0.419118026988663,158.599417081414,0.887588866165329,61.7794490675007,0.887987690450094,61.4672149583139,0.420702239523827,148.027269419733,51000000000,0.418374203275172,158.373217752205,0.888166897398405,61.7889883841896,0.888573493829871,61.0369806678724,0.420077508060228,147.190043820347
51050000000,0.419394168855682,158.570543935956,0.890904870947097,61.7881476564829,0.89184838044717,61.3030743957057,0.420219732150631,148.255798104975,51050000000,0.41791379806476,158.461981131033,0.891619598753791,61.0954478480589,0.892667818609385,60.8532253571721,0.418579420023515,147.430076578394,51050000000,0.416987700757581,158.281156028691,0.89207521003223,61.0949125881252,0.89308585142117,60.409030915216,0.417657437647983,146.641735057408
51100000000,0.424859302989367,158.38398773969,0.889751086440026,61.428400092376,0.890372681639566,60.8645519246015,0.423718174951745,147.963043835835,51100000000,0.423447740793795,158.240701412959,0.890385503511068,60.6903799844882,0.891091057979445,60.4053594839142,0.42215906922957,147.140263199208,51100000000,0.422574197784612,158.098029069391,0.890939706198331,60.7125035170458,0.891484964033442,59.9630806293568,0.421113458322257,146.407092805019
51150000000,0.425185423090913,157.49056466364,0.88601252452589,61.509056713116,0.886239373974362,60.8392001018251,0.42466829771905,147.104288654573,51150000000,0.423515153084449,157.326927587157,0.886703870744302,60.7702800087861,0.886982888005273,60.4386242369514,0.423043960102605,146.269811738199,51150000000,0.422882586743315,157.188170382564,0.887231052836391,60.7756308197616,0.88745058456833,60.0293230666382,0.422248487375503,145.56992703081
51200000000,0.424427409544687,157.107300904385,0.892898853985636,61.6464364540836,0.89342744955713,61.2953946999245,0.423203472058857,146.61250347071,51200000000,0.422503597439042,156.957512247717,0.893604301418589,60.9206956423706,0.894180957242748,60.8611853523041,0.421395341136999,145.779730006482,51200000000,0.422110535017866,156.792797844011,0.894168320221479,60.963282200522,0.894738652052355,60.4381820957329,0.420930759827594,145.073172761594
51250000000,0.42456371978887,157.148818153586,0.905879979178778,62.0236217061077,0.906364603239158,61.5670753061505,0.423479071410909,146.880802332853,51250000000,0.422552160100755,157.031879121527,0.906586264253773,61.3081586276834,0.907018128249783,61.12327299864,0.421537187659284,146.067385008312,51250000000,0.422095087719715,156.820411871253,0.90720957768368,61.301277460833,0.90770836101586,60.6638888429086,0.421206613955594,145.313197728546
51300000000,0.472575887088789,158.507033167594,0.974594563370671,59.6896287826213,0.975307841358131,59.1852772561853,0.44510069196085,144.072396271075,51300000000,0.47065242320219,158.428702896886,0.975252960299517,58.9689188287902,0.975907751333864,58.7540453851707,0.443001744378317,143.314621780427,51300000000,0.470056017925222,158.17583311287,0.975925212914867,58.9800450255495,0.97668987293449,58.3045473322184,0.442427281414575,142.51273053304
51350000000,0.447942040214506,151.465573067821,0.917982932667933,57.7605354088828,0.918879604095306,57.0678564971497,0.441274139763014,142.359553622284,51350000000,0.446315296242805,151.349236749999,0.918642891546566,57.0150107716048,0.919512974611988,56.672913924277,0.439752278227532,141.600426126199,51350000000,0.445452562823353,151.051468875953,0.919329227291399,57.0350601384336,0.920259011781267,56.1703522785106,0.439039574432937,140.780050708751
51400000000,0.424994579788387,150.436135944843,0.901589614089153,57.3157236908819,0.902150523002429,56.8631037569901,0.423399135225334,140.960706655992,51400000000,0.423408302847015,150.290142436051,0.902219544699303,56.572955045896,0.902823422890213,56.5188200055582,0.422007556122927,140.170208593058,51400000000,0.422104726832151,149.964360683004,0.902831422480381,56.5695911740247,0.903413802633406,55.9601529740351,0.420945597003225,139.311366824649
51450000000,0.41423698143875,148.687225705475,0.881660100196913,57.0637120010984,0.882221488898375,56.4431565562737,0.417301706728002,139.618908430157,51450000000,0.411804155023271,148.322028980298,0.881311671850832,56.3618995968122,0.881897219540617,56.0718323844148,0.416084673095972,138.725971297483,51450000000,0.40911557948409,147.768364292733,0.880271315408302,56.398800335772,0.880861659179553,55.5748912491404,0.414346837787472,137.662513009517
51500000000,0.383086493804132,152.751273512213,0.89729428550045,58.3374626506809,0.89823260740228,58.0497197057672,0.384207678726627,141.604571155504,51500000000,0.382331414980521,152.720359143951,0.898320323251293,57.5877158931208,0.899273088502873,57.6161405336148,0.383636994099632,140.762602427953,51500000000,0.380726732019403,152.547470073999,0.89938798345182,57.388781154253,0.900299786291732,57.0670955840077,0.38180766157051,140.063357855459
51550000000,0.388077932917862,153.028061146473,0.896197875943045,57.352797547661,0.898062694903323,57.0900360692487,0.385394500418339,142.267640801541,51550000000,0.386602173911128,152.899500379717,0.897037007914467,56.6350758135258,0.898888787948725,56.6739846262309,0.384073621463357,141.381710726052,51550000000,0.384264515746894,152.797098955151,0.897159841418031,56.4433698289996,0.899045631499076,56.1469123350492,0.381542600148281,140.718573602655
51600000000,0.385826757063107,155.375388399629,0.888841589780586,56.6655898121284,0.888974882154936,56.4364793227371,0.377168490271569,144.878281566531,51600000000,0.384374541026414,155.233074220238,0.889863995627603,55.9613647804832,0.890048342139781,56.1105956862452,0.375801705355198,143.971459085515,51600000000,0.382855479553473,155.188051764824,0.889005486704545,55.8118177048817,0.889251452248169,55.5922763643161,0.373780774142799,143.488564729698
51650000000,0.3876826367518,154.391558405277,0.87721948539313,56.4740229524429,0.877582351332653,56.2072577921183,0.38320260775924,144.594771949234,51650000000,0.385739888069727,154.362524514735,0.877625843113788,55.6991922519836,0.878016328761355,55.8354028350421,0.381370294756459,143.823635191216,51650000000,0.383855255306574,154.499314486579,0.87524690581088,55.5378383672898,0.87559525071667,55.2959419256699,0.379829006854264,143.559744214366
51700000000,0.39536053588383,156.140479943719,0.860737894538153,57.4795358381067,0.861727498716702,57.0236376857821,0.394267806050478,146.573069933242,51700000000,0.394318387605351,156.081544192259,0.861503654567112,56.7756936513063,0.862512945413825,56.7091573244184,0.393425100627659,145.764655346748,51700000000,0.394833959900257,156.066866970088,0.859783123060208,56.8559504299753,0.86074653908594,56.4189766717157,0.395533181377381,145.290686545081
51750000000,0.410443888405626,154.780897107881,0.872557209457742,58.9791881808243,0.873210611919171,58.4125550829674,0.413145726128303,144.926156350438,51750000000,0.408912189283187,154.664844191373,0.874230870334137,58.179889868132,0.874954269894663,58.051897284005,0.411526372494938,144.043575277428,51750000000,0.40838689946713,154.440719200599,0.874782909218664,58.2069105458113,0.875480195443977,57.712686478744,0.411758067092081,143.233532122732
51800000000,0.408164297930166,154.65422333061,0.892949353373905,58.5635803381133,0.893428968566281,58.0628437868906,0.405680952389395,144.38415236636,51800000000,0.406607920700742,154.513472067062,0.894283715495372,57.7611290986563,0.894770423293592,57.6616542869168,0.403871403104367,143.521045049327,51800000000,0.40516409936213,154.329695553288,0.894760257710393,57.6879072898413,0.895221677353513,57.2701276831945,0.402691472460879,142.746554343553
