1_Frequency_Hz,1_EpsilonReal,1_TanDelta,2_Frequency_Hz,2_EpsilonReal,2_TanDelta,3_Frequency_Hz,3_EpsilonReal,3_TanDelta
140000000000,2.71230868469457,0.00749167054586266,140000000000,2.7267243018833,0.0075249626309674,140000000000,2.71159319735389,0.00749693116252481
140100000000,2.71041375899749,0.00755629781909359,140100000000,2.72498989280907,0.00758999745723834,140100000000,2.70991130636019,0.00758989733908224
140200000000,2.70930615978822,0.00783252054941831,140200000000,2.72376103216671,0.00781988415170445,140200000000,2.70882305803377,0.00785655019619901
140300000000,2.70729042654908,0.00775663080044676,140300000000,2.72157880973574,0.00767217259904838,140300000000,2.70650528920701,0.00775897116141588
140400000000,2.70627811189041,0.00660063635403979,140400000000,2.72104547609425,0.0064910116965111,140400000000,2.70558240018086,0.00659509712991562
140500000000,2.70520770296919,0.00644329473686727,140500000000,2.7197293556684,0.00634152271387721,140500000000,2.70436287417023,0.00641644014407932
140600000000,2.70940959341428,0.00533624681575944,140600000000,2.72429430632961,0.00526531732689371,140600000000,2.7086579264099,0.00528175055086173
140700000000,2.71074279066467,0.00664043783537999,140700000000,2.72531528589416,0.006538701956745,140700000000,2.70989058588754,0.00656757966779025
140800000000,2.71099688303395,0.00743159965543635,140800000000,2.72555690982844,0.00738569584586081,140800000000,2.71029294694092,0.00738433971279475
140900000000,2.70916381773166,0.00812458364570758,140900000000,2.72346964142262,0.007995709043893,140900000000,2.70817314925603,0.00808455120412102
141000000000,2.70654792383309,0.00797629067736553,141000000000,2.72115521372022,0.0078051566292441,141000000000,2.7056608055568,0.00793811850850956
141100000000,2.70545390910651,0.00712294027710319,141100000000,2.72028978647261,0.00698006389526281,141100000000,2.70484088936225,0.00709329530553005
141200000000,2.70606296315799,0.00634208888786605,141200000000,2.72079975318527,0.00628191113892544,141200000000,2.70532700916555,0.00631026541663804
141300000000,2.70678815564027,0.00598472064781646,141300000000,2.72135666423992,0.00591119872380559,141300000000,2.70596452621025,0.00599216708839235
141400000000,2.70698369638118,0.00543127185117177,141400000000,2.72177637859157,0.00544144829104745,141400000000,2.70615350153869,0.00545468664613309
141500000000,2.70976609261616,0.00533600900314205,141500000000,2.72440747458906,0.00549684908367203,141500000000,2.7088403170045,0.00535157489089949
141600000000,2.70945828102194,0.00447194726717496,141600000000,2.72381816664934,0.00455331249935855,141600000000,2.70857119578755,0.00458185549699517
141700000000,2.71370594170525,0.00496100632703838,141700000000,2.72824064896831,0.00508391456519452,141700000000,2.71294063190538,0.00505523684960456
141800000000,2.71500875755284,0.0059928918904476,141800000000,2.72940197061471,0.00615211794770696,141800000000,2.71430848196249,0.00607976600172451
141900000000,2.71395736413552,0.00727658112824545,141900000000,2.72792633714696,0.00741869531690224,141900000000,2.71325020185398,0.00738437636182366
142000000000,2.71176675016502,0.00757810982601781,142000000000,2.72569279949777,0.00770432069865076,142000000000,2.71094409127503,0.00767802948664556
142100000000,2.70984500662096,0.00764950910038656,142100000000,2.72358709324617,0.00772423063346101,142100000000,2.70867415799931,0.00771770257607683
142200000000,2.70763271870064,0.00750522459924942,142200000000,2.72166970676217,0.00757134254586269,142200000000,2.70659740245247,0.00760608500663973
142300000000,2.70710571294045,0.0069311471206131,142300000000,2.72111715655066,0.00694933428037171,142300000000,2.70605881677805,0.00701215762031784
142400000000,2.70685369963035,0.00674203594440691,142400000000,2.72099425603944,0.00674450111318244,142400000000,2.7058271539668,0.00679073717684484
142500000000,2.70831537651286,0.00578904207056798,142500000000,2.7221761178378,0.00580061843407974,142500000000,2.70725123939773,0.00579659486661822
142600000000,2.70832161063723,0.00635338029133901,142600000000,2.72218569058167,0.00631235946602619,142600000000,2.70716577899154,0.00634135520032666
142700000000,2.71133409523891,0.0058272954261349,142700000000,2.72507730417806,0.00584694377692635,142700000000,2.71040647231413,0.00579915897555638
142800000000,2.71050442380213,0.00711955864784077,142800000000,2.72410877663389,0.00705880465704969,142800000000,2.70978229297178,0.0070768648587081
142900000000,2.70921843788273,0.0073992781040501,142900000000,2.72304584192466,0.00731627886948058,142900000000,2.70843285224977,0.00747136488561977
143000000000,2.70714674092127,0.00714815359155342,143000000000,2.72129334137771,0.00708365555173479,143000000000,2.70630132137414,0.00723705115638536
143100000000,2.70652314152295,0.00678642092127248,143100000000,2.72062291698977,0.00674200653867767,143100000000,2.70549393772581,0.00687212087028113
143200000000,2.70661620396824,0.00645744835462844,143200000000,2.72048361486865,0.00647059671770167,143200000000,2.70572079678312,0.0065386500673979
143300000000,2.70715026212006,0.00632405849687186,143300000000,2.72078424568881,0.00631740920684017,143300000000,2.70610550501465,0.00640440988385115
143400000000,2.70770535109213,0.00583146539820061,143400000000,2.72155947768713,0.00581353197389766,143400000000,2.70667706438651,0.00591671213467599
143500000000,2.70826178909797,0.00560911479327697,143500000000,2.72219329750787,0.00566728947600365,143500000000,2.70727934647936,0.00567346650770385
143600000000,2.71090795984232,0.00583819037024434,143600000000,2.72468027949359,0.00593589935574082,143600000000,2.70985179201844,0.00590453727688977
143700000000,2.71039323143174,0.00606406580488736,143700000000,2.72381928134328,0.00619493242375856,143700000000,2.7091662726688,0.0061424937481883
143800000000,2.712297554359,0.00641740947903623,143800000000,2.72562470748213,0.00659383569238832,143800000000,2.71108860033964,0.00647834700452175
143900000000,2.71209539800493,0.00722268155806061,143900000000,2.72524876694195,0.0073765017268728,143900000000,2.71051036774648,0.0072928967776005
144000000000,2.70915472172689,0.00786423112177789,144000000000,2.72207159206622,0.00791059573290902,144000000000,2.70766255444796,0.00793694009846443
144100000000,2.70769107696313,0.00718331011692692,144100000000,2.72074521073826,0.00717627155947887,144100000000,2.70598666048018,0.00722858587814301
144200000000,2.70774827545413,0.0065656384687693,144200000000,2.72100357047328,0.00655612672015435,144200000000,2.7062094560089,0.00658597588186483
144300000000,2.70857229662943,0.00621089067167096,144300000000,2.72185811989424,0.00622504989204072,144300000000,2.70685948282917,0.006231151248684
144400000000,2.70907028597666,0.00617303480191315,144400000000,2.72253597275161,0.00620608562518724,144400000000,2.70759645031503,0.00618815893738858
144500000000,2.71023248363633,0.00647738044557665,144500000000,2.72356857506209,0.00652055310615474,144500000000,2.70847543222274,0.00648504554725632
144600000000,2.71090746253227,0.00662517608958764,144600000000,2.72417899377833,0.00667563712285446,144600000000,2.70925923851005,0.00660985157282946
144700000000,2.70978940272767,0.00785805361477231,144700000000,2.72300678667632,0.00791051355124251,144700000000,2.7083550515455,0.00775453935775983
144800000000,2.70672563341848,0.00740752041270226,144800000000,2.71985389396023,0.00729888315525514,144800000000,2.70565981604141,0.00740609939685488
144900000000,2.7065012426201,0.00707344192813268,144900000000,2.71986122913703,0.0069792230428779,144900000000,2.70516148114003,0.0071053519340503
145000000000,2.70613985076302,0.00659841153931306,145000000000,2.71940717335428,0.00655077986880896,145000000000,2.70466220293538,0.00661082796100198
145100000000,2.70607485628193,0.00595589837477582,145100000000,2.71928440687031,0.00596217254222121,145100000000,2.70461430606814,0.00599038252810705
145200000000,2.70687977878164,0.00549011710784615,145200000000,2.72018080191345,0.00556158537131872,145200000000,2.70541958204387,0.00554714496370306
145300000000,2.70850051645192,0.00565895503025024,145300000000,2.72180078086261,0.00578589352456763,145300000000,2.70692949773971,0.00573064842483404
145400000000,2.70848139517068,0.00624416018594178,145400000000,2.72187602592959,0.00642329558092447,145400000000,2.70705068722804,0.00634449423628504
145500000000,2.7078844339393,0.00648650123396014,145500000000,2.72093434397447,0.00659621639141396,145500000000,2.7065832844653,0.00659038265728734
145600000000,2.70802550372814,0.00626655353973907,145600000000,2.72087155111649,0.00635034609045841,145600000000,2.70646350205985,0.00634053287453626
145700000000,2.70844490888045,0.00660915547711472,145700000000,2.7211749817386,0.00665675684728482,145700000000,2.70663599980062,0.00665803516919224
145800000000,2.70684592655104,0.00645344323483484,145800000000,2.71954216917646,0.00648848618283581,145800000000,2.70492528192309,0.00649136654778554
145900000000,2.70771397857853,0.00601533307598018,145900000000,2.72079841082488,0.00607354401775064,145900000000,2.70585348822227,0.00605298502342707
146000000000,2.70811654057774,0.00606384779117142,146000000000,2.72107914559922,0.00613987186225357,146000000000,2.70623369017159,0.00609947146599217
146100000000,2.70755273620129,0.00600105763114562,146100000000,2.72053024159249,0.00610851229655263,146100000000,2.705972771204,0.00608343655507139
146200000000,2.70847108153963,0.00561615183935725,146200000000,2.72145690180141,0.00568974584445191,146200000000,2.70653895871691,0.00573978505168165
