Frequency/GHz	real_ε	real_ε_SG_filtered	real_ε_SG_filtered+RA	loss_T	loss_T_SG_filtered	loss_T_SG_filtered+RA
50.0	2.756384822	2.7383596743396335	2.7382698933311196	0.005845822	0.006637619868748546	0.006632039913902944
50.05	2.756200556	2.7385128704742487	2.7384218731640653	0.007746516	0.006628648073377434	0.006624627019122818
50.1	2.758403426	2.7386620068721874	2.7385706138639594	0.010020238	0.006617593364423686	0.006615137752636192
50.15	2.758168261	2.7388065437351248	2.7387154922985286	0.013254411	0.006604596331044732	0.006603699725139094
50.2	2.750068503	2.738946056064593	2.7388559990586065	0.021254732	0.006589813076679503	0.0065904560339443115
50.25	2.71721097	2.739080226303485	2.738991731956608	0.023016093	0.006573413815924638	0.006575563982159897
50.3	2.69369268	2.7392088360378333	2.7391223885802263	0.014051458	0.006555581323752751	0.006559193650932232
50.35	2.699647629	2.739331756860209	2.739247757994301	0.006383248	0.006536509250265923	0.006541526336795493
50.4	2.703679055	2.739448940504999	2.739367711692945	0.002952145	0.006516400315687393	0.0065227528676697595
50.45	2.691010527	2.739560408373767	2.7394821939122695	-0.002322348	0.006495464401694373	0.006503071812451601
50.5	2.743098067	2.7396662405758168	2.739591211421359	-0.006031163	0.006473916556471887	0.006482687600432284
50.55	2.738596686	2.739766564614995	2.739694822915522	-0.007902965	0.0064519749320100525	0.0064618085679488246
50.6	2.761412624	2.73986154385863	2.7397931281412125	-0.012133282	0.00642985867316634	0.006440644950713316
50.65	2.783530734	2.739951365928369	2.7398862568864097	-0.002437756	0.006407785778863153	0.0064194068411681975
50.7	2.788330028	2.7400362311554867	2.739974365549288	0.0059739	0.006385970956486324	0.006398302833577558
50.75	2.781395185	2.740116341245117	2.7400576295267274	0.015039073	0.006364623491090049	0.006377538269774843
50.8	2.753418753	2.740191888294735	2.740136236257557	0.020465242	0.006343945151397673	0.006357313543984731
50.85	2.736008377	2.740263044312184	2.740210379025891	0.014438259	0.006324128154814724	0.006337822484346915
50.9	2.745445907	2.7403300271337816	2.7402802516178753	0.012063432	0.006305360239781016	0.006319250827803949
50.95	2.717021068	2.740393048148161	2.740346043911628	0.022659674	0.006287818763667208	0.00630177480384438
51.0	2.715967141	2.7404523078841105	2.740407938465309	0.008598644	0.0062716692985707815	0.006285559841223675
51.05	2.72367465	2.7405079922983355	2.740466108152174	0.007017679	0.006257064335631881	0.0062707594102294276
51.1	2.725351378	2.740560269778474	2.7405207148743145	0.006894102	0.006244142107736686	0.006257514011325032
51.15	2.721740748	2.740609288865895	2.7405719093686756	0.008333205	0.006233025539267458	0.006245950319110875
51.2	2.713211975	2.7406551766922944	2.7406198245244666	0.005695826	0.006223821330279278	0.006236179785894294
51.25	2.701738924	2.740698038113771	2.7406645740852027	0.000512437	0.006216619181147575	0.006228297817382562
51.3	2.738368582	2.7407379555161366	2.7407062519968215	-0.03021776	0.006211491162353712	0.006222383085681503
51.35	2.779513493	2.7407749892557995	2.7407449323730266	-0.006890848	0.006208491232673152	0.006218496983487985
51.4	2.783003278	2.7408091786916895	2.740780670040253	0.00248019	0.006207654907615208	0.006216683222013948
51.45	2.786892731	2.74084054375552	2.740813501616491	0.011573346	0.006208999078549883	0.006216967573824483
51.5	2.748596505	2.740869087000299	2.7408434470707013	0.009784032	0.006212521981560203	0.006219357760426471
51.55	2.758574363	2.7408947960603838	2.7408705117028367	0.009683841	0.0062182033136967	0.006223843483121149
51.6	2.758287338	2.74091764645074	2.740894688478583	0.013818376	0.006226004492996314	0.006230396594346382
51.65	2.757339067	2.7409376046282787	2.7409159606478934	0.017884165	0.0062358690573728085	0.006238971405494174
51.7	2.730239147	2.740954631234395	2.740934304572309	0.023351493	0.00624772319629915	0.006249505126007041
51.75	2.704552728	2.740968684435125	2.7409496926829395	0.015907174	0.006261476408094359	0.006261918427442986
51.8	2.706976993	2.7409797232736013	2.7409620964888726	0.008499304	0.006277022274606046	0.006276116125161817
51.85	2.712347207	2.7409877109489025	2.7409714895546977	0.004083141	0.006294239344151064	0.006291987969333139
51.9	2.715291848	2.740992617935841	2.740977850365854	0.000160094	0.006312992112743881	0.006309409536105803
51.95	2.7243868	2.7409944248618303	2.7409811650015694	0.000147211	0.006333132092909343	0.006328243209016718
52.0	2.721318028	2.74099312505963	2.740981429828416	-0.002554606	0.006354498958748496	0.00634833926711645
52.05	2.732530283	2.7409887267186352	2.7409786540258434	-0.011042102	0.0063769217554099315	0.0063695370579941405
52.1	2.762046844	2.740981254562301	2.740972861911196	-0.019579705	0.006400220160722956	0.006391666247592506
52.15	2.806367437	2.7409707509854346	2.7409640950388234	0.005288106	0.006424205786481947	0.006414548138529379
52.2	2.784543484	2.7409572795028616	2.740952414055426	0.014745859	0.006448683777296484	0.006437997048536276
52.25	2.750372096	2.7409409264093947	2.740937900301641	0.020082959	0.00647345431687126	0.006461821740583658
52.3	2.735754487	2.740921802127126	2.740920657157915	0.012649038	0.006498314170589699	0.006485826896282447
52.35	2.73928501	2.7409000422251792	2.7409008111408175	0.008712687	0.006523058253519787	0.006509814624227198
52.4	2.745402731	2.7408758081018694	2.740878512763914	0.008015192	0.006547481212812852	0.006533585995072042
52.45	2.74981371	2.7408492873239734	2.74085393718513	0.008877413	0.0065713790133831666	0.006556942595299001
52.5	2.757059304	2.7408206936223762	2.740827284378812	0.015843611	0.006594550515736387	0.006579688064786049
52.55	2.729499093	2.7407902665476573	2.7407987789824744	0.015106169	0.00661679903485744	0.006601629621262641
52.6	2.72228868	2.7407582707932647	2.7407686698226437	0.012488703	0.006637933869171395	0.00662257956085274
52.65	2.718067263	2.7407249951975974	2.7407372291278724	0.009491219	0.006657771788751534	0.006642356724031302
52.7	2.714501229	2.740690751439678	2.7407047514404104	0.006391014	0.006676138472166964	0.006660787916503696
52.75	2.714364304	2.7406558724460255	2.740671552240991	0.001460938	0.006692869881637176	0.006677709274756943
52.8	2.732622305	2.7406207105288174	2.740637966303798	-0.003809883	0.0067078135664906955	0.00669296756632511
52.85	2.742099881	2.7405856352774642	2.7406043458008726	0.000230218	0.006720829885305408	0.006706421415157242
52.9	2.733432683	2.7405510312272523	2.7405710581769323	-0.006754915	0.006731793137536803	0.006717942442873185
52.95	2.771426651	2.740517295329777	2.7405384838168567	0.003671824	0.006740592595915637	0.006727416317139498
53.0	2.769722145	2.740484834250444	2.7405070135288923	0.006838541	0.006747133431418051	0.006734743698892836
53.05	2.765619943	2.740454061518404	2.7404770458669514	0.021467838	0.006751337523178751	0.0067398410806800675
53.1	2.739575133	2.7404253945538644	2.7404489843152327	0.018030228	0.006753144146330834	0.006742641508970396
53.15	2.71628722	2.740399251596843	2.74042323435775	0.014628354	0.006752510531414657	0.0067430951839223775
53.2	2.714510906	2.740376048560031	2.740400200454274	0.007031035	0.006749412289700342	0.006741169930754588
53.25	2.720008633	2.7403561958266165	2.740380282942665	0.002588867	0.006743843699509493	0.006736851537569295
53.3	2.730153159	2.7403400950116312	2.7403638748970867	-0.000824615	0.00673581784939398	0.006730143956276686
53.35	2.743746646	2.740328135702632	2.740351358966839	0.000152585	0.006725366634825225	0.006721069363795932
53.4	2.744866204	2.7403206921924994	2.740343104220565	0.002366418	0.006712540605858904	0.006709668081747158
53.45	2.743257163	2.740318120213682	2.740339463020727	0.000979316	0.006697408664062718	0.006695998353937198
53.5	2.755351131	2.740320753794662	2.7403407679534033	-0.003257044	0.006680057618491957	0.00668013598207739
53.55	2.785050533	2.740328902215928	2.74034732883874	0.003092767	0.00666059159837122	0.006662173821348155
53.6	2.772722613	2.740342847091126	2.7403594298477945	0.017377187	0.006639131325843092	0.006642221138637275
53.65	2.737421043	2.7403628395984643	2.740377326752098	0.017650088	0.006615813253315053	0.0066204028375203144
53.7	2.726056978	2.740389097886795	2.7404012443329875	0.008217209	0.006590788571102262	0.006596858555315749
53.75	2.742643137	2.740421804679978	2.7404313739787427	0.010596976	0.006564222092217147	0.006571741638826585
53.8	2.739974852	2.7404611051021774	2.740467871487181	0.009276338	0.006536291022285173	0.006545218005599744
53.85	2.740012776	2.7405071047456655	2.7405108550952058	0.009545992	0.006507183623655617	0.006517464899047745
53.9	2.738197586	2.740559868001397	2.7405604037555564	0.009797435	0.006477097783813253	0.00648866954679078
53.95	2.735895088	2.7406194166712328	2.7406165556796487	0.010277293	0.006446239499171077	0.006459027732532698
54.0	2.732471119	2.7406857288790465	2.7406793071638265	0.009534572	0.006414821286223553	0.00642874229266918
54.05	2.736736269	2.740758738296174	2.740748611714623	0.011451045	0.006383060532851224	0.006398021549628263
54.1	2.715422572	2.740838333694632	2.7408243794867295	0.00971001	0.006351177803273442	0.006367077694649939
54.15	2.710171586	2.7409243588393886	2.740906477045278	0.003261968	0.006319395110734222	0.006336125133311513
54.2	2.721387119	2.7410166127285716	2.7409947274617767	-0.00619365	0.00628793417246709	0.0063053788075880385
54.25	2.756751927	2.7411148501879414	2.7410889107506113	-0.004517586	0.006257014661807985	0.0062750525085931335
54.3	2.75530202	2.741218782823247	2.7411887646504027	0.00243496	0.0062268524725019245	0.006245357194366976
54.35	2.756744546	2.7413280803311504	2.7412939857517387	0.004833097	0.006197658010271355	0.006216499327158987
54.4	2.75726619	2.741442372166382	2.7414042309698745	0.007040545	0.006169634526578508	0.0061886792445886955
54.45	2.756761478	2.7415612495595783	2.7415191193578985	0.010401866	0.006142976509222024	0.0061620895788572555
54.5	2.74802873	2.74168426787696	2.7416382342526546	0.011859322	0.006117868143961979	0.0061369137378231
54.55	2.729531046	2.741810949309536	2.74176112574231	0.01629557	0.006094481860771336	0.00611332446124894
54.6	2.721662987	2.741940785875985	2.7418873134414588	0.010157528	0.006072976977570534	0.006091482464919381
54.65	2.716201663	2.742073242719633	2.7420162895564584	0.004740207	0.006053498453419822	0.006071535184576619
54.7	2.72594812	2.7422077616761324	2.7421475222205625	0.002027024	0.006036175762125535	0.006053615630748558
54.75	2.73143784	2.7423437650844917	2.7422804590754106	0.001396244	0.006021121896066379	0.006037841364558163
54.8	2.733840936	2.7424806598147384	2.7424145310725274	0.001775195	0.006008432509206348	0.006024313603514718
54.85	2.731058084	2.7426178414811475	2.7425491564657927	0.000508998	0.0059981852068437275	0.006013116465108575
54.9	2.731511276	2.742754698807424	2.7426837449633865	-0.00706898	0.005990438988297896	0.006004316354773169
54.95	2.775897017	2.742890618108059	2.7428177020055196	-0.013951069	0.005985233847318075	0.005997961503455303
55.0	2.81001163	2.7430249878481234	2.7429504331324535	0.005905237	0.005982590533527531	0.005994081658661899
55.05	2.772554048	2.743157203242192	2.7430813484058705	0.024168198	0.0059825104767099015	0.005992687931444671
55.1	2.726125484	2.7432866708519232	2.7432098668451985	0.016799618	0.005984975874216479	0.005993772800316314
55.15	2.735326069	2.743412813140961	2.7433354208396024	0.009281456	0.005989949940241156	0.005997310271626218
55.2	2.738488645	2.743535072945474	2.743457460495794	0.006962624	0.005997377314191493	0.006003256194460654
55.25	2.743952518	2.7436529178186597	2.7435754578817337	0.006619262	0.006007184623894112	0.006011548726687255
55.3	2.744926206	2.743765844208023	2.7436889111265583	0.006242444	0.006019281197922766	0.006022108947351985
55.35	2.745091699	2.743873381425182	2.7437973483378375	0.008882156	0.006033559919942766	0.006034841609273205
55.4	2.739152653	2.7439750953693434	2.7439003312984185	0.009577574	0.006049898216642259	0.006049636024376354
55.45	2.733426558	2.7440705919674575	2.7439974589067098	0.009189767	0.006068159169584082	0.006066367073087839
55.5	2.72846905	2.7441595202963653	2.7440883703263057	0.007541381	0.006088192740174838	0.006084896327970037
55.55	2.726829582	2.7442415753549847	2.744172747813258	0.005618121	0.0061098370959221	0.006105073280742296
55.6	2.715650468	2.744316500457731	2.7442503191921626	0.000908312	0.006132920025247969	0.00612673666090576
55.65	2.726247094	2.7443840892238804	2.74432085995541	-0.012365014	0.006157260427355998	0.006149715833382403
55.7	2.783699328	2.7444441871414327	2.744384194963476	-0.008901761	0.006182669863013474	0.006173832261899177
55.75	2.780262982	2.7444966926881778	2.7444401997279915	0.001591755	0.006208954151616708	0.0061989010243040646
55.8	2.783470958	2.7445415579970716	2.7444888012633877	0.006337743	0.006235914999557411	0.006224732365598053
55.85	2.787582748	2.7445787890576554	2.7445299784972463	0.012498745	0.006263351644709194	0.006251133274209848
55.9	2.776351093	2.7446084454500075	2.744563762233911	0.026974691	0.006291062501809985	0.006277909066933035
55.95	2.715248797	2.744630639612608	2.7445902346705173	0.024793327	0.006318846793632968	0.006304864967988534
56.0	2.709285056	2.744645535650328	2.7446095284691987	0.010897781	0.006346506153114719	0.006331807667868228
56.05	2.716778586	2.744653347693571	2.7446218253938524	0.004695963	0.006373846182040057	0.006358546847955733
56.1	2.731256069	2.7446543378243797	2.7446273545243827	0.002750322	0.006400677952479837	0.0063848966574031355
56.15	2.730850173	2.7446488135899436	2.744626390065779	0.004022864	0.0064268194379109855	0.006410677129361756
56.2	2.741064921	2.744637125128247	2.7446192487735983	0.003639375	0.0064520968618104165	0.006435715524412555
56.25	2.741120404	2.744619661934709	2.744606287021464	0.005557932	0.006476345952491758	0.00645984758990809
56.3	2.718260928	2.7445968493023782	2.7445878975398914	0.00628537	0.0064994130940314475	0.0064829187249111865
56.35	2.723692994	2.744569144471619	2.744564505859178	-0.009511081	0.0065211563642953805	0.006504785041483582
56.4	2.798433425	2.744537032528202	2.744536566492113	-0.015704179	0.006541446452317986	0.006525314314224937
56.45	2.813995634	2.744501022091262	2.7445045588948944	0.019017115	0.0065601674485883076	0.006544386811175995
56.5	2.734941242	2.7444616408346008	2.744468983246842	0.022756863	0.006577217503145695	0.006561896000464726
56.55	2.730987335	2.7444194308864374	2.7444303560912258	0.011561729	0.006592509347764008	0.006577749128377023
56.6	2.73657789	2.7443749441537286	2.744389205880799	0.008620403	0.006605970679893382	0.006591867665859672
56.65	2.739539351	2.7443287376177574	2.7443460684724053	0.007434583	0.006617544407421568	0.006604187621798973
56.7	2.741606426	2.7442813686477243	2.744301482615308	0.007106928	0.006627188754697731	0.006614659722749808
56.75	2.741573955	2.7442333903785467	2.7442559854776762	0.008380607	0.006634877231614731	0.006623249460103589
56.8	2.740089569	2.744185347198111	2.7442101082549635	0.008760528	0.006640598468857927	0.0066299370069665105
56.85	2.73433549	2.744137770387683	2.744164371902709	0.007473551	0.006644355923688389	0.006634717008259357
56.9	2.737753358	2.744091173957225	2.744119283034645	0.008770356	0.006646167461826335	0.006637598248735084
