Freq_Hz,S11_mag_mean,S11_mag_std,S11_phase_mean,S11_phase_std,S21_mag_mean,S21_mag_std,S21_phase_mean,S21_phase_std,S12_mag_mean,S12_mag_std,S12_phase_mean,S12_phase_std,S22_mag_mean,S22_mag_std,S22_phase_mean,S22_phase_std
50000000000,0.433880442797523,0.000687742540486525,160.714854620549,0.122659876845585,0.886681174096766,0.0003998464225336,65.8517215840468,0.391066466886525,0.887445981087707,0.000435706221853461,65.3683201796444,0.387404287680723,0.436289240990022,0.000605460649626486,150.318407875004,0.737023914879731
50050000000,0.42320367532077,0.000806084703237898,160.408754261675,0.141137760957641,0.88616085280303,0.000390073285892203,65.688304913862,0.389653682796221,0.886604474702553,0.000451339729709083,65.0545617289018,0.385888598134859,0.426353967613346,0.000626952729327023,149.597407110539,0.74348350864918
50100000000,0.413614862543408,0.00080614138716982,161.936066295492,0.140135960190976,0.885039251145443,0.000386205763266203,65.0228769404734,0.390222291222898,0.885031261484443,0.000405247105993683,64.3830214235923,0.393297428534135,0.41388612345483,0.000690050090692549,150.555817752332,0.752137608276149
50150000000,0.411736806864765,0.0008766297723787,161.039824172552,0.152674925353619,0.877565474922373,0.000432699621158099,64.813863318729,0.397009038457357,0.877908219683539,0.000429159252777199,64.3268621868549,0.395161149441945,0.413026274308996,0.000709613409446101,149.538368775535,0.741779269771974
50200000000,0.419034955572217,0.000680399637987801,165.410694017327,0.128198922074661,0.859116426474817,0.0002226053242866,64.1363093036297,0.381205267391283,0.859453204850133,0.000219907448055329,63.672738937571,0.385045073738191,0.40931755981929,0.000707103054886011,154.141254183007,0.708254937630786
50250000000,0.438217731593516,0.000391369552966739,164.196168235348,0.171411410399466,0.847207296577343,0.000701357673935964,65.8583921547718,0.338884856672289,0.847819975983168,0.0006660644874768,65.2770113704473,0.343068713860068,0.431944163966458,0.000294446273231802,153.661233110662,0.774689078209475
50300000000,0.447629456578474,0.0010394003923546,162.325797746535,0.208819436834269,0.86401312946927,0.00101798118739233,67.3172053754321,0.387412380527461,0.865134747702574,0.00104784386551636,66.4684968714121,0.387716182520358,0.442186258157071,0.000496486024048363,152.100391421263,0.825661942668559
50350000000,0.443213636945382,0.00126829131723502,160.700533111354,0.17114933569297,0.883556663832088,0.00077134587891164,66.8662078821213,0.406788359860458,0.884916209651651,0.000798183065324077,66.2680813355082,0.41741579291318,0.439142967574251,0.000791670271378835,150.404577153981,0.80995800611942
50400000000,0.439210175549613,0.00122693387081498,160.471492624383,0.136602026507175,0.893755026124395,0.000621780507839166,66.3019981872049,0.421145856266319,0.894199649545597,0.000617196580801073,65.8136624507997,0.401450497594461,0.434972833670505,0.000903301155028129,150.161768935678,0.783005876216267
50450000000,0.443866577417059,0.00103771028379347,160.885272079165,0.129009770399235,0.905204668555935,0.000537466166294815,66.6095320907228,0.390783592048957,0.905419734745723,0.000538666156933275,66.1541662173923,0.412294991889535,0.438638539068386,0.000840437296787394,150.997141577272,0.766160586580097
50500000000,0.437286171267307,0.00105424685181758,158.367718473623,0.14096527525606,0.917051643082065,0.000526607659584673,63.8144217151694,0.398628918499604,0.917240052859879,0.000557147646096784,63.1049518415664,0.421104633171314,0.43375680505024,0.000866332336133126,148.561600732742,0.774945772305018
50550000000,0.442930559732159,0.00100887896971116,158.380683559375,0.163820924904442,0.918789520220367,0.0005236119202532,63.5477194702261,0.405757504687656,0.918695011139423,0.000535371639538632,63.1230489752615,0.420891995911505,0.444711091551396,0.000864416342982578,149.381806017821,0.769890214841745
50600000000,0.43617086815571,0.00117172259906537,158.192883574012,0.173583686676663,0.930238274811258,0.000482143929103861,62.2079680742102,0.388161007901502,0.931039046074396,0.000527379005735405,61.5339321893157,0.436969897585056,0.448413809500735,0.00101130931802621,147.393260581298,0.79060041817147
50650000000,0.438949795322067,0.00122909399262935,157.221464999629,0.181500200225914,0.906232419544341,0.00034312431628382,60.8841588238935,0.410778847269151,0.906564024632555,0.000357407852017574,59.983066279934,0.441997050903779,0.443109137038416,0.0010931223070823,145.872083831323,0.772414984397001
50700000000,0.440216609715546,0.00138266711357311,155.596671433548,0.195554099349131,0.885304859782801,0.000191566820857304,60.3544353690582,0.384609140357672,0.885067259572822,0.000129564226841308,59.9271491965981,0.429592038123766,0.440254211031597,0.00112520127016414,144.684453059399,0.76036429937863
50750000000,0.428551791934451,0.00195589923249995,153.324465471857,0.210527785609838,0.867137941206206,0.000103748523968264,60.8558027577055,0.362030984974709,0.867153063949149,0.000109045863805331,60.4131291079905,0.393660530692968,0.429306570129118,0.00135735966718872,142.612090258256,0.758515457382286
50800000000,0.406938462993303,0.00211191524339579,152.275455995443,0.0751701666808423,0.862547573633624,0.000886691327852484,62.3401597044701,0.349602543736231,0.862795373520155,0.000907432240587937,61.7758089979653,0.405446230610566,0.414075285308077,0.0011816295650818,141.920630495887,0.693808682219415
50850000000,0.382535434073876,0.00123305965878363,156.289925387265,0.0341282006425917,0.885684722521727,0.000854049765035298,62.3137019506306,0.396606189522267,0.886319153969646,0.000878073466128955,61.9134237471311,0.449345355178884,0.386862023304202,0.000852026568556149,144.307585716698,0.721785496172159
50900000000,0.388626855654875,0.00134336569502659,158.439423068617,0.0292938007603389,0.889780906756511,0.000285180977086367,61.1410115344668,0.439579250780593,0.890530285499332,0.000296930755574156,60.6253427594226,0.479532632878403,0.385672591007076,0.00137746866896244,146.508015430916,0.686769494686788
50950000000,0.40875977806701,0.00137831049764698,162.06374780766,0.401749961860036,0.862396671205329,0.00229309286929436,61.8897337490882,0.266318251618339,0.862978306860143,0.00227260035332995,61.292008686585,0.2526216861918,0.402309331315781,0.00239078722345297,151.4032349693,1.05995188957553
51000000000,0.419485894172597,0.00133421794182037,158.566022940483,0.178466931519126,0.887370247982292,0.000925530253430832,62.0324264715912,0.429934884355446,0.887787688027748,0.000902582290715722,61.4832208186891,0.454454527224718,0.421102101669538,0.00127254783757312,148.038424695361,0.854013156668572
51050000000,0.418098555892674,0.00121382608640041,158.43789369856,0.146189922772275,0.891533226577706,0.000589930935066741,61.3261693642223,0.400085026607833,0.892534016825908,0.000629492486706018,60.8551102226979,0.447024720558127,0.418818863274043,0.00129782051233697,147.442536580259,0.807103660699905
51100000000,0.423627080522591,0.00115306049405188,158.240906074013,0.142979445006633,0.890358765383142,0.000594760815851213,60.94376119797,0.419855339553409,0.890982901217484,0.000563973797972946,60.4109973459575,0.450762091522626,0.422330234167857,0.00131076704911935,147.170133280021,0.778405465596281
51150000000,0.423861054306226,0.0011897476843325,157.335220877787,0.151367629660272,0.886649149368861,0.000611104436713368,61.0183225138879,0.424996704120817,0.886890948849322,0.000610816979162223,60.4357158018049,0.404946351109665,0.423320248399053,0.00123333772412496,146.314675807861,0.768164036309378
51200000000,0.423013847333865,0.00123985608424251,156.952536998704,0.157310548194346,0.893557158541901,0.000636044785453941,61.1768047656587,0.407269991299859,0.894115686284078,0.000658033600513959,60.8649207159872,0.428618509752694,0.421843191007817,0.00120072159621899,145.821802079595,0.770527288620548
51250000000,0.423070322536447,0.00131335650359547,157.000369715455,0.166455109780958,0.906558607038744,0.00066523058950772,61.544352598208,0.415073482596169,0.907030364168267,0.000671962446039703,61.118079049233,0.451615632677485,0.422074291008596,0.00122775230703736,146.08712835657,0.783988774608074
51300000000,0.471094776072067,0.00131688731351255,158.370523059117,0.173095462691663,0.975257578861685,0.000665336794942724,59.2128642123203,0.412927705154643,0.975968488542162,0.000693014845344049,58.7479566578581,0.440396530632227,0.443509905917914,0.00140728536550971,143.299916194847,0.779936852755075
51350000000,0.446569966426888,0.00126412700994052,151.288759564591,0.213573612360747,0.918651683835299,0.000673190375413419,57.2702021063071,0.424759408358048,0.919550530162854,0.000690470278558531,56.6370408999791,0.449826200907588,0.440021997474494,0.00114143852560353,141.580010152411,0.789949348030681
51400000000,0.423502536489184,0.0014472292533161,150.230213021299,0.241529761075462,0.902213527089612,0.000620926065527019,56.8194233036009,0.429812034173044,0.902795916175349,0.000632088855329892,56.4473589121945,0.455697317315253,0.422117429450495,0.0012304538036516,140.1474273579,0.824905878461374
51450000000,0.41171890531537,0.00256176504188453,148.259206326169,0.462640884877723,0.881081029152016,0.000722549540278956,56.6081373112275,0.394970428857842,0.881660122539515,0.000710243237909805,56.0299600632763,0.435644498818664,0.415911072537149,0.00148506413310841,138.669130912386,0.979435491754718
51500000000,0.382048213601352,0.00120510214755401,152.673034243388,0.109834853379787,0.898334197401188,0.00104691792749922,57.7713198993516,0.50028188928259,0.899268494065628,0.00103359710327055,57.5776519411299,0.492441438121842,0.383217444798923,0.00125380891654511,140.810177146305,0.771707278978648
51550000000,0.386314874191961,0.001922873754679,152.908220160447,0.115727738192054,0.896798241758514,0.000523546895404378,56.8104143967288,0.47939796405194,0.898665704783708,0.000528077325496094,56.6369776768429,0.472649690817473,0.383670240676659,0.00195737604126699,141.455975043416,0.777199259065068
51600000000,0.384352259214331,0.00148576406914976,155.265504794897,0.0977883444718797,0.889237024037578,0.000549122555942327,56.1462574324978,0.455928363183137,0.889424892180962,0.000557351004736938,56.0464504577661,0.425741255346679,0.375583656589855,0.00170435151607078,144.112768460581,0.705552603464484
51650000000,0.3857592600427,0.0019137642584231,154.41779913553,0.0720715342034778,0.876697411439266,0.00127250013075406,55.9036845239054,0.500472987609108,0.877064643603559,0.00129089918048874,55.7795341842768,0.458219523497093,0.381467303123321,0.00168889127357109,143.992717118272,0.537830946050177
51700000000,0.394837627796479,0.000521083821166258,156.096297035355,0.0389609067690641,0.860674890721824,0.000861994360315837,57.0370599731294,0.385290742097596,0.861662327738822,0.000885004672906495,56.7172572273054,0.302411874441194,0.394408696018506,0.0010610789787548,145.876137275024,0.648419581603513
51750000000,0.409247659051981,0.00106874030877699,154.628820166618,0.17292642921303,0.873856996336848,0.00115899576393917,58.4553295315892,0.453876021110811,0.874548359085937,0.00118799201701784,58.0590462819055,0.34998906686158,0.412143388571774,0.000875745984579846,144.067754583533,0.846571127069141
51800000000,0.406645439331013,0.00150045113136829,154.499130316987,0.162738544634661,0.893997775526557,0.000938703828852501,58.004205575537,0.48581421559793,0.894473689737795,0.000932464101886261,57.664875252334,0.396367867300625,0.40408127598488,0.00150574982325459,143.550583919747,0.819198528883337
51850000000,0.401817666672945,0.00156695684421404,153.751629237958,0.130114439949485,0.906571902499814,0.000661961411921855,57.3673127371829,0.48833468705322,0.906921763618591,0.000667767014599544,57.3500157377965,0.421701586024919,0.40015324731301,0.00155204182277924,142.67818883799,0.782127436247618
51900000000,0.405250951671049,0.00149449555027057,154.587369567174,0.114139810163377,0.91503641844882,0.000494933957697965,56.7149046745203,0.498037562845196,0.915874126534254,0.000511653385261914,56.7262202525786,0.428898907945372,0.405534403927376,0.00159983791250567,143.562688519779,0.751261964588254
51950000000,0.416154463934366,0.00141397766626829,153.778679478493,0.118571898530578,0.912064382652135,0.000444317251566876,55.9871832037824,0.505203689953627,0.912588340888855,0.000431189930914724,55.8198134657639,0.41788077188774,0.413001191777383,0.00155578907304243,143.254610868168,0.728584265858405
52000000000,0.420331574661334,0.00144762486317592,152.978640301362,0.138194556919948,0.917170713887221,0.0003959262560681,56.0334433282574,0.492826138635617,0.91783271864487,0.000430084895010416,55.7641510978226,0.427641048991838,0.418466368558693,0.00149833151941562,142.245300094266,0.737919803922653
52050000000,0.434413913955657,0.00150757453085717,152.021183150958,0.151355896408282,0.936190972510513,0.00037036760346484,55.1101793709041,0.483733930575268,0.936635840815909,0.000385562693260319,55.0034724123954,0.439460409242108,0.42563364145948,0.00151923702594464,141.568818199041,0.737674291768964
52100000000,0.447651673741392,0.00159718882504793,147.996925460539,0.189800760654269,0.953367333771081,0.000353365131346106,53.616494702131,0.490728537731484,0.953599503143328,0.000390581617368268,53.3462224219433,0.438022070579433,0.449192337097735,0.00148761072201683,138.970349865087,0.757343299162498
52150000000,0.417503257975652,0.00212689469911221,144.675602896714,0.26501948090023,0.894791998139857,0.000777772414434488,51.1870855796683,0.464489661862624,0.895281415336632,0.000827554476828085,50.9102427951826,0.401281434780727,0.430325437930838,0.00194107819276785,134.816365392792,0.842442742346359
52200000000,0.395078285730749,0.00243595067470752,144.291714290428,0.246690057436346,0.878559076368359,0.000431027388206697,52.3636273693032,0.457299192275015,0.879086812440784,0.000458883076407231,52.0037425081327,0.419544035881456,0.408984862323362,0.0015965426302855,132.899361602954,0.784143296529073
52250000000,0.368238845025672,0.00269868375667629,144.824625500061,0.0470609107018575,0.877687651338676,0.000917894624698965,54.0024234749557,0.455415515740276,0.877960081728223,0.000878549015308455,53.8095379927721,0.367221730385615,0.373130243150289,0.00186805588703819,131.973065138049,0.664698709260815
52300000000,0.361951104461394,0.0015660556789508,148.180622396892,0.0818816860313838,0.899319278908425,0.000673068869296763,53.9505390853669,0.501407559850388,0.89964404380916,0.000627719016126036,53.8475605395499,0.41470578514681,0.357297273706846,0.0012095321345886,135.987180239976,0.679044661254232
52350000000,0.370826657713348,0.0012710049319166,149.814441871053,0.0726792546394128,0.905995389583767,0.000413198049397295,53.1766326933391,0.47849068950789,0.907262864832304,0.0004232772365385,53.0290770464292,0.410825345298545,0.365796917906919,0.00122647731468302,138.653974045701,0.717927892729571
52400000000,0.376888739682767,0.00128685329878122,148.897571293905,0.0884461618410246,0.905813545400602,0.000489460976203502,52.6426116338637,0.485813163957524,0.906010556044262,0.000388655245012964,52.339393568442,0.411548614070589,0.374778553770641,0.0013375559742816,137.900680715377,0.727067304186977
52450000000,0.36649912006306,0.00149234667926279,149.598508209553,0.10428360543392,0.906963263795549,0.000443189532785575,51.926703172818,0.521360104167745,0.907574266664618,0.000375551353307778,51.6545909335569,0.428777775814143,0.364410562844253,0.00158815376154488,138.469849554419,0.74974197469934
52500000000,0.364491888197678,0.00103831687770919,152.18663642665,0.037357328770333,0.889791165178038,0.000653182507944389,50.8720068112945,0.466273890138639,0.890385506939466,0.000684650629295062,50.6452692432744,0.390257312782634,0.362513720367068,0.00161772066443519,141.078638077065,0.591857641647481
52550000000,0.388413955046194,0.00164947272267322,151.279431162297,0.126425914785066,0.883832443114297,0.00133437521074415,52.1357788410485,0.501361375259197,0.883949834018653,0.00137113406155635,51.9545646310756,0.432165862954296,0.388292277885971,0.00206288279366723,140.411526584923,0.663754961220943
52600000000,0.392071411276027,0.00134757310768132,149.834236865837,0.10583473140517,0.888275128969066,0.00129775112432137,52.5095824638101,0.480396289505841,0.888763059111789,0.00131323441506539,52.3527015423225,0.398114769203199,0.392810414035333,0.00160288382317512,138.734223762794,0.59858309133751
52650000000,0.390734120200501,0.00121299658275528,149.262772734036,0.0948709331509002,0.896647052759516,0.00107623571484923,52.4779462540664,0.468396006041222,0.897670157472944,0.0010690296467451,52.5260081202512,0.383544640340278,0.389946305161038,0.00157724742236536,138.052106697913,0.58995617382501
52700000000,0.392447515132489,0.0013312334765168,149.021783013209,0.110845724867085,0.904875990101287,0.000486749899773932,52.4531037581069,0.447512271952288,0.905462108144605,0.000500158098073681,52.4400411647986,0.340795091657357,0.39113865344651,0.00175178838489548,137.901664754082,0.640550648906539
